loc_rowid,pl_hostname,pl_letter,pl_name,pl_discmethod,pl_pnum,pl_orbper,pl_orbsmax,pl_orbeccen,pl_orbincl,pl_bmassj,pl_bmassprov,pl_radj,pl_dens,st_teff,st_mass,st_rad,rowupdate,pl_facility,last_updated
3600,NGTS-1,b,NGTS-1 b,Transit,1,2.647298,0.0326,0.016,85.27,0.812,Mass,1.33,0.42,3916.0,0.62,0.57,2017-11-09,Paranal Observatory,2017-11-09
3601,NGTS-2,b,NGTS-2 b,Transit,1,4.511164,0.063,0.0,88.5,0.74,Mass,1.595,0.226,6478.0,1.64,1.7,2018-10-04,Paranal Observatory,2018-10-04
3602,NGTS-3 A,b,NGTS-3 A b,Transit,1,1.6753728,0.023,,89.56,2.38,Mass,1.48,0.31,5600.0,1.02,0.93,2018-05-31,Paranal Observatory,2018-05-31
3603,NN Ser,c,NN Ser c,Eclipse Timing Variations,2,5573.55,5.35,0.08,,7.33,Mass,,,57000.0,0.54,,2014-05-14,Multiple Observatories,2014-05-14
3604,NN Ser,d,NN Ser d,Eclipse Timing Variations,2,2883.5,3.43,0.19,,2.3,Mass,,,57000.0,0.54,,2014-05-14,Multiple Observatories,2014-05-14
3605,NY Vir,b,NY Vir b,Eclipse Timing Variations,1,2985.7,,0.44,,2.78,Msini,,,,,,2014-09-25,Multiple Observatories,2014-09-25
3606,OGLE-2003-BLG-235L,b,OGLE-2003-BLG-235L b,Microlensing,1,,4.3,,,2.6,Mass,,,,0.63,,2016-02-25,OGLE,2016-02-25
3607,OGLE-2005-BLG-071L,b,OGLE-2005-BLG-071L b,Microlensing,1,,3.6,,,3.8,Mass,,,,0.46,,2014-10-29,OGLE,2014-10-29
3608,OGLE-2005-BLG-169L,b,OGLE-2005-BLG-169L b,Microlensing,1,,3.5,,,0.044360000000000004,Mass,,,,0.69,,2015-11-19,OGLE,2015-11-19
3609,OGLE-2005-BLG-390L,b,OGLE-2005-BLG-390L b,Microlensing,1,3285.0,2.6,,,0.017,Mass,,,,0.22,,2014-10-29,OGLE,2014-10-29
3610,OGLE-2006-BLG-109L,b,OGLE-2006-BLG-109L b,Microlensing,2,1788.5,2.3,,,0.73,Mass,,,,0.51,,2014-11-05,OGLE,2014-11-05
3611,OGLE-2006-BLG-109L,c,OGLE-2006-BLG-109L c,Microlensing,2,4927.5,4.5,0.15,64.0,0.27,Mass,,,,0.51,,2014-11-05,OGLE,2014-11-05
3612,OGLE-2007-BLG-349L A,c,OGLE-2007-BLG-349L AB c,Microlensing,1,2557.0,2.59,,,0.25171,Mass,,,,0.41,,2016-09-29,OGLE,2016-09-29
3613,OGLE-2007-BLG-368L,b,OGLE-2007-BLG-368L b,Microlensing,1,,3.3,,,0.06,Mass,,,,0.64,,2014-11-05,OGLE,2014-11-05
3614,OGLE-2008-BLG-092L,b,OGLE-2008-BLG-092L b,Microlensing,1,,18.0,,,0.18,Mass,,,,0.71,,2014-10-29,OGLE,2014-10-29
3615,OGLE-2008-BLG-355L,b,OGLE-2008-BLG-355L b,Microlensing,1,,1.7,,,4.6,Mass,,,,0.37,,2014-06-11,OGLE,2014-06-11
3616,OGLE-2011-BLG-0173L,b,OGLE-2011-BLG-0173L b,Microlensing,1,,8.0,,,0.19,Mass,,,,0.41,,2018-10-26,OGLE,2018-10-26
3617,OGLE-2011-BLG-0251L,b,OGLE-2011-BLG-0251L b,Microlensing,1,,2.72,,,0.53,Mass,,,,0.26,,2014-05-14,OGLE,2014-05-14
3618,OGLE-2011-BLG-0265L,b,OGLE-2011-BLG-0265L b,Microlensing,1,,1.89,,,0.88,Mass,,,,0.21,,2015-03-05,OGLE,2015-03-05
3619,OGLE-2012-BLG-0026L,b,OGLE-2012-BLG-0026L b,Microlensing,2,,4.0,,,0.145,Mass,,,,1.06,,2016-07-07,OGLE,2016-07-07
3620,OGLE-2012-BLG-0026L,c,OGLE-2012-BLG-0026L c,Microlensing,2,,4.8,,,0.86,Mass,,,,1.06,,2016-07-07,OGLE,2016-07-07
3621,OGLE-2012-BLG-0358L,b,OGLE-2012-BLG-0358L b,Microlensing,1,,0.87,,,1.85,Mass,,,,0.02,,2014-05-14,OGLE,2014-05-14
3622,OGLE-2012-BLG-0406L,b,OGLE-2012-BLG-0406L b,Microlensing,1,,3.45,,,2.73,Mass,,,,0.44,,2014-05-14,OGLE,2014-05-14
3623,OGLE-2012-BLG-0563L,b,OGLE-2012-BLG-0563L b,Microlensing,1,,0.9,,,0.39,Mass,,,,0.34,,2015-08-13,OGLE,2015-08-13
3624,OGLE-2012-BLG-0724L,b,OGLE-2012-BLG-0724L b,Microlensing,1,,1.6,,,0.47,Mass,,,,0.29,,2016-04-28,OGLE,2016-04-28
3625,OGLE-2012-BLG-0950L,b,OGLE-2012-BLG-0950L b,Microlensing,1,,2.7,,,0.11012000000000001,Mass,,,,0.56,,2016-11-03,OGLE,2016-11-03
3626,OGLE-2013-BLG-0102L,b,OGLE-2013-BLG-0102L b,Microlensing,1,,0.8,,,12.569,Mass,,,,0.1,,2015-01-29,OGLE,2015-01-29
3627,OGLE-2013-BLG-0132L,b,OGLE-2013-BLG-0132L b,Microlensing,1,,3.6,,,0.29,Mass,,,,0.54,,2017-10-26,OGLE,2017-10-26
3628,OGLE-2013-BLG-0341L B,b,OGLE-2013-BLG-0341L B b,Microlensing,1,,0.883,,,0.0073,Mass,,,,0.15,,2014-07-09,OGLE,2014-07-09
3629,OGLE-2013-BLG-1721L,b,OGLE-2013-BLG-1721L b,Microlensing,1,,2.6,,,0.64,Mass,,,,0.46,,2017-10-26,OGLE,2017-10-26
3630,OGLE-2013-BLG-1761L,b,OGLE-2013-BLG-1761L b,Microlensing,1,,1.8,,,2.7,Mass,,,,0.33,,2018-11-01,OGLE,2018-11-01
3631,OGLE-2014-BLG-0124L,b,OGLE-2014-BLG-0124L b,Microlensing,1,,3.11,,,0.51,Mass,,,,0.71,,2015-02-12,OGLE,2015-02-12
3632,OGLE-2014-BLG-0676L,b,OGLE-2014-BLG-0676L b,Microlensing,1,,4.4,,,3.09,Mass,,,,0.62,,2016-12-21,OGLE,2016-12-21
3633,OGLE-2014-BLG-1722L,b,OGLE-2014-BLG-1722L b,Microlensing,2,,1.9,,,0.17399,Mass,,,,0.4,,2018-06-21,OGLE,2018-06-21
3634,OGLE-2014-BLG-1722L,c,OGLE-2014-BLG-1722L c,Microlensing,2,,2.5,,,0.26335,Mass,,,,0.4,,2018-06-21,OGLE,2018-06-21
3635,OGLE-2014-BLG-1760L,b,OGLE-2014-BLG-1760L b,Microlensing,1,,1.75,,,0.56,Mass,,,,0.51,,2016-11-10,OGLE,2016-11-10
3636,OGLE-2015-BLG-0051L,b,OGLE-2015-BLG-0051L b,Microlensing,1,,0.73,,,0.72,Mass,,,,0.1,,2016-10-06,OGLE,2016-10-06
3637,OGLE-2015-BLG-0954L,b,OGLE-2015-BLG-0954L b,Microlensing,1,,1.6,,,3.4,Mass,,,,0.3,,2018-11-01,KMTNet,2018-11-01
3638,OGLE-2015-BLG-0966L,b,OGLE-2015-BLG-0966L b,Microlensing,1,,2.1,,,0.06607,Mass,,,,0.38,,2016-03-17,OGLE,2016-03-17
3639,OGLE-2016-BLG-0263L,b,OGLE-2016-BLG-0263L b,Microlensing,1,,5.4,,,4.1,Mass,,,,0.13,,2017-09-28,OGLE,2017-09-28
3640,OGLE-2016-BLG-0613L AB,b,OGLE-2016-BLG-0613L AB b,Microlensing,1,,6.4,,,4.18,Mass,,,,0.72,,2017-11-30,OGLE,2017-11-30
3641,OGLE-2016-BLG-1190L,b,OGLE-2016-BLG-1190L b,Microlensing,1,1224.0,2.17,,41.2,13.38,Mass,,,,0.88,,2017-11-30,OGLE,2017-11-30
3642,OGLE-2016-BLG-1195L,b,OGLE-2016-BLG-1195L b,Microlensing,1,,1.16,,,0.0045,Mass,,,,0.08,,2017-05-10,OGLE,2017-05-10
3643,OGLE-2017-BLG-0173L,b,OGLE-2017-BLG-0173L b,Microlensing,1,,3.913,,,0.01029,Mass,,,,0.4,,2018-03-26,OGLE,2018-03-26
3644,OGLE-2017-BLG-0373L,b,OGLE-2017-BLG-0373L b,Microlensing,1,,2.424,,,0.401,Mass,,,,0.25,,2018-04-26,OGLE,2018-04-26
3645,OGLE-2017-BLG-0482L,b,OGLE-2017-BLG-0482L b,Microlensing,1,,1.8,,,0.028319999999999998,Mass,,,,0.2,,2018-06-21,OGLE,2018-06-21
3646,OGLE-2017-BLG-1140L,b,OGLE-2017-BLG-1140L b,Microlensing,1,,1.02,,,1.59,Mass,,,,0.21,,2018-06-21,OGLE,2018-06-21
3647,OGLE-2017-BLG-1434L,b,OGLE-2017-BLG-1434L b,Microlensing,1,,1.18,,,0.014,Mass,,,,0.23,,2018-05-10,OGLE,2018-05-10
3648,OGLE-2017-BLG-1522L,b,OGLE-2017-BLG-1522L b,Microlensing,1,,0.59,,,0.75,Mass,,,,0.04,,2018-04-12,OGLE,2018-04-12
3649,OGLE-TR-056,b,OGLE-TR-056 b,Transit,1,1.2119189,0.02383,,77.6,1.39,Mass,1.3630000000000002,0.68,6050.0,,,2014-05-14,OGLE,2014-05-14
3650,OGLE-TR-10,b,OGLE-TR-10 b,Transit,1,3.101278,0.0434,,90.0,0.62,Mass,1.25,0.4,5950.0,1.14,1.17,2014-05-14,OGLE,2014-05-14
3651,OGLE-TR-111,b,OGLE-TR-111 b,Transit,1,4.0144463,0.0473,,88.3,,,1.0190000000000001,,5040.0,0.85,0.83,2016-02-25,OGLE,2016-02-25
3652,OGLE-TR-113,b,OGLE-TR-113 b,Transit,1,1.4324752,0.02289,,87.8,1.26,Mass,1.093,1.2,4790.0,0.78,0.77,2014-05-14,OGLE,2014-05-14
3653,OGLE-TR-132,b,OGLE-TR-132 b,Transit,1,1.689868,0.03035,,83.4,1.18,Mass,1.2,0.85,6210.0,1.3,1.32,2014-10-29,OGLE,2014-10-29
3654,OGLE-TR-182,b,OGLE-TR-182 b,Transit,1,3.9791,0.051,0.0,85.7,1.01,Mass,1.13,,5924.0,1.14,1.14,2014-05-14,OGLE,2014-05-14
3655,OGLE-TR-211,b,OGLE-TR-211 b,Transit,1,3.67724,0.051,0.0,87.2,1.03,Mass,1.36,,6325.0,1.33,1.64,2014-05-14,OGLE,2014-05-14
3656,OGLE2-TR-L9,b,OGLE2-TR-L9 b,Transit,1,2.4855335,0.0308,,79.8,4.5,Mass,1.61,,6933.0,1.52,1.53,2014-05-14,OGLE,2014-05-14
3657,Oph 11,b,Oph 11 b,Imaging,1,7300000.0,243.0,,,14.0,Mass,,,2375.0,0.02,,2016-03-10,Gemini Observatory,2016-03-10
3658,PH1,b,PH1 b,Transit,1,138.317,0.652,0.0702,90.05,0.531,Mass,0.551,,6407.0,1.53,1.73,2014-05-14,Kepler,2014-05-14
3659,PH2,b,PH2 b,Transit,1,282.5255,0.828,0.41,89.83,,,0.903,,5629.0,0.94,1.0,2014-05-14,Kepler,2014-05-14
3660,POTS-1,b,POTS-1 b,Transit,1,3.1606296,0.03734,,88.06,2.31,Mass,0.941,,4400.0,0.69,0.59,2014-05-14,La Silla Observatory,2014-05-14
3661,PSR B1257+12,b,PSR B1257+12 b,Pulsar Timing,3,25.262,0.19,0.0,50.0,5.9999999999999995e-05,Mass,,,,1.4,,2018-12-06,Arecibo Observatory,2018-12-06
3662,PSR B1257+12,c,PSR B1257+12 c,Pulsar Timing,3,66.5419,0.36,0.0186,53.0,0.01353,Mass,,,,1.4,,2018-12-06,Arecibo Observatory,2018-12-06
3663,PSR B1257+12,d,PSR B1257+12 d,Pulsar Timing,3,98.2114,0.46,,47.0,0.01227,Mass,,,,1.4,,2018-12-06,Arecibo Observatory,2018-12-06
3664,PSR B1620-26,b,PSR B1620-26 b,Pulsar Timing,1,,23.0,,,2.5,Mass,,,,1.35,,2015-04-30,Hubble Space Telescope,2015-04-30
3665,PSR J1719-1438,b,PSR J1719-1438 b,Pulsar Timing,1,0.09070629,0.0044,0.06,,1.2,Mass,,23.0,4500.0,1.4,0.04,2014-05-14,Parkes Observatory,2014-05-14
3666,PSR J2322-2650,b,PSR J2322-2650 b,Pulsar Timing,1,0.322964,0.0102,0.0017,,0.7949,Msini,,1.84,,1.4,,2017-12-21,Parkes Observatory,2017-12-21
3667,Pr0201,b,Pr0201 b,Radial Velocity,1,4.4264,0.06,0.0,,0.54,Msini,,,6174.0,1.24,1.15,2018-09-06,Fred Lawrence Whipple Observatory,2018-09-06
3668,Pr0211,b,Pr0211 b,Radial Velocity,2,2.1461,0.031760000000000004,0.011,,1.88,Msini,,,5300.0,0.94,0.83,2016-02-11,Fred Lawrence Whipple Observatory,2016-02-11
3669,Pr0211,c,Pr0211 c,Radial Velocity,2,4850.0,5.5,0.71,,7.79,Msini,,,5300.0,0.94,0.83,2016-02-11,Roque de los Muchachos Observatory,2016-02-11
3670,Proxima Cen,b,Proxima Cen b,Radial Velocity,1,11.186,0.0485,0.35,,0.004,Msini,,,3050.0,0.12,0.14,2016-08-25,European Southern Observatory,2016-08-25
3671,Qatar-1,b,Qatar-1 b,Transit,1,1.4200242,0.02332,0.0,84.08,1.294,Mass,1.143,1.076,5013.0,0.84,0.8,2016-09-15,Qatar,2016-09-15
3672,Qatar-2,b,Qatar-2 b,Transit,1,1.33711647,0.02153,0.0,86.12,2.494,Mass,1.254,1.573,4645.0,0.74,0.78,2014-11-05,Qatar,2014-11-05
3673,Qatar-3,b,Qatar-3 b,Transit,1,2.5079204,0.03783,0.0,86.8,4.31,Mass,1.0959999999999999,4.0,6007.0,1.15,1.27,2017-04-27,Qatar,2017-04-27
3674,Qatar-4,b,Qatar-4 b,Transit,1,1.8053564,0.028030000000000003,0.0,87.5,6.1,Mass,1.135,5.1,5215.0,0.9,0.85,2017-04-27,Qatar,2017-04-27
3675,Qatar-5,b,Qatar-5 b,Transit,1,2.8792319,0.04127,0.0,88.74,4.32,Mass,1.107,3.95,5747.0,1.13,1.08,2017-04-27,Qatar,2017-04-27
3676,ROXs 12,b,ROXs 12 b,Imaging,1,,210.0,,,16.0,Mass,,,3850.0,0.87,,2014-05-14,W. M. Keck Observatory,2014-05-14
3677,ROXs 42 B,b,ROXs 42 B b,Imaging,1,,157.0,,,9.0,Mass,,,,1.0,,2014-05-14,Multiple Observatories,2014-05-14
3678,RR Cae,b,RR Cae b,Eclipse Timing Variations,1,4343.5,5.3,0.0,17.6,4.2,Msini,,,,0.44,,2015-08-27,Leoncito Astronomical Complex,2015-08-27
3679,Ross 128,b,Ross 128 b,Radial Velocity,1,9.8658,0.0496,0.116,,0.0044,Msini,,,3192.0,0.17,0.2,2017-11-17,La Silla Observatory,2017-11-17
3680,Ross 458,c,Ross 458 c,Imaging,1,,1168.0,,,6.28536,Mass,1.22,,3621.0,0.49,0.63,2014-05-14,Las Campanas Observatory,2014-05-14
3681,SR 12 AB,c,SR 12 AB c,Imaging,1,,,,,13.0,Mass,,,,,,2014-05-14,Infrared Survey Facility,2014-05-14
3682,SWEEPS-11,b,SWEEPS-11 b,Transit,1,1.796,0.03,,,9.7,Mass,1.13,,,1.1,1.45,2014-05-14,Hubble Space Telescope,2014-05-14
3683,SWEEPS-4,b,SWEEPS-4 b,Transit,1,4.2,0.055,,,3.8,Mass,0.81,,,1.24,1.18,2014-05-14,Hubble Space Telescope,2014-05-14
3684,TAP 26,b,TAP 26 b,Radial Velocity,1,10.79,0.0968,,,1.66,Msini,,,4620.0,1.04,1.17,2017-02-02,Multiple Facilities,2017-02-02
3685,TCP J05074264+2447555,b,TCP J05074264+2447555 b,Microlensing,1,,0.5,,,0.02895,Mass,,,,0.25,,2018-03-01,Multiple Observatories,2018-03-01
3686,TRAPPIST-1,b,TRAPPIST-1 b,Transit,7,1.51087081,0.01111,0.081,89.65,0.00267,Mass,0.09699999999999999,3.6,2559.0,0.08,0.12,2017-02-22,La Silla Observatory,2017-02-22
3687,TRAPPIST-1,c,TRAPPIST-1 c,Transit,7,2.4218233,0.01521,0.083,89.67,0.00434,Mass,0.094,6.45,2559.0,0.08,0.12,2017-02-22,La Silla Observatory,2017-02-22
3688,TRAPPIST-1,d,TRAPPIST-1 d,Transit,7,4.04961,0.02144,0.07,89.75,0.0012900000000000001,Mass,0.069,4.9,2559.0,0.08,0.12,2017-02-22,La Silla Observatory,2017-02-22
3689,TRAPPIST-1,e,TRAPPIST-1 e,Transit,7,6.099615,0.02817,0.085,89.86,0.00195,Mass,0.08199999999999999,4.4,2559.0,0.08,0.12,2017-02-22,Multiple Observatories,2017-02-22
3690,TRAPPIST-1,f,TRAPPIST-1 f,Transit,7,9.20669,0.0371,0.063,89.68,0.00214,Mass,0.09300000000000001,3.3,2559.0,0.08,0.12,2017-02-22,Multiple Observatories,2017-02-22
3691,TRAPPIST-1,g,TRAPPIST-1 g,Transit,7,12.35294,0.0451,0.061,89.71,0.004220000000000001,Mass,0.10099999999999999,5.2,2559.0,0.08,0.12,2017-02-22,Multiple Observatories,2017-02-22
3692,TRAPPIST-1,h,TRAPPIST-1 h,Transit,7,18.767,,,89.76,,,0.067,,2559.0,0.08,0.12,2017-06-15,Multiple Observatories,2017-06-15
3693,TYC 1422-614-1,b,TYC 1422-614-1 b,Radial Velocity,2,198.4,0.69,0.06,,2.5,Msini,,,4806.0,1.15,6.85,2014-10-29,Multiple Observatories,2014-10-29
3694,TYC 1422-614-1,c,TYC 1422-614-1 c,Radial Velocity,2,559.3,1.37,0.048,,10.0,Msini,,,4806.0,1.15,6.85,2014-10-29,Multiple Observatories,2014-10-29
3695,TYC 3318-01333-1,b,TYC 3318-01333-1 b,Radial Velocity,1,562.0,1.414,0.098,,3.42,Msini,,,4776.0,1.19,5.9,2018-01-25,Multiple Observatories,2018-01-25
3696,TYC 3667-1280-1,b,TYC 3667-1280-1 b,Radial Velocity,1,26.468,0.21,0.036,,5.4,Msini,,,5130.0,1.87,6.26,2016-03-31,McDonald Observatory,2016-03-31
3697,TYC 4282-00605-1,b,TYC 4282-00605-1 b,Radial Velocity,1,101.54,0.422,0.28,,10.78,Msini,,,4300.0,0.97,16.21,2017-06-29,Roque de los Muchachos Observatory,2017-06-29
3698,TrES-1,b,TrES-1 b,Transit,1,3.03007,,0.0,90.0,0.84,Mass,1.13,,5230.0,1.04,0.85,2018-04-26,TrES,2018-04-26
3699,TrES-2,b,TrES-2 b,Transit,1,2.47063,,0.0,83.57,1.49,Mass,1.36,,5850.0,1.36,1.12,2018-04-26,TrES,2018-04-26
3700,TrES-3,b,TrES-3 b,Transit,1,1.30618581,0.02282,0.0,81.85,1.91,Mass,1.3359999999999999,0.994,5650.0,0.93,0.83,2014-05-14,TrES,2014-05-14
3701,TrES-4,b,TrES-4 b,Transit,1,3.55395,,0.0,82.81,0.78,Mass,1.61,,6200.0,1.08,1.66,2018-04-26,TrES,2018-04-26
3702,TrES-5,b,TrES-5 b,Transit,1,1.48224686,0.02459,,84.27,1.79,Mass,1.194,1.31,5171.0,0.9,0.87,2015-04-16,TrES,2015-04-16
3703,UKIRT-2017-BLG-001L,b,UKIRT-2017-BLG-001L b,Microlensing,1,,4.18,,,1.28,Mass,,,,0.81,,2018-03-26,Mauna Kea Observatory,2018-03-26
3704,USco CTIO 108,b,USco CTIO 108 b,Imaging,1,,670.0,,,14.0,Mass,,,2700.0,0.06,,2015-05-14,Teide Observatory,2015-05-14
3705,UZ For,b,UZ For b,Eclipse Timing Variations,2,5840.0,5.9,0.04,,6.3,Mass,,,,0.7,,2014-05-14,Multiple Observatories,2014-05-14
3706,UZ For,c,UZ For c,Eclipse Timing Variations,2,1916.25,2.8,0.05,,7.7,Mass,,,,0.7,,2014-05-14,Multiple Observatories,2014-05-14
3707,V0391 Peg,b,V0391 Peg b,Pulsation Timing Variations,1,1170.0,1.7,0.0,,3.2,Msini,,,29300.0,0.5,0.23,2015-05-14,Multiple Observatories,2015-05-14
3708,V830 Tau,b,V830 Tau b,Radial Velocity,1,4.927,0.057,,55.0,0.7,Mass,,,4250.0,1.0,2.0,2016-12-01,Multiple Observatories,2016-12-01
3709,VHS J125601.92-125723.9,b,VHS J125601.92-125723.9 b,Imaging,1,,102.0,,,11.2,Mass,,,2620.0,0.07,,2015-05-14,Paranal Observatory,2015-05-14
3710,WASP-1,b,WASP-1 b,Transit,1,2.5199454,0.03889,0.0,90.0,0.854,Mass,1.483,0.348,,1.24,1.47,2014-05-14,SuperWASP,2014-05-14
3711,WASP-10,b,WASP-10 b,Transit,1,3.0927616,0.03781,,88.49,3.15,Mass,1.08,4.14,4675.0,0.75,0.7,2014-05-14,SuperWASP,2014-05-14
3712,WASP-100,b,WASP-100 b,Transit,1,2.84938,,0.0,82.6,1.26,Mass,1.33,,6900.0,0.77,1.57,2018-04-26,SuperWASP,2018-04-26
3713,WASP-101,b,WASP-101 b,Transit,1,3.58572,,0.0,85.0,0.51,Mass,1.43,,6380.0,1.41,1.31,2018-04-26,SuperWASP,2018-04-26
3714,WASP-103,b,WASP-103 b,Transit,1,0.925542,0.01985,,86.3,1.49,Mass,1.528,0.55,6110.0,1.22,1.44,2014-05-14,SuperWASP,2014-05-14
3715,WASP-104,b,WASP-104 b,Transit,1,1.7554137,0.02918,0.0,83.63,1.272,Mass,1.137,1.074,5475.0,1.08,0.96,2014-09-25,SuperWASP,2014-09-25
3716,WASP-105,b,WASP-105 b,Transit,1,7.87288,0.075,0.0,89.7,1.8,Mass,0.96,2.65,5070.0,0.89,0.9,2017-08-17,SuperWASP-South,2017-08-17
3717,WASP-106,b,WASP-106 b,Transit,1,9.28971,,0.0,89.49,1.62,Mass,1.02,,6055.0,0.93,1.31,2018-04-26,SuperWASP,2018-04-26
3718,WASP-107,b,WASP-107 b,Transit,1,5.72149,0.055,0.0,89.7,0.12,Mass,0.94,0.19,4430.0,0.69,0.66,2017-08-17,SuperWASP-South,2017-08-17
3719,WASP-11,b,WASP-11 b,Transit,1,3.72247,,0.0,89.8,0.79,Mass,1.11,,4800.0,1.42,0.89,2018-04-26,SuperWASP,2018-04-26
3720,WASP-113,b,WASP-113 b,Transit,1,4.54216875,0.05885,0.0,86.46,0.475,Mass,1.409,0.228,5890.0,1.32,1.61,2016-07-18,SuperWASP-North,2016-07-18
3721,WASP-114,b,WASP-114 b,Transit,1,1.5487743,0.02851,0.012,83.96,1.769,Mass,1.339,0.97,5940.0,1.29,1.43,2016-07-18,SuperWASP-North,2016-07-18
3722,WASP-117,b,WASP-117 b,Transit,1,10.02165,,0.3,89.14,0.3,Mass,1.06,,6040.0,1.29,1.22,2018-04-26,SuperWASP,2018-04-26
3723,WASP-118,b,WASP-118 b,Transit,1,4.0460435,0.054529999999999995,0.0,88.7,0.514,Mass,1.44,0.233,6410.0,1.32,1.7,2016-09-08,SuperWASP,2016-09-08
3724,WASP-119,b,WASP-119 b,Transit,1,2.49979,0.0363,0.058,85.0,1.23,Mass,1.4,0.7,5650.0,1.02,1.2,2016-05-05,SuperWASP-South,2016-05-05
3725,WASP-12,b,WASP-12 b,Transit,1,1.09142245,,0.05,82.5,1.31,Mass,1.82,,6300.0,1.2,1.59,2018-12-06,SuperWASP,2018-12-06
3726,WASP-120,b,WASP-120 b,Transit,1,3.6112706,0.0514,0.057,82.54,4.85,Mass,1.473,2.0,6450.0,1.39,1.87,2016-06-03,SuperWASP,2016-06-03
3727,WASP-121,b,WASP-121 b,Transit,1,1.2749255,0.02544,0.0,87.6,1.183,Mass,1.865,0.243,6459.0,1.35,1.46,2016-06-23,SuperWASP,2016-06-23
3728,WASP-123,b,WASP-123 b,Transit,1,2.9776412,0.04263,0.0,85.74,0.899,Mass,1.318,0.521,5740.0,1.17,1.28,2016-06-03,SuperWASP,2016-06-03
3729,WASP-124,b,WASP-124 b,Transit,1,3.37265,0.0449,0.017,86.3,0.6,Mass,1.24,0.43,6050.0,1.07,1.02,2016-05-05,SuperWASP-South,2016-05-05
3730,WASP-126,b,WASP-126 b,Transit,1,3.2888,0.0449,0.18,87.9,0.28,Mass,0.96,0.41,5800.0,1.12,1.27,2016-05-05,SuperWASP-South,2016-05-05
3731,WASP-127,b,WASP-127 b,Transit,1,4.178062,0.052,,88.7,0.18,Mass,1.37,0.09,5620.0,1.08,1.39,2016-12-01,SuperWASP,2016-12-01
3732,WASP-129,b,WASP-129 b,Transit,1,5.748145,0.0628,0.096,87.7,1.0,Mass,0.93,1.6,5900.0,1.0,0.9,2016-05-05,SuperWASP-South,2016-05-05
3733,WASP-13,b,WASP-13 b,Transit,1,4.35301,,0.0,85.43,0.36,Mass,1.22,,5950.0,0.72,1.37,2018-04-26,SuperWASP,2018-04-26
3734,WASP-130,b,WASP-130 b,Transit,1,11.55098,0.1012,0.0,88.66,1.23,Mass,0.89,2.34,5625.0,1.04,0.96,2016-12-01,SuperWASP-South,2016-12-01
3735,WASP-131,b,WASP-131 b,Transit,1,5.322023,0.0607,0.0,85.0,0.27,Mass,1.22,0.2,6030.0,1.06,1.53,2016-12-01,SuperWASP-South,2016-12-01
3736,WASP-132,b,WASP-132 b,Transit,1,7.133521,0.067,0.0,89.6,0.41,Mass,0.87,0.84,4775.0,0.8,0.74,2016-12-01,SuperWASP-South,2016-12-01
3737,WASP-133,b,WASP-133 b,Transit,1,2.176423,0.0345,0.17,87.0,1.16,Mass,1.21,0.88,5700.0,1.16,1.44,2016-05-05,SuperWASP-South,2016-05-05
3738,WASP-135,b,WASP-135 b,Transit,1,1.4013794,0.0243,0.0,82.0,1.9,Mass,1.3,1.16,5675.0,0.98,0.96,2015-12-03,SuperWASP,2015-12-03
3739,WASP-136,b,WASP-136 b,Transit,1,5.215357,0.0661,,84.7,1.51,Mass,1.38,0.773,6260.0,1.41,2.21,2016-12-01,SuperWASP,2016-12-01
3740,WASP-138,b,WASP-138 b,Transit,1,3.634433,0.0494,,88.5,1.22,Mass,1.09,1.2,6272.0,1.22,1.36,2016-12-01,SuperWASP,2016-12-01
3741,WASP-139,b,WASP-139 b,Transit,1,5.924262,0.062,0.0,88.9,0.117,Mass,0.8,0.31,5310.0,0.92,0.8,2016-12-01,SuperWASP-South,2016-12-01
3742,WASP-14,b,WASP-14 b,Transit,1,2.24375,,0.09,84.32,8.84,Mass,1.38,,6475.0,1.62,1.4,2018-04-26,SuperWASP,2018-04-26
3743,WASP-140,b,WASP-140 b,Transit,1,2.2359835,0.0323,0.047,83.3,2.44,Mass,1.44,1.1,5260.0,0.9,0.87,2016-12-01,SuperWASP-South,2016-12-01
3744,WASP-141,b,WASP-141 b,Transit,1,3.310651,0.0469,0.0,87.6,2.69,Mass,1.21,1.98,5900.0,1.25,1.37,2016-12-01,SuperWASP-South,2016-12-01
3745,WASP-142,b,WASP-142 b,Transit,1,2.052868,0.0347,0.0,80.2,0.84,Mass,1.53,0.31,6010.0,1.33,1.64,2016-12-01,SuperWASP-South,2016-12-01
3746,WASP-144,b,WASP-144 b,Transit,1,2.2783152,0.0316,0.0,86.9,0.44,Mass,0.85,0.95,5200.0,0.81,0.81,2018-10-26,SuperWASP-South,2018-10-26
3747,WASP-145 A,b,WASP-145 A b,Transit,1,1.7690381,0.0261,0.0,83.3,0.89,Mass,0.9,1.6,4900.0,0.76,0.68,2018-10-26,SuperWASP-South,2018-10-26
3748,WASP-147,b,WASP-147 b,Transit,1,4.60273,0.0549,0.0,87.9,0.275,Mass,1.115,0.263,5702.0,1.04,1.43,2018-11-01,SuperWASP-South,2018-11-01
3749,WASP-15,b,WASP-15 b,Transit,1,3.7521,,0.0,85.96,0.54,Mass,1.41,,6300.0,1.18,1.48,2018-04-26,SuperWASP,2018-04-26
3750,WASP-151,b,WASP-151 b,Transit,1,4.533471,0.055,0.003,89.2,0.31,Mass,1.13,0.29,5871.0,1.08,1.14,2017-10-26,SuperWASP-South,2017-10-26
