Month,Time,Location,Pollutant,Concentration (ug/m3)
Dec-2009,14:00,Background,Oxides of Nitrogen,
Dec-2009,14:00,Background,Ozone,23.77419355
Dec-2009,14:00,Background,PM10 Particulates,20.38709677
Dec-2009,14:00,Background,PM2.5 Particulates,13.93548387
Dec-2009,14:00,Background,Sulphur Dioxide,3.838709677
Dec-2009,15:00,Roadside,Nitric Oxide,
Dec-2009,15:00,Roadside,Nitrogen Dioxide,78.96774194
Dec-2009,15:00,Roadside,Oxides of Nitrogen,
Dec-2009,15:00,Roadside,Ozone,15.67741935
Dec-2009,15:00,Roadside,PM10 Particulates,28.29032258
Dec-2009,15:00,Roadside,PM2.5 Particulates,17.74193548
Dec-2009,15:00,Roadside,Sulphur Dioxide,4.612903226
Dec-2009,15:00,Background,Nitric Oxide,
Dec-2009,15:00,Background,Nitrogen Dioxide,56.93548387
Dec-2009,15:00,Background,Oxides of Nitrogen,
Dec-2009,15:00,Background,Ozone,19.51612903
Dec-2009,15:00,Background,PM10 Particulates,20.80645161
Dec-2009,15:00,Background,PM2.5 Particulates,14.48387097
Dec-2009,15:00,Background,Sulphur Dioxide,3.870967742
Dec-2009,16:00,Roadside,Nitric Oxide,
Dec-2009,16:00,Roadside,Nitrogen Dioxide,82.90322581
Dec-2009,16:00,Roadside,Oxides of Nitrogen,
Dec-2009,16:00,Roadside,Ozone,13.35483871
Dec-2009,16:00,Roadside,PM10 Particulates,28.80645161
Dec-2009,16:00,Roadside,PM2.5 Particulates,18.5483871
Dec-2009,16:00,Roadside,Sulphur Dioxide,4.64516129
Dec-2009,16:00,Background,Nitric Oxide,
Dec-2009,16:00,Background,Nitrogen Dioxide,61.32258065
Dec-2009,16:00,Background,Oxides of Nitrogen,
Dec-2009,16:00,Background,Ozone,15.83870968
Dec-2009,16:00,Background,PM10 Particulates,21.03225806
Dec-2009,16:00,Background,PM2.5 Particulates,14.87096774
Dec-2009,16:00,Background,Sulphur Dioxide,3.838709677
Dec-2009,17:00,Roadside,Nitric Oxide,
Dec-2009,17:00,Roadside,Nitrogen Dioxide,82.03225806
Dec-2009,17:00,Roadside,Oxides of Nitrogen,
Dec-2009,17:00,Roadside,Ozone,12.90322581
Dec-2009,17:00,Roadside,PM10 Particulates,26.74193548
Dec-2009,17:00,Roadside,PM2.5 Particulates,18.83870968
Dec-2009,17:00,Roadside,Sulphur Dioxide,4.451612903
Dec-2009,17:00,Background,Nitric Oxide,
Dec-2009,17:00,Background,Nitrogen Dioxide,62.12903226
Dec-2009,17:00,Background,Oxides of Nitrogen,
Dec-2009,17:00,Background,Ozone,15.06451613
Dec-2009,17:00,Background,PM10 Particulates,20.5483871
Dec-2009,17:00,Background,PM2.5 Particulates,15.16129032
Dec-2009,17:00,Background,Sulphur Dioxide,3.806451613
Dec-2009,18:00,Roadside,Nitric Oxide,
Dec-2009,18:00,Roadside,Nitrogen Dioxide,79.5483871
Dec-2009,18:00,Roadside,Oxides of Nitrogen,
Dec-2009,18:00,Roadside,Ozone,13.19354839
Dec-2009,18:00,Roadside,PM10 Particulates,26.48387097
Dec-2009,18:00,Roadside,PM2.5 Particulates,18.67741935
Dec-2009,18:00,Roadside,Sulphur Dioxide,4.451612903
Dec-2009,18:00,Background,Nitric Oxide,
Dec-2009,18:00,Background,Nitrogen Dioxide,61.16129032
Dec-2009,18:00,Background,Oxides of Nitrogen,
Dec-2009,18:00,Background,Ozone,15.29032258
Dec-2009,18:00,Background,PM10 Particulates,21.16129032
Dec-2009,18:00,Background,PM2.5 Particulates,15.77419355
Dec-2009,18:00,Background,Sulphur Dioxide,3.64516129
Dec-2009,19:00,Roadside,Nitric Oxide,
Dec-2009,19:00,Roadside,Nitrogen Dioxide,75.32258065
Dec-2009,19:00,Roadside,Oxides of Nitrogen,
Dec-2009,19:00,Roadside,Ozone,14.29032258
Dec-2009,19:00,Roadside,PM10 Particulates,25.19354839
Dec-2009,19:00,Roadside,PM2.5 Particulates,18.29032258
Dec-2009,19:00,Roadside,Sulphur Dioxide,4.161290323
Dec-2009,19:00,Background,Nitric Oxide,
Dec-2009,19:00,Background,Nitrogen Dioxide,59.22580645
Dec-2009,19:00,Background,Oxides of Nitrogen,
Dec-2009,19:00,Background,Ozone,16.35483871
Dec-2009,19:00,Background,PM10 Particulates,20.41935484
Dec-2009,19:00,Background,PM2.5 Particulates,15.96774194
Dec-2009,19:00,Background,Sulphur Dioxide,3.64516129
Dec-2009,20:00,Roadside,Nitric Oxide,
Dec-2009,20:00,Roadside,Nitrogen Dioxide,68.64516129
Dec-2009,20:00,Roadside,Oxides of Nitrogen,
Dec-2009,20:00,Roadside,Ozone,16.29032258
Dec-2009,20:00,Roadside,PM10 Particulates,23.83870968
Dec-2009,20:00,Roadside,PM2.5 Particulates,17.58064516
Dec-2009,20:00,Roadside,Sulphur Dioxide,3.935483871
Dec-2009,20:00,Background,Nitric Oxide,
Dec-2009,20:00,Background,Nitrogen Dioxide,55.35483871
Dec-2009,20:00,Background,Oxides of Nitrogen,
Dec-2009,20:00,Background,Ozone,18.61290323
Dec-2009,20:00,Background,PM10 Particulates,20.06451613
Dec-2009,20:00,Background,PM2.5 Particulates,16.06451613
Dec-2009,20:00,Background,Sulphur Dioxide,3.580645161
Dec-2009,21:00,Roadside,Nitric Oxide,
Dec-2009,21:00,Roadside,Nitrogen Dioxide,64.35483871
Dec-2009,21:00,Roadside,Oxides of Nitrogen,
Dec-2009,21:00,Roadside,Ozone,17.48387097
Dec-2009,21:00,Roadside,PM10 Particulates,22.77419355
Dec-2009,21:00,Roadside,PM2.5 Particulates,17.51612903
Dec-2009,21:00,Roadside,Sulphur Dioxide,3.903225806
Dec-2009,21:00,Background,Nitric Oxide,
Dec-2009,21:00,Background,Nitrogen Dioxide,52.96774194
Dec-2009,21:00,Background,Oxides of Nitrogen,
Dec-2009,21:00,Background,Ozone,19.77419355
Dec-2009,21:00,Background,PM10 Particulates,19.58064516
Dec-2009,21:00,Background,PM2.5 Particulates,15.93548387
Dec-2009,21:00,Background,Sulphur Dioxide,3.516129032
Dec-2009,22:00,Roadside,Nitric Oxide,
Dec-2009,22:00,Roadside,Nitrogen Dioxide,60.61290323
Dec-2009,22:00,Roadside,Oxides of Nitrogen,
Dec-2009,22:00,Roadside,Ozone,18.80645161
Dec-2009,22:00,Roadside,PM10 Particulates,21.96774194
Dec-2009,22:00,Roadside,PM2.5 Particulates,16.48387097
Dec-2009,22:00,Roadside,Sulphur Dioxide,3.806451613
Dec-2009,22:00,Background,Nitric Oxide,
Dec-2009,22:00,Background,Nitrogen Dioxide,49.35483871
Dec-2009,22:00,Background,Oxides of Nitrogen,
Dec-2009,22:00,Background,Ozone,21.48387097
Dec-2009,22:00,Background,PM10 Particulates,19.12903226
Dec-2009,22:00,Background,PM2.5 Particulates,15.29032258
Dec-2009,22:00,Background,Sulphur Dioxide,3.387096774
Dec-2009,23:00,Roadside,Nitric Oxide,
Dec-2009,23:00,Roadside,Nitrogen Dioxide,55.87096774
Dec-2009,23:00,Roadside,Oxides of Nitrogen,
Dec-2009,23:00,Roadside,Ozone,21.35483871
Dec-2009,23:00,Roadside,PM10 Particulates,21.19354839
Dec-2009,23:00,Roadside,PM2.5 Particulates,15.61290323
Dec-2009,23:00,Roadside,Sulphur Dioxide,3.677419355
Dec-2009,23:00,Background,Nitric Oxide,
Dec-2009,23:00,Background,Nitrogen Dioxide,44.5483871
Dec-2009,23:00,Background,Oxides of Nitrogen,
Dec-2009,23:00,Background,Ozone,23.90322581
Dec-2009,23:00,Background,PM10 Particulates,18.5483871
Dec-2009,23:00,Background,PM2.5 Particulates,14.64516129
Dec-2009,23:00,Background,Sulphur Dioxide,3.387096774
Jan-2010,00:00,Roadside,Nitric Oxide,63.87419355
Jan-2010,00:00,Roadside,Nitrogen Dioxide,54.76774194
Jan-2010,00:00,Roadside,Oxides of Nitrogen,118.7580645
Jan-2010,00:00,Roadside,Ozone,15.32903226
Jan-2010,00:00,Roadside,PM10 Particulates,27.37741935
Jan-2010,00:00,Roadside,PM2.5 Particulates,23.46451613
Jan-2010,00:00,Roadside,Sulphur Dioxide,4
Jan-2010,00:00,Background,Nitric Oxide,32.40645161
Jan-2010,00:00,Background,Nitrogen Dioxide,46.37096774
Jan-2010,00:00,Background,Oxides of Nitrogen,78.87741935
Jan-2010,00:00,Background,Ozone,18.02903226
Jan-2010,00:00,Background,PM10 Particulates,24.57419355
Jan-2010,00:00,Background,PM2.5 Particulates,22.11612903
Jan-2010,00:00,Background,Sulphur Dioxide,3.674193548
Jan-2010,01:00,Roadside,Nitric Oxide,51.69032258
Jan-2010,01:00,Roadside,Nitrogen Dioxide,48.61612903
Jan-2010,01:00,Roadside,Oxides of Nitrogen,100.4
Jan-2010,01:00,Roadside,Ozone,17.29677419
Jan-2010,01:00,Roadside,PM10 Particulates,25.65806452
Jan-2010,01:00,Roadside,PM2.5 Particulates,22.57741935
Jan-2010,01:00,Roadside,Sulphur Dioxide,3.612903226
Jan-2010,01:00,Background,Nitric Oxide,29.35806452
Jan-2010,01:00,Background,Nitrogen Dioxide,42.7516129
Jan-2010,01:00,Background,Oxides of Nitrogen,72.16774194
Jan-2010,01:00,Background,Ozone,20.16129032
Jan-2010,01:00,Background,PM10 Particulates,23.43548387
Jan-2010,01:00,Background,PM2.5 Particulates,21.43548387
Jan-2010,01:00,Background,Sulphur Dioxide,3.574193548
Jan-2010,02:00,Roadside,Nitric Oxide,44.02580645
Jan-2010,02:00,Roadside,Nitrogen Dioxide,43.27096774
Jan-2010,02:00,Roadside,Oxides of Nitrogen,87.40967742
Jan-2010,02:00,Roadside,Ozone,19.72580645
Jan-2010,02:00,Roadside,PM10 Particulates,24.47096774
Jan-2010,02:00,Roadside,PM2.5 Particulates,20.90645161
Jan-2010,02:00,Roadside,Sulphur Dioxide,3.274193548
Jan-2010,02:00,Background,Nitric Oxide,25.01290323
Jan-2010,02:00,Background,Nitrogen Dioxide,39.37419355
Jan-2010,02:00,Background,Oxides of Nitrogen,64.48064516
Jan-2010,02:00,Background,Ozone,21.6
Jan-2010,02:00,Background,PM10 Particulates,22.52903226
Jan-2010,02:00,Background,PM2.5 Particulates,20.60645161
Jan-2010,02:00,Background,Sulphur Dioxide,2.964516129
Jan-2010,03:00,Roadside,Nitric Oxide,42.14193548
Jan-2010,03:00,Roadside,Nitrogen Dioxide,41.30322581
Jan-2010,03:00,Roadside,Oxides of Nitrogen,83.56129032
Jan-2010,03:00,Roadside,Ozone,20.16129032
Jan-2010,03:00,Roadside,PM10 Particulates,23.94193548
Jan-2010,03:00,Roadside,PM2.5 Particulates,20.75483871
Jan-2010,03:00,Roadside,Sulphur Dioxide,3.332258065
Jan-2010,03:00,Background,Nitric Oxide,23.51612903
Jan-2010,03:00,Background,Nitrogen Dioxide,36.98709677
Jan-2010,03:00,Background,Oxides of Nitrogen,60.57741935
Jan-2010,03:00,Background,Ozone,22.40645161
Jan-2010,03:00,Background,PM10 Particulates,22.07419355
Jan-2010,03:00,Background,PM2.5 Particulates,20.1
Jan-2010,03:00,Background,Sulphur Dioxide,3.141935484
Jan-2010,04:00,Roadside,Nitric Oxide,47.53548387
Jan-2010,04:00,Roadside,Nitrogen Dioxide,42.46451613
Jan-2010,04:00,Roadside,Oxides of Nitrogen,90.10645161
Jan-2010,04:00,Roadside,Ozone,19.1
Jan-2010,04:00,Roadside,PM10 Particulates,23.22903226
Jan-2010,04:00,Roadside,PM2.5 Particulates,20.37096774
Jan-2010,04:00,Roadside,Sulphur Dioxide,3.441935484
Jan-2010,04:00,Background,Nitric Oxide,25.89677419
Jan-2010,04:00,Background,Nitrogen Dioxide,37.00967742
Jan-2010,04:00,Background,Oxides of Nitrogen,62.98709677
Jan-2010,04:00,Background,Ozone,21.92903226
Jan-2010,04:00,Background,PM10 Particulates,21.29032258
Jan-2010,04:00,Background,PM2.5 Particulates,19.6
Jan-2010,04:00,Background,Sulphur Dioxide,3.258064516
Jan-2010,05:00,Roadside,Nitric Oxide,68.20322581
Jan-2010,05:00,Roadside,Nitrogen Dioxide,49.50322581
Jan-2010,05:00,Roadside,Oxides of Nitrogen,117.8677419
Jan-2010,05:00,Roadside,Ozone,15.77419355
Jan-2010,05:00,Roadside,PM10 Particulates,23.9483871
Jan-2010,05:00,Roadside,PM2.5 Particulates,21.1516129
Jan-2010,05:00,Roadside,Sulphur Dioxide,3.796774194
Jan-2010,05:00,Background,Nitric Oxide,31.72258065
Jan-2010,05:00,Background,Nitrogen Dioxide,40.91290323
Jan-2010,05:00,Background,Oxides of Nitrogen,72.71935484
Jan-2010,05:00,Background,Ozone,19.07741935
Jan-2010,05:00,Background,PM10 Particulates,21.4483871
Jan-2010,05:00,Background,PM2.5 Particulates,19.47741935
Jan-2010,05:00,Background,Sulphur Dioxide,3.506451613
Jan-2010,06:00,Roadside,Nitric Oxide,108.116129
Jan-2010,06:00,Roadside,Nitrogen Dioxide,62.97741935
Jan-2010,06:00,Roadside,Oxides of Nitrogen,171.316129
Jan-2010,06:00,Roadside,Ozone,11.75483871
Jan-2010,06:00,Roadside,PM10 Particulates,25.48387097
Jan-2010,06:00,Roadside,PM2.5 Particulates,22.80645161
Jan-2010,06:00,Roadside,Sulphur Dioxide,4.487096774
Jan-2010,06:00,Background,Nitric Oxide,43.91290323
Jan-2010,06:00,Background,Nitrogen Dioxide,48.46774194
Jan-2010,06:00,Background,Oxides of Nitrogen,92.47419355
Jan-2010,06:00,Background,Ozone,15.44193548
Jan-2010,06:00,Background,PM10 Particulates,21.63870968
Jan-2010,06:00,Background,PM2.5 Particulates,19.4483871
Jan-2010,06:00,Background,Sulphur Dioxide,3.841935484
Jan-2010,07:00,Roadside,Nitric Oxide,140.2322581
Jan-2010,07:00,Roadside,Nitrogen Dioxide,73.47741935
Jan-2010,07:00,Roadside,Oxides of Nitrogen,214.0064516
Jan-2010,07:00,Roadside,Ozone,10.09354839
Jan-2010,07:00,Roadside,PM10 Particulates,26.91290323
Jan-2010,07:00,Roadside,PM2.5 Particulates,23.24516129
Jan-2010,07:00,Roadside,Sulphur Dioxide,5.222580645
Jan-2010,07:00,Background,Nitric Oxide,61.53548387
Jan-2010,07:00,Background,Nitrogen Dioxide,56.39354839
Jan-2010,07:00,Background,Oxides of Nitrogen,118.0419355
Jan-2010,07:00,Background,Ozone,12.52903226
Jan-2010,07:00,Background,PM10 Particulates,22.13225806
Jan-2010,07:00,Background,PM2.5 Particulates,20.11612903
Jan-2010,07:00,Background,Sulphur Dioxide,4.370967742
Jan-2010,08:00,Roadside,Nitric Oxide,146.6322581
Jan-2010,08:00,Roadside,Nitrogen Dioxide,75.60645161
Jan-2010,08:00,Roadside,Oxides of Nitrogen,222.5548387
Jan-2010,08:00,Roadside,Ozone,10.22903226
Jan-2010,08:00,Roadside,PM10 Particulates,28.57741935
Jan-2010,08:00,Roadside,PM2.5 Particulates,23.34516129
Jan-2010,08:00,Roadside,Sulphur Dioxide,5.609677419
Jan-2010,08:00,Background,Nitric Oxide,68.76774194
Jan-2010,08:00,Background,Nitrogen Dioxide,58.81935484
Jan-2010,08:00,Background,Oxides of Nitrogen,127.6774194
Jan-2010,08:00,Background,Ozone,12.56451613
Jan-2010,08:00,Background,PM10 Particulates,24.78387097
Jan-2010,08:00,Background,PM2.5 Particulates,21.17741935
Jan-2010,08:00,Background,Sulphur Dioxide,4.874193548
Jan-2010,09:00,Roadside,Nitric Oxide,142.4741935
Jan-2010,09:00,Roadside,Nitrogen Dioxide,73.5
Jan-2010,09:00,Roadside,Oxides of Nitrogen,216.2580645
Jan-2010,09:00,Roadside,Ozone,12.19677419
Jan-2010,09:00,Roadside,PM10 Particulates,30.5516129
Jan-2010,09:00,Roadside,PM2.5 Particulates,24.38064516
Jan-2010,09:00,Roadside,Sulphur Dioxide,5.583870968
Jan-2010,09:00,Background,Nitric Oxide,67.36129032
Jan-2010,09:00,Background,Nitrogen Dioxide,56.31290323
Jan-2010,09:00,Background,Oxides of Nitrogen,123.7903226
Jan-2010,09:00,Background,Ozone,15.48387097
Jan-2010,09:00,Background,PM10 Particulates,24.90967742
Jan-2010,09:00,Background,PM2.5 Particulates,21.90322581
Jan-2010,09:00,Background,Sulphur Dioxide,5.035483871
Jan-2010,10:00,Roadside,Nitric Oxide,133.4290323
Jan-2010,10:00,Roadside,Nitrogen Dioxide,70.19032258
Jan-2010,10:00,Roadside,Oxides of Nitrogen,203.9096774
Jan-2010,10:00,Roadside,Ozone,14.93225806
Jan-2010,10:00,Roadside,PM10 Particulates,31.36451613
Jan-2010,10:00,Roadside,PM2.5 Particulates,24.57096774
Jan-2010,10:00,Roadside,Sulphur Dioxide,5.532258065
Jan-2010,10:00,Background,Nitric Oxide,60.14516129
Jan-2010,10:00,Background,Nitrogen Dioxide,52.53870968
Jan-2010,10:00,Background,Oxides of Nitrogen,112.7741935
Jan-2010,10:00,Background,Ozone,18.66451613
Jan-2010,10:00,Background,PM10 Particulates,25.36774194
Jan-2010,10:00,Background,PM2.5 Particulates,21.93225806
Jan-2010,10:00,Background,Sulphur Dioxide,5.038709677
Jan-2010,11:00,Roadside,Nitric Oxide,124.6677419
Jan-2010,11:00,Roadside,Nitrogen Dioxide,68.16451613
Jan-2010,11:00,Roadside,Oxides of Nitrogen,193.0612903
Jan-2010,11:00,Roadside,Ozone,16.92580645
Jan-2010,11:00,Roadside,PM10 Particulates,33.23870968
Jan-2010,11:00,Roadside,PM2.5 Particulates,24.63225806
Jan-2010,11:00,Roadside,Sulphur Dioxide,5.496774194
Jan-2010,11:00,Background,Nitric Oxide,54.05806452
Jan-2010,11:00,Background,Nitrogen Dioxide,50.04193548
Jan-2010,11:00,Background,Oxides of Nitrogen,104.183871
Jan-2010,11:00,Background,Ozone,21.99032258
Jan-2010,11:00,Background,PM10 Particulates,25.81290323
Jan-2010,11:00,Background,PM2.5 Particulates,22.27096774
Jan-2010,11:00,Background,Sulphur Dioxide,5.058064516
Jan-2010,12:00,Roadside,Nitric Oxide,118.2903226
Jan-2010,12:00,Roadside,Nitrogen Dioxide,67.89354839
Jan-2010,12:00,Roadside,Oxides of Nitrogen,186.4354839
Jan-2010,12:00,Roadside,Ozone,18.1516129
Jan-2010,12:00,Roadside,PM10 Particulates,34.4483871
Jan-2010,12:00,Roadside,PM2.5 Particulates,24.68709677
Jan-2010,12:00,Roadside,Sulphur Dioxide,5.541935484
Jan-2010,12:00,Background,Nitric Oxide,46.62580645
Jan-2010,12:00,Background,Nitrogen Dioxide,48.46129032
Jan-2010,12:00,Background,Oxides of Nitrogen,95.17741935
Jan-2010,12:00,Background,Ozone,24.02580645
Jan-2010,12:00,Background,PM10 Particulates,25.49354839
Jan-2010,12:00,Background,PM2.5 Particulates,22.10322581
Jan-2010,12:00,Background,Sulphur Dioxide,5.029032258
Jan-2010,13:00,Roadside,Nitric Oxide,114.6645161
Jan-2010,13:00,Roadside,Nitrogen Dioxide,68.28709677
Jan-2010,13:00,Roadside,Oxides of Nitrogen,183.1903226
Jan-2010,13:00,Roadside,Ozone,18.41612903
Jan-2010,13:00,Roadside,PM10 Particulates,35.39677419
Jan-2010,13:00,Roadside,PM2.5 Particulates,24.82903226
Jan-2010,13:00,Roadside,Sulphur Dioxide,5.512903226
Jan-2010,13:00,Background,Nitric Oxide,43.2516129
Jan-2010,13:00,Background,Nitrogen Dioxide,48.17741935
Jan-2010,13:00,Background,Oxides of Nitrogen,91.52258065
Jan-2010,13:00,Background,Ozone,24.59677419
Jan-2010,13:00,Background,PM10 Particulates,25.43548387
Jan-2010,13:00,Background,PM2.5 Particulates,21.5483871
Jan-2010,13:00,Background,Sulphur Dioxide,4.75483871
Jan-2010,14:00,Roadside,Nitric Oxide,114.7064516
Jan-2010,14:00,Roadside,Nitrogen Dioxide,70.00645161
Jan-2010,14:00,Roadside,Oxides of Nitrogen,184.9322581
Jan-2010,14:00,Roadside,Ozone,17.53548387
Jan-2010,14:00,Roadside,PM10 Particulates,36.45806452
Jan-2010,14:00,Roadside,PM2.5 Particulates,26.44193548
Jan-2010,14:00,Roadside,Sulphur Dioxide,5.496774194
Jan-2010,14:00,Background,Nitric Oxide,43.28709677
Jan-2010,14:00,Background,Nitrogen Dioxide,50.12258065
Jan-2010,14:00,Background,Oxides of Nitrogen,93.49677419
Jan-2010,14:00,Background,Ozone,23.37096774
Jan-2010,14:00,Background,PM10 Particulates,26.2483871
Jan-2010,14:00,Background,PM2.5 Particulates,22.07096774
Jan-2010,14:00,Background,Sulphur Dioxide,4.741935484
Jan-2010,15:00,Roadside,Nitric Oxide,119.8548387
Jan-2010,15:00,Roadside,Nitrogen Dioxide,74.65483871
Jan-2010,15:00,Roadside,Oxides of Nitrogen,194.7709677
Jan-2010,15:00,Roadside,Ozone,14.55806452
Jan-2010,15:00,Roadside,PM10 Particulates,35.92903226
Jan-2010,15:00,Roadside,PM2.5 Particulates,25.73548387
Jan-2010,15:00,Roadside,Sulphur Dioxide,5.4
Jan-2010,15:00,Background,Nitric Oxide,44.78064516
Jan-2010,15:00,Background,Nitrogen Dioxide,54.09677419
Jan-2010,15:00,Background,Oxides of Nitrogen,98.96129032
Jan-2010,15:00,Background,Ozone,19.80322581
Jan-2010,15:00,Background,PM10 Particulates,26.7
Jan-2010,15:00,Background,PM2.5 Particulates,22.24193548
Jan-2010,15:00,Background,Sulphur Dioxide,4.512903226
Jan-2010,16:00,Roadside,Nitric Oxide,124.4806452
Jan-2010,16:00,Roadside,Nitrogen Dioxide,79.76129032
Jan-2010,16:00,Roadside,Oxides of Nitrogen,204.5645161
Jan-2010,16:00,Roadside,Ozone,11.50645161
Jan-2010,16:00,Roadside,PM10 Particulates,35.0516129
Jan-2010,16:00,Roadside,PM2.5 Particulates,26.63548387
Jan-2010,16:00,Roadside,Sulphur Dioxide,5.309677419
Jan-2010,16:00,Background,Nitric Oxide,48.01290323
Jan-2010,16:00,Background,Nitrogen Dioxide,59.51290323
Jan-2010,16:00,Background,Oxides of Nitrogen,107.6322581
Jan-2010,16:00,Background,Ozone,15.08064516
Jan-2010,16:00,Background,PM10 Particulates,27.18064516
Jan-2010,16:00,Background,PM2.5 Particulates,22.9
Jan-2010,16:00,Background,Sulphur Dioxide,4.416129032
Jan-2010,17:00,Roadside,Nitric Oxide,126.4129032
Jan-2010,17:00,Roadside,Nitrogen Dioxide,82.15483871
Jan-2010,17:00,Roadside,Oxides of Nitrogen,208.8903226
Jan-2010,17:00,Roadside,Ozone,10.03225806
Jan-2010,17:00,Roadside,PM10 Particulates,34.13225806
Jan-2010,17:00,Roadside,PM2.5 Particulates,26.46774194
Jan-2010,17:00,Roadside,Sulphur Dioxide,5.148387097
Jan-2010,17:00,Background,Nitric Oxide,53.80645161
Jan-2010,17:00,Background,Nitrogen Dioxide,63.80967742
Jan-2010,17:00,Background,Oxides of Nitrogen,117.716129
Jan-2010,17:00,Background,Ozone,12.51612903
Jan-2010,17:00,Background,PM10 Particulates,27.50967742
Jan-2010,17:00,Background,PM2.5 Particulates,23.61290323
Jan-2010,17:00,Background,Sulphur Dioxide,4.361290323
Jan-2010,18:00,Roadside,Nitric Oxide,122.8806452
Jan-2010,18:00,Roadside,Nitrogen Dioxide,81.67741935
Jan-2010,18:00,Roadside,Oxides of Nitrogen,204.883871
Jan-2010,18:00,Roadside,Ozone,9.596774194
Jan-2010,18:00,Roadside,PM10 Particulates,33.73548387
Jan-2010,18:00,Roadside,PM2.5 Particulates,27.03225806
Jan-2010,18:00,Roadside,Sulphur Dioxide,5.093548387
Jan-2010,18:00,Background,Nitric Oxide,55.10967742
Jan-2010,18:00,Background,Nitrogen Dioxide,64.23548387
Jan-2010,18:00,Background,Oxides of Nitrogen,119.4548387
Jan-2010,18:00,Background,Ozone,11.7483871
Jan-2010,18:00,Background,PM10 Particulates,27.83870968
Jan-2010,18:00,Background,PM2.5 Particulates,24.00967742
Jan-2010,18:00,Background,Sulphur Dioxide,4.358064516
Jan-2010,19:00,Roadside,Nitric Oxide,113.5387097
Jan-2010,19:00,Roadside,Nitrogen Dioxide,79.02580645
Jan-2010,19:00,Roadside,Oxides of Nitrogen,192.8516129
Jan-2010,19:00,Roadside,Ozone,9.519354839
Jan-2010,19:00,Roadside,PM10 Particulates,33.25806452
Jan-2010,19:00,Roadside,PM2.5 Particulates,27.01935484
Jan-2010,19:00,Roadside,Sulphur Dioxide,4.887096774
Jan-2010,19:00,Background,Nitric Oxide,53.28387097
Jan-2010,19:00,Background,Nitrogen Dioxide,63.97096774
Jan-2010,19:00,Background,Oxides of Nitrogen,117.3677419
Jan-2010,19:00,Background,Ozone,11.38064516
Jan-2010,19:00,Background,PM10 Particulates,28.03870968
Jan-2010,19:00,Background,PM2.5 Particulates,24.60967742
Jan-2010,19:00,Background,Sulphur Dioxide,4.34516129
Jan-2010,20:00,Roadside,Nitric Oxide,97.46129032
Jan-2010,20:00,Roadside,Nitrogen Dioxide,73.17419355
Jan-2010,20:00,Roadside,Oxides of Nitrogen,170.916129
Jan-2010,20:00,Roadside,Ozone,9.619354839
Jan-2010,20:00,Roadside,PM10 Particulates,32.25806452
Jan-2010,20:00,Roadside,PM2.5 Particulates,26.89677419
Jan-2010,20:00,Roadside,Sulphur Dioxide,4.703225806
Jan-2010,20:00,Background,Nitric Oxide,48.84193548
Jan-2010,20:00,Background,Nitrogen Dioxide,61.6
Jan-2010,20:00,Background,Oxides of Nitrogen,110.5516129
Jan-2010,20:00,Background,Ozone,11.71935484
Jan-2010,20:00,Background,PM10 Particulates,27.91290323
Jan-2010,20:00,Background,PM2.5 Particulates,24.93870968
Jan-2010,20:00,Background,Sulphur Dioxide,4.229032258
Jan-2010,21:00,Roadside,Nitric Oxide,88.61935484
Jan-2010,21:00,Roadside,Nitrogen Dioxide,69.09677419
Jan-2010,21:00,Roadside,Oxides of Nitrogen,157.9645161
Jan-2010,21:00,Roadside,Ozone,10.00322581
Jan-2010,21:00,Roadside,PM10 Particulates,30.99032258
Jan-2010,21:00,Roadside,PM2.5 Particulates,26.13548387
Jan-2010,21:00,Roadside,Sulphur Dioxide,4.629032258
Jan-2010,21:00,Background,Nitric Oxide,45.39677419
Jan-2010,21:00,Background,Nitrogen Dioxide,58.69032258
Jan-2010,21:00,Background,Oxides of Nitrogen,104.1935484
Jan-2010,21:00,Background,Ozone,12.57419355
Jan-2010,21:00,Background,PM10 Particulates,27.28387097
Jan-2010,21:00,Background,PM2.5 Particulates,24.83548387
Jan-2010,21:00,Background,Sulphur Dioxide,4.058064516
Jan-2010,22:00,Roadside,Nitric Oxide,83.87419355
Jan-2010,22:00,Roadside,Nitrogen Dioxide,65.85806452
Jan-2010,22:00,Roadside,Oxides of Nitrogen,149.9387097
Jan-2010,22:00,Roadside,Ozone,11.00967742
Jan-2010,22:00,Roadside,PM10 Particulates,29.42258065
Jan-2010,22:00,Roadside,PM2.5 Particulates,25.74516129
Jan-2010,22:00,Roadside,Sulphur Dioxide,4.383870968
Jan-2010,22:00,Background,Nitric Oxide,41.62903226
Jan-2010,22:00,Background,Nitrogen Dioxide,55.50645161
Jan-2010,22:00,Background,Oxides of Nitrogen,97.24193548
Jan-2010,22:00,Background,Ozone,13.88709677
Jan-2010,22:00,Background,PM10 Particulates,26.13548387
Jan-2010,22:00,Background,PM2.5 Particulates,24.02903226
Jan-2010,22:00,Background,Sulphur Dioxide,3.909677419
Jan-2010,23:00,Roadside,Nitric Oxide,74.28387097
Jan-2010,23:00,Roadside,Nitrogen Dioxide,60.89354839
Jan-2010,23:00,Roadside,Oxides of Nitrogen,135.3548387
Jan-2010,23:00,Roadside,Ozone,13.30645161
Jan-2010,23:00,Roadside,PM10 Particulates,28.30967742
Jan-2010,23:00,Roadside,PM2.5 Particulates,24.39354839
