Month,Time,Location,Pollutant,Concentration (ug/m3)
01 March 2018,06:00,Background,PM2.5 Particulates,12.63548387
01 March 2018,06:00,Background,Sulphur Dioxide,1.803225806
01 March 2018,07:00,Roadside,Nitric Oxide,67.94516129
01 March 2018,07:00,Roadside,Nitrogen Dioxide,60.92258065
01 March 2018,07:00,Roadside,Oxides of Nitrogen,165.0548387
01 March 2018,07:00,Roadside,Ozone,21.22580645
01 March 2018,07:00,Roadside,PM10 Particulates,26.00322581
01 March 2018,07:00,Roadside,PM2.5 Particulates,15.54516129
01 March 2018,07:00,Roadside,Sulphur Dioxide,4.761290323
01 March 2018,07:00,Background,Nitric Oxide,18.97741935
01 March 2018,07:00,Background,Nitrogen Dioxide,41.69032258
01 March 2018,07:00,Background,Oxides of Nitrogen,65.63548387
01 March 2018,07:00,Background,Ozone,31.3
01 March 2018,07:00,Background,PM10 Particulates,19.65806452
01 March 2018,07:00,Background,PM2.5 Particulates,13.21290323
01 March 2018,07:00,Background,Sulphur Dioxide,1.912903226
01 March 2018,08:00,Roadside,Nitric Oxide,65.4516129
01 March 2018,08:00,Roadside,Nitrogen Dioxide,59.57741935
01 March 2018,08:00,Roadside,Oxides of Nitrogen,159.9322581
01 March 2018,08:00,Roadside,Ozone,24.43870968
01 March 2018,08:00,Roadside,PM10 Particulates,28.88709677
01 March 2018,08:00,Roadside,PM2.5 Particulates,15.71290323
01 March 2018,08:00,Roadside,Sulphur Dioxide,4.487096774
01 March 2018,08:00,Background,Nitric Oxide,18.22258065
01 March 2018,08:00,Background,Nitrogen Dioxide,40.29032258
01 March 2018,08:00,Background,Oxides of Nitrogen,62.70967742
01 March 2018,08:00,Background,Ozone,35.53548387
01 March 2018,08:00,Background,PM10 Particulates,20.79354839
01 March 2018,08:00,Background,PM2.5 Particulates,13.89677419
01 March 2018,08:00,Background,Sulphur Dioxide,2.003225806
01 March 2018,09:00,Roadside,Nitric Oxide,60.4483871
01 March 2018,09:00,Roadside,Nitrogen Dioxide,57.30322581
01 March 2018,09:00,Roadside,Oxides of Nitrogen,149.9741935
01 March 2018,09:00,Roadside,Ozone,28.43225806
01 March 2018,09:00,Roadside,PM10 Particulates,30.94193548
01 March 2018,09:00,Roadside,PM2.5 Particulates,15.45806452
01 March 2018,09:00,Roadside,Sulphur Dioxide,4.725806452
01 March 2018,09:00,Background,Nitric Oxide,15.29354839
01 March 2018,09:00,Background,Nitrogen Dioxide,36.44193548
01 March 2018,09:00,Background,Oxides of Nitrogen,54.69032258
01 March 2018,09:00,Background,Ozone,41.44516129
01 March 2018,09:00,Background,PM10 Particulates,21.18387097
01 March 2018,09:00,Background,PM2.5 Particulates,13.5516129
01 March 2018,09:00,Background,Sulphur Dioxide,2.05483871
01 March 2018,10:00,Roadside,Nitric Oxide,56.07419355
01 March 2018,10:00,Roadside,Nitrogen Dioxide,54.34516129
01 March 2018,10:00,Roadside,Oxides of Nitrogen,140.3387097
01 March 2018,10:00,Roadside,Ozone,31.48387097
01 March 2018,10:00,Roadside,PM10 Particulates,29.25806452
01 March 2018,10:00,Roadside,PM2.5 Particulates,14.39032258
01 March 2018,10:00,Roadside,Sulphur Dioxide,4.341935484
01 March 2018,10:00,Background,Nitric Oxide,12.35483871
01 March 2018,10:00,Background,Nitrogen Dioxide,32.35806452
01 March 2018,10:00,Background,Oxides of Nitrogen,46.65483871
01 March 2018,10:00,Background,Ozone,47.39032258
01 March 2018,10:00,Background,PM10 Particulates,19.6
01 March 2018,10:00,Background,PM2.5 Particulates,12.82580645
01 March 2018,10:00,Background,Sulphur Dioxide,2.019354839
01 March 2018,11:00,Roadside,Nitric Oxide,50.03548387
01 March 2018,11:00,Roadside,Nitrogen Dioxide,51.79677419
01 March 2018,11:00,Roadside,Oxides of Nitrogen,128.5129032
01 March 2018,11:00,Roadside,Ozone,33.4516129
01 March 2018,11:00,Roadside,PM10 Particulates,28.79677419
01 March 2018,11:00,Roadside,PM2.5 Particulates,14.17419355
01 March 2018,11:00,Roadside,Sulphur Dioxide,4.070967742
01 March 2018,11:00,Background,Nitric Oxide,10.48064516
01 March 2018,11:00,Background,Nitrogen Dioxide,29.55483871
01 March 2018,11:00,Background,Oxides of Nitrogen,41.12258065
01 March 2018,11:00,Background,Ozone,51.56451613
01 March 2018,11:00,Background,PM10 Particulates,19.57096774
01 March 2018,11:00,Background,PM2.5 Particulates,12.36129032
01 March 2018,11:00,Background,Sulphur Dioxide,1.948387097
01 March 2018,12:00,Roadside,Nitric Oxide,48.09032258
01 March 2018,12:00,Roadside,Nitrogen Dioxide,51.01612903
01 March 2018,12:00,Roadside,Oxides of Nitrogen,124.7741935
01 March 2018,12:00,Roadside,Ozone,34.41290323
01 March 2018,12:00,Roadside,PM10 Particulates,28.70322581
01 March 2018,12:00,Roadside,PM2.5 Particulates,14.02258065
01 March 2018,12:00,Roadside,Sulphur Dioxide,3.983333333
01 March 2018,12:00,Background,Nitric Oxide,9.370967742
01 March 2018,12:00,Background,Nitrogen Dioxide,28.38709677
01 March 2018,12:00,Background,Oxides of Nitrogen,38.38064516
01 March 2018,12:00,Background,Ozone,53.11290323
01 March 2018,12:00,Background,PM10 Particulates,19.78709677
01 March 2018,12:00,Background,PM2.5 Particulates,11.87096774
01 March 2018,12:00,Background,Sulphur Dioxide,1.932258065
01 March 2018,13:00,Roadside,Nitric Oxide,45.73870968
01 March 2018,13:00,Roadside,Nitrogen Dioxide,50.77741935
01 March 2018,13:00,Roadside,Oxides of Nitrogen,120.9064516
01 March 2018,13:00,Roadside,Ozone,34.45806452
01 March 2018,13:00,Roadside,PM10 Particulates,28.68387097
01 March 2018,13:00,Roadside,PM2.5 Particulates,14.40645161
01 March 2018,13:00,Roadside,Sulphur Dioxide,3.922580645
01 March 2018,13:00,Background,Nitric Oxide,8.909677419
01 March 2018,13:00,Background,Nitrogen Dioxide,28.40967742
01 March 2018,13:00,Background,Oxides of Nitrogen,37.93548387
01 March 2018,13:00,Background,Ozone,54.29032258
01 March 2018,13:00,Background,PM10 Particulates,19.52903226
01 March 2018,13:00,Background,PM2.5 Particulates,12.25483871
01 March 2018,13:00,Background,Sulphur Dioxide,1.893548387
01 March 2018,14:00,Roadside,Nitric Oxide,44.86129032
01 March 2018,14:00,Roadside,Nitrogen Dioxide,50.54516129
01 March 2018,14:00,Roadside,Oxides of Nitrogen,119.316129
01 March 2018,14:00,Roadside,Ozone,34.89354839
01 March 2018,14:00,Roadside,PM10 Particulates,28.22258065
01 March 2018,14:00,Roadside,PM2.5 Particulates,13.99354839
01 March 2018,14:00,Roadside,Sulphur Dioxide,3.912903226
01 March 2018,14:00,Background,Nitric Oxide,8.919354839
01 March 2018,14:00,Background,Nitrogen Dioxide,28.81935484
01 March 2018,14:00,Background,Oxides of Nitrogen,38.16774194
01 March 2018,14:00,Background,Ozone,54.27741935
01 March 2018,14:00,Background,PM10 Particulates,19.39354839
01 March 2018,14:00,Background,PM2.5 Particulates,12.2
01 March 2018,14:00,Background,Sulphur Dioxide,1.825806452
01 March 2018,15:00,Roadside,Nitric Oxide,45.6
01 March 2018,15:00,Roadside,Nitrogen Dioxide,52.10645161
01 March 2018,15:00,Roadside,Oxides of Nitrogen,122.0258065
01 March 2018,15:00,Roadside,Ozone,34.29354839
01 March 2018,15:00,Roadside,PM10 Particulates,27.76451613
01 March 2018,15:00,Roadside,PM2.5 Particulates,14.23225806
01 March 2018,15:00,Roadside,Sulphur Dioxide,4.177419355
01 March 2018,15:00,Background,Nitric Oxide,9.080645161
01 March 2018,15:00,Background,Nitrogen Dioxide,30.45483871
01 March 2018,15:00,Background,Oxides of Nitrogen,40.22580645
01 March 2018,15:00,Background,Ozone,52.57419355
01 March 2018,15:00,Background,PM10 Particulates,19.27096774
01 March 2018,15:00,Background,PM2.5 Particulates,12.60322581
01 March 2018,15:00,Background,Sulphur Dioxide,1.874193548
01 March 2018,16:00,Roadside,Nitric Oxide,45.49677419
01 March 2018,16:00,Roadside,Nitrogen Dioxide,55.41935484
01 March 2018,16:00,Roadside,Oxides of Nitrogen,125.1774194
01 March 2018,16:00,Roadside,Ozone,32.53870968
01 March 2018,16:00,Roadside,PM10 Particulates,26.99677419
01 March 2018,16:00,Roadside,PM2.5 Particulates,13.96451613
01 March 2018,16:00,Roadside,Sulphur Dioxide,3.922580645
01 March 2018,16:00,Background,Nitric Oxide,8.661290323
01 March 2018,16:00,Background,Nitrogen Dioxide,33.25483871
01 March 2018,16:00,Background,Oxides of Nitrogen,42.09354839
01 March 2018,16:00,Background,Ozone,50.86774194
01 March 2018,16:00,Background,PM10 Particulates,18.87096774
01 March 2018,16:00,Background,PM2.5 Particulates,12.10967742
01 March 2018,16:00,Background,Sulphur Dioxide,1.887096774
01 March 2018,17:00,Roadside,Nitric Oxide,44.97419355
01 March 2018,17:00,Roadside,Nitrogen Dioxide,58.76129032
01 March 2018,17:00,Roadside,Oxides of Nitrogen,127.7064516
01 March 2018,17:00,Roadside,Ozone,30.8
01 March 2018,17:00,Roadside,PM10 Particulates,26.91935484
01 March 2018,17:00,Roadside,PM2.5 Particulates,14.46129032
01 March 2018,17:00,Roadside,Sulphur Dioxide,3.903225806
01 March 2018,17:00,Background,Nitric Oxide,8.138709677
01 March 2018,17:00,Background,Nitrogen Dioxide,37.76774194
01 March 2018,17:00,Background,Oxides of Nitrogen,45.32580645
01 March 2018,17:00,Background,Ozone,46.32580645
01 March 2018,17:00,Background,PM10 Particulates,19.93225806
01 March 2018,17:00,Background,PM2.5 Particulates,12.66129032
01 March 2018,17:00,Background,Sulphur Dioxide,1.812903226
01 March 2018,18:00,Roadside,Nitric Oxide,46.53870968
01 March 2018,18:00,Roadside,Nitrogen Dioxide,63.88064516
01 March 2018,18:00,Roadside,Oxides of Nitrogen,135.2225806
01 March 2018,18:00,Roadside,Ozone,26.81612903
01 March 2018,18:00,Roadside,PM10 Particulates,27.72903226
01 March 2018,18:00,Roadside,PM2.5 Particulates,15.67096774
01 March 2018,18:00,Roadside,Sulphur Dioxide,3.809677419
01 March 2018,18:00,Background,Nitric Oxide,8.867741935
01 March 2018,18:00,Background,Nitrogen Dioxide,43.4
01 March 2018,18:00,Background,Oxides of Nitrogen,51.7483871
01 March 2018,18:00,Background,Ozone,39.79032258
01 March 2018,18:00,Background,PM10 Particulates,21.00967742
01 March 2018,18:00,Background,PM2.5 Particulates,13.58064516
01 March 2018,18:00,Background,Sulphur Dioxide,1.809677419
01 March 2018,19:00,Roadside,Nitric Oxide,44.64516129
01 March 2018,19:00,Roadside,Nitrogen Dioxide,64.68709677
01 March 2018,19:00,Roadside,Oxides of Nitrogen,133.1387097
01 March 2018,19:00,Roadside,Ozone,24.48064516
01 March 2018,19:00,Roadside,PM10 Particulates,29.53870968
01 March 2018,19:00,Roadside,PM2.5 Particulates,17.3
01 March 2018,19:00,Roadside,Sulphur Dioxide,3.838709677
01 March 2018,19:00,Background,Nitric Oxide,10.23225806
01 March 2018,19:00,Background,Nitrogen Dioxide,46.79354839
01 March 2018,19:00,Background,Oxides of Nitrogen,57.88387097
01 March 2018,19:00,Background,Ozone,35.30967742
01 March 2018,19:00,Background,PM10 Particulates,22.63870968
01 March 2018,19:00,Background,PM2.5 Particulates,15.06129032
01 March 2018,19:00,Background,Sulphur Dioxide,1.790322581
01 March 2018,20:00,Roadside,Nitric Oxide,40.13548387
01 March 2018,20:00,Roadside,Nitrogen Dioxide,60.78064516
01 March 2018,20:00,Roadside,Oxides of Nitrogen,122.316129
01 March 2018,20:00,Roadside,Ozone,25.18064516
01 March 2018,20:00,Roadside,PM10 Particulates,28.79032258
01 March 2018,20:00,Roadside,PM2.5 Particulates,17.98064516
01 March 2018,20:00,Roadside,Sulphur Dioxide,3.95483871
01 March 2018,20:00,Background,Nitric Oxide,9.890322581
01 March 2018,20:00,Background,Nitrogen Dioxide,45.19677419
01 March 2018,20:00,Background,Oxides of Nitrogen,56.08387097
01 March 2018,20:00,Background,Ozone,34.60645161
01 March 2018,20:00,Background,PM10 Particulates,23.02903226
01 March 2018,20:00,Background,PM2.5 Particulates,16.19354839
01 March 2018,20:00,Background,Sulphur Dioxide,1.838709677
01 March 2018,21:00,Roadside,Nitric Oxide,36.93225806
01 March 2018,21:00,Roadside,Nitrogen Dioxide,57.41935484
01 March 2018,21:00,Roadside,Oxides of Nitrogen,114.0225806
01 March 2018,21:00,Roadside,Ozone,25.71612903
01 March 2018,21:00,Roadside,PM10 Particulates,27.50322581
01 March 2018,21:00,Roadside,PM2.5 Particulates,17.09032258
01 March 2018,21:00,Roadside,Sulphur Dioxide,3.783870968
01 March 2018,21:00,Background,Nitric Oxide,10.30645161
01 March 2018,21:00,Background,Nitrogen Dioxide,42.95806452
01 March 2018,21:00,Background,Oxides of Nitrogen,54.00322581
01 March 2018,21:00,Background,Ozone,35.16129032
01 March 2018,21:00,Background,PM10 Particulates,22.3483871
01 March 2018,21:00,Background,PM2.5 Particulates,15.6483871
01 March 2018,21:00,Background,Sulphur Dioxide,1.841935484
01 March 2018,22:00,Roadside,Nitric Oxide,35.30645161
01 March 2018,22:00,Roadside,Nitrogen Dioxide,53.57419355
01 March 2018,22:00,Roadside,Oxides of Nitrogen,107.7096774
01 March 2018,22:00,Roadside,Ozone,26.72580645
01 March 2018,22:00,Roadside,PM10 Particulates,25.95806452
01 March 2018,22:00,Roadside,PM2.5 Particulates,15.84193548
01 March 2018,22:00,Roadside,Sulphur Dioxide,3.648387097
01 March 2018,22:00,Background,Nitric Oxide,9.790322581
01 March 2018,22:00,Background,Nitrogen Dioxide,39.42580645
01 March 2018,22:00,Background,Oxides of Nitrogen,50.37419355
01 March 2018,22:00,Background,Ozone,36.34193548
01 March 2018,22:00,Background,PM10 Particulates,21.22580645
01 March 2018,22:00,Background,PM2.5 Particulates,14.86451613
01 March 2018,22:00,Background,Sulphur Dioxide,1.725806452
01 March 2018,23:00,Roadside,Nitric Oxide,30.88709677
01 March 2018,23:00,Roadside,Nitrogen Dioxide,48.68709677
01 March 2018,23:00,Roadside,Oxides of Nitrogen,96.06451613
01 March 2018,23:00,Roadside,Ozone,27.85806452
01 March 2018,23:00,Roadside,PM10 Particulates,24.87096774
01 March 2018,23:00,Roadside,PM2.5 Particulates,15.79354839
01 March 2018,23:00,Roadside,Sulphur Dioxide,3.403225806
01 March 2018,23:00,Background,Nitric Oxide,9.109677419
01 March 2018,23:00,Background,Nitrogen Dioxide,35.69354839
01 March 2018,23:00,Background,Oxides of Nitrogen,46.49032258
01 March 2018,23:00,Background,Ozone,37.99032258
01 March 2018,23:00,Background,PM10 Particulates,20.79354839
01 March 2018,23:00,Background,PM2.5 Particulates,14.94193548
01 March 2018,23:00,Background,Sulphur Dioxide,1.725806452
01 April 2018,00:00,Roadside,Nitric Oxide,13.67666667
01 April 2018,00:00,Roadside,Nitrogen Dioxide,34.02333333
01 April 2018,00:00,Roadside,Oxides of Nitrogen,54.96666667
01 April 2018,00:00,Roadside,Ozone,38.62333333
01 April 2018,00:00,Roadside,PM10 Particulates,22.17333333
01 April 2018,00:00,Roadside,PM2.5 Particulates,16.73666667
01 April 2018,00:00,Roadside,Sulphur Dioxide,0.91
01 April 2018,00:00,Background,Nitric Oxide,3.53
01 April 2018,00:00,Background,Nitrogen Dioxide,25.16666667
01 April 2018,00:00,Background,Oxides of Nitrogen,29.48666667
01 April 2018,00:00,Background,Ozone,47.17666667
01 April 2018,00:00,Background,PM10 Particulates,20.23333333
01 April 2018,00:00,Background,PM2.5 Particulates,15.46
01 April 2018,00:00,Background,Sulphur Dioxide,0.93
01 April 2018,01:00,Roadside,Nitric Oxide,10.63
01 April 2018,01:00,Roadside,Nitrogen Dioxide,29.43
01 April 2018,01:00,Roadside,Oxides of Nitrogen,45.73
01 April 2018,01:00,Roadside,Ozone,40.23333333
01 April 2018,01:00,Roadside,PM10 Particulates,22.09666667
01 April 2018,01:00,Roadside,PM2.5 Particulates,16.99
01 April 2018,01:00,Roadside,Sulphur Dioxide,0.74
01 April 2018,01:00,Background,Nitric Oxide,3.05
01 April 2018,01:00,Background,Nitrogen Dioxide,22.79666667
01 April 2018,01:00,Background,Oxides of Nitrogen,25.64
01 April 2018,01:00,Background,Ozone,47.33
01 April 2018,01:00,Background,PM10 Particulates,20.52
01 April 2018,01:00,Background,PM2.5 Particulates,15.86
01 April 2018,01:00,Background,Sulphur Dioxide,0.903333333
01 April 2018,02:00,Roadside,Nitric Oxide,10.47333333
01 April 2018,02:00,Roadside,Nitrogen Dioxide,28.62666667
01 April 2018,02:00,Roadside,Oxides of Nitrogen,44.68
01 April 2018,02:00,Roadside,Ozone,38.21
01 April 2018,02:00,Roadside,PM10 Particulates,22.03666667
01 April 2018,02:00,Roadside,PM2.5 Particulates,17.63
01 April 2018,02:00,Roadside,Sulphur Dioxide,0.803333333
01 April 2018,02:00,Background,Nitric Oxide,2.87
01 April 2018,02:00,Background,Nitrogen Dioxide,21.28
01 April 2018,02:00,Background,Oxides of Nitrogen,24.28666667
01 April 2018,02:00,Background,Ozone,47.72666667
01 April 2018,02:00,Background,PM10 Particulates,20.35333333
01 April 2018,02:00,Background,PM2.5 Particulates,16.05666667
01 April 2018,02:00,Background,Sulphur Dioxide,0.85
01 April 2018,03:00,Roadside,Nitric Oxide,13.02666667
01 April 2018,03:00,Roadside,Nitrogen Dioxide,30.04333333
01 April 2018,03:00,Roadside,Oxides of Nitrogen,50.02
01 April 2018,03:00,Roadside,Ozone,35.82333333
01 April 2018,03:00,Roadside,PM10 Particulates,22.4
01 April 2018,03:00,Roadside,PM2.5 Particulates,18.00333333
01 April 2018,03:00,Roadside,Sulphur Dioxide,1.013333333
01 April 2018,03:00,Background,Nitric Oxide,3.43
01 April 2018,03:00,Background,Nitrogen Dioxide,21.44333333
01 April 2018,03:00,Background,Oxides of Nitrogen,24.95666667
01 April 2018,03:00,Background,Ozone,45.54333333
01 April 2018,03:00,Background,PM10 Particulates,20.35
01 April 2018,03:00,Background,PM2.5 Particulates,16.11
01 April 2018,03:00,Background,Sulphur Dioxide,0.83
01 April 2018,04:00,Roadside,Nitric Oxide,23.27666667
01 April 2018,04:00,Roadside,Nitrogen Dioxide,37.00333333
01 April 2018,04:00,Roadside,Oxides of Nitrogen,72.69333333
01 April 2018,04:00,Roadside,Ozone,30.01666667
01 April 2018,04:00,Roadside,PM10 Particulates,23.86333333
01 April 2018,04:00,Roadside,PM2.5 Particulates,18.46333333
01 April 2018,04:00,Roadside,Sulphur Dioxide,2.35
01 April 2018,04:00,Background,Nitric Oxide,5.616666667
01 April 2018,04:00,Background,Nitrogen Dioxide,24.88666667
01 April 2018,04:00,Background,Oxides of Nitrogen,30.85666667
01 April 2018,04:00,Background,Ozone,41.14
01 April 2018,04:00,Background,PM10 Particulates,20.35
01 April 2018,04:00,Background,PM2.5 Particulates,16.36333333
01 April 2018,04:00,Background,Sulphur Dioxide,0.91
01 April 2018,05:00,Roadside,Nitric Oxide,44.00333333
01 April 2018,05:00,Roadside,Nitrogen Dioxide,49.31333333
01 April 2018,05:00,Roadside,Oxides of Nitrogen,116.7733333
01 April 2018,05:00,Roadside,Ozone,23.83666667
01 April 2018,05:00,Roadside,PM10 Particulates,26.45333333
01 April 2018,05:00,Roadside,PM2.5 Particulates,19.19
01 April 2018,05:00,Roadside,Sulphur Dioxide,2.183333333
01 April 2018,05:00,Background,Nitric Oxide,11.52666667
01 April 2018,05:00,Background,Nitrogen Dioxide,31.17666667
01 April 2018,05:00,Background,Oxides of Nitrogen,43.9
01 April 2018,05:00,Background,Ozone,36.18666667
01 April 2018,05:00,Background,PM10 Particulates,21.28333333
01 April 2018,05:00,Background,PM2.5 Particulates,16.68333333
01 April 2018,05:00,Background,Sulphur Dioxide,1.05
01 April 2018,06:00,Roadside,Nitric Oxide,60.53
01 April 2018,06:00,Roadside,Nitrogen Dioxide,56.73666667
01 April 2018,06:00,Roadside,Oxides of Nitrogen,149.5466667
01 April 2018,06:00,Roadside,Ozone,23.04333333
01 April 2018,06:00,Roadside,PM10 Particulates,27.99333333
01 April 2018,06:00,Roadside,PM2.5 Particulates,18.99666667
01 April 2018,06:00,Roadside,Sulphur Dioxide,2.033333333
01 April 2018,06:00,Background,Nitric Oxide,15.19333333
01 April 2018,06:00,Background,Nitrogen Dioxide,35.69333333
01 April 2018,06:00,Background,Oxides of Nitrogen,54.23
01 April 2018,06:00,Background,Ozone,34.02333333
01 April 2018,06:00,Background,PM10 Particulates,21.74666667
01 April 2018,06:00,Background,PM2.5 Particulates,15.92333333
01 April 2018,06:00,Background,Sulphur Dioxide,1.13
01 April 2018,07:00,Roadside,Nitric Oxide,59.25333333
01 April 2018,07:00,Roadside,Nitrogen Dioxide,55.06333333
01 April 2018,07:00,Roadside,Oxides of Nitrogen,145.9066667
01 April 2018,07:00,Roadside,Ozone,26.13666667
01 April 2018,07:00,Roadside,PM10 Particulates,27.97666667
01 April 2018,07:00,Roadside,PM2.5 Particulates,17.42333333
01 April 2018,07:00,Roadside,Sulphur Dioxide,1.893333333
01 April 2018,07:00,Background,Nitric Oxide,15.33666667
01 April 2018,07:00,Background,Nitrogen Dioxide,35.21666667
01 April 2018,07:00,Background,Oxides of Nitrogen,54.45333333
01 April 2018,07:00,Background,Ozone,37.92666667
01 April 2018,07:00,Background,PM10 Particulates,21.89333333
01 April 2018,07:00,Background,PM2.5 Particulates,15.14666667
01 April 2018,07:00,Background,Sulphur Dioxide,1.183333333
01 April 2018,08:00,Roadside,Nitric Oxide,56.3
01 April 2018,08:00,Roadside,Nitrogen Dioxide,53.12
01 April 2018,08:00,Roadside,Oxides of Nitrogen,139.44
01 April 2018,08:00,Roadside,Ozone,29.50666667
01 April 2018,08:00,Roadside,PM10 Particulates,28.06333333
01 April 2018,08:00,Roadside,PM2.5 Particulates,16.95666667
01 April 2018,08:00,Roadside,Sulphur Dioxide,1.78
01 April 2018,08:00,Background,Nitric Oxide,13.81333333
01 April 2018,08:00,Background,Nitrogen Dioxide,32.42333333
01 April 2018,08:00,Background,Oxides of Nitrogen,49.36666667
01 April 2018,08:00,Background,Ozone,43.02
01 April 2018,08:00,Background,PM10 Particulates,22.15
01 April 2018,08:00,Background,PM2.5 Particulates,14.24333333
01 April 2018,08:00,Background,Sulphur Dioxide,1.336666667
01 April 2018,09:00,Roadside,Nitric Oxide,52.80666667
01 April 2018,09:00,Roadside,Nitrogen Dioxide,51.55
01 April 2018,09:00,Roadside,Oxides of Nitrogen,132.53
01 April 2018,09:00,Roadside,Ozone,32.50666667
01 April 2018,09:00,Roadside,PM10 Particulates,27.74666667
01 April 2018,09:00,Roadside,PM2.5 Particulates,15.92
01 April 2018,09:00,Roadside,Sulphur Dioxide,1.696666667
01 April 2018,09:00,Background,Nitric Oxide,11.41333333
01 April 2018,09:00,Background,Nitrogen Dioxide,29.56
01 April 2018,09:00,Background,Oxides of Nitrogen,43.01333333
01 April 2018,09:00,Background,Ozone,48.65666667
01 April 2018,09:00,Background,PM10 Particulates,21.1
01 April 2018,09:00,Background,PM2.5 Particulates,13.54
01 April 2018,09:00,Background,Sulphur Dioxide,1.31
01 April 2018,10:00,Roadside,Nitric Oxide,48.22333333
01 April 2018,10:00,Roadside,Nitrogen Dioxide,50.32333333
01 April 2018,10:00,Roadside,Oxides of Nitrogen,124.2566667
01 April 2018,10:00,Roadside,Ozone,36.00666667
01 April 2018,10:00,Roadside,PM10 Particulates,28.08333333
01 April 2018,10:00,Roadside,PM2.5 Particulates,15.06
01 April 2018,10:00,Roadside,Sulphur Dioxide,1.262068966
01 April 2018,10:00,Background,Nitric Oxide,9.4
01 April 2018,10:00,Background,Nitrogen Dioxide,26.81333333
01 April 2018,10:00,Background,Oxides of Nitrogen,37.50333333
01 April 2018,10:00,Background,Ozone,54.37666667
01 April 2018,10:00,Background,PM10 Particulates,20.77333333
01 April 2018,10:00,Background,PM2.5 Particulates,12.71666667
01 April 2018,10:00,Background,Sulphur Dioxide,1.26
01 April 2018,11:00,Roadside,Nitric Oxide,45.2
01 April 2018,11:00,Roadside,Nitrogen Dioxide,48.74
01 April 2018,11:00,Roadside,Oxides of Nitrogen,118.02
01 April 2018,11:00,Roadside,Ozone,38.91
01 April 2018,11:00,Roadside,PM10 Particulates,26.88666667
01 April 2018,11:00,Roadside,PM2.5 Particulates,14.23666667
01 April 2018,11:00,Roadside,Sulphur Dioxide,1.186666667
01 April 2018,11:00,Background,Nitric Oxide,8.423333333
01 April 2018,11:00,Background,Nitrogen Dioxide,24.92
01 April 2018,11:00,Background,Oxides of Nitrogen,34.54
01 April 2018,11:00,Background,Ozone,58.83666667
01 April 2018,11:00,Background,PM10 Particulates,20.30666667
01 April 2018,11:00,Background,PM2.5 Particulates,12.31333333
01 April 2018,11:00,Background,Sulphur Dioxide,1.12
01 April 2018,12:00,Roadside,Nitric Oxide,41.63
01 April 2018,12:00,Roadside,Nitrogen Dioxide,47.53
01 April 2018,12:00,Roadside,Oxides of Nitrogen,111.3466667
01 April 2018,12:00,Roadside,Ozone,40.92333333
01 April 2018,12:00,Roadside,PM10 Particulates,27.28
01 April 2018,12:00,Roadside,PM2.5 Particulates,14.20666667
01 April 2018,12:00,Roadside,Sulphur Dioxide,1.116666667
01 April 2018,12:00,Background,Nitric Oxide,7.866666667
01 April 2018,12:00,Background,Nitrogen Dioxide,24.06333333
01 April 2018,12:00,Background,Oxides of Nitrogen,32.66333333
01 April 2018,12:00,Background,Ozone,61.86
01 April 2018,12:00,Background,PM10 Particulates,20.11333333
01 April 2018,12:00,Background,PM2.5 Particulates,12.86333333
01 April 2018,12:00,Background,Sulphur Dioxide,1.113333333
01 April 2018,13:00,Roadside,Nitric Oxide,39.95
01 April 2018,13:00,Roadside,Nitrogen Dioxide,47.43666667
01 April 2018,13:00,Roadside,Oxides of Nitrogen,108.71
01 April 2018,13:00,Roadside,Ozone,42.56666667
01 April 2018,13:00,Roadside,PM10 Particulates,26.83666667
01 April 2018,13:00,Roadside,PM2.5 Particulates,14.37333333
01 April 2018,13:00,Roadside,Sulphur Dioxide,1.44137931
01 April 2018,13:00,Background,Nitric Oxide,7.74
01 April 2018,13:00,Background,Nitrogen Dioxide,24.04
01 April 2018,13:00,Background,Oxides of Nitrogen,32.91333333
01 April 2018,13:00,Background,Ozone,64.62666667
01 April 2018,13:00,Background,PM10 Particulates,20.38
01 April 2018,13:00,Background,PM2.5 Particulates,13.05
01 April 2018,13:00,Background,Sulphur Dioxide,1.14
01 April 2018,14:00,Roadside,Nitric Oxide,39.64
01 April 2018,14:00,Roadside,Nitrogen Dioxide,49.07666667
01 April 2018,14:00,Roadside,Oxides of Nitrogen,109.8533333
01 April 2018,14:00,Roadside,Ozone,43.13666667
01 April 2018,14:00,Roadside,PM10 Particulates,26.4
01 April 2018,14:00,Roadside,PM2.5 Particulates,14.27333333
01 April 2018,14:00,Roadside,Sulphur Dioxide,1.236666667
01 April 2018,14:00,Background,Nitric Oxide,7.076666667
01 April 2018,14:00,Background,Nitrogen Dioxide,24.93333333
01 April 2018,14:00,Background,Oxides of Nitrogen,32.31333333
01 April 2018,14:00,Background,Ozone,66.42333333
01 April 2018,14:00,Background,PM10 Particulates,19.97666667
01 April 2018,14:00,Background,PM2.5 Particulates,12.11
01 April 2018,14:00,Background,Sulphur Dioxide,1.183333333
01 April 2018,15:00,Roadside,Nitric Oxide,37.48666667
01 April 2018,15:00,Roadside,Nitrogen Dioxide,48.97333333
01 April 2018,15:00,Roadside,Oxides of Nitrogen,106.4566667
01 April 2018,15:00,Roadside,Ozone,44.71333333
01 April 2018,15:00,Roadside,PM10 Particulates,25.32666667
01 April 2018,15:00,Roadside,PM2.5 Particulates,14.47666667
01 April 2018,15:00,Roadside,Sulphur Dioxide,1.353333333
