,Date,Month,Year,Reservoir,Percent Capacity
0,1989-01-01,Jan,1989.0,Lower Lee Group,83
1,1989-01-02,Jan,1989.0,Lower Lee Group,83
2,1989-01-03,Jan,1989.0,Lower Lee Group,83
3,1989-01-04,Jan,1989.0,Lower Lee Group,82
4,1989-01-05,Jan,1989.0,Lower Lee Group,82
5,1989-01-06,Jan,1989.0,Lower Lee Group,82
6,1989-01-07,Jan,1989.0,Lower Lee Group,83
7,1989-01-08,Jan,1989.0,Lower Lee Group,83
8,1989-01-09,Jan,1989.0,Lower Lee Group,83
9,1989-01-10,Jan,1989.0,Lower Lee Group,83
10,1989-01-11,Jan,1989.0,Lower Lee Group,83
11,1989-01-12,Jan,1989.0,Lower Lee Group,84
12,1989-01-13,Jan,1989.0,Lower Lee Group,85
13,1989-01-14,Jan,1989.0,Lower Lee Group,85
14,1989-01-15,Jan,1989.0,Lower Lee Group,85
15,1989-01-16,Jan,1989.0,Lower Lee Group,86
16,1989-01-17,Jan,1989.0,Lower Lee Group,86
17,1989-01-18,Jan,1989.0,Lower Lee Group,87
18,1989-01-19,Jan,1989.0,Lower Lee Group,87
19,1989-01-20,Jan,1989.0,Lower Lee Group,87
20,1989-01-21,Jan,1989.0,Lower Lee Group,88
21,1989-01-22,Jan,1989.0,Lower Lee Group,88
22,1989-01-23,Jan,1989.0,Lower Lee Group,87
23,1989-01-24,Jan,1989.0,Lower Lee Group,87
24,1989-01-25,Jan,1989.0,Lower Lee Group,87
25,1989-01-26,Jan,1989.0,Lower Lee Group,87
26,1989-01-27,Jan,1989.0,Lower Lee Group,87
27,1989-01-28,Jan,1989.0,Lower Lee Group,88
28,1989-01-29,Jan,1989.0,Lower Lee Group,88
29,1989-01-30,Jan,1989.0,Lower Lee Group,87
30,1989-01-31,Jan,1989.0,Lower Lee Group,87
31,1989-02-01,Feb,1989.0,Lower Lee Group,87
32,1989-02-02,Feb,1989.0,Lower Lee Group,87
33,1989-02-03,Feb,1989.0,Lower Lee Group,87
34,1989-02-04,Feb,1989.0,Lower Lee Group,87
35,1989-02-05,Feb,1989.0,Lower Lee Group,87
36,1989-02-06,Feb,1989.0,Lower Lee Group,87
37,1989-02-07,Feb,1989.0,Lower Lee Group,87
38,1989-02-08,Feb,1989.0,Lower Lee Group,87
39,1989-02-09,Feb,1989.0,Lower Lee Group,88
40,1989-02-10,Feb,1989.0,Lower Lee Group,88
41,1989-02-11,Feb,1989.0,Lower Lee Group,87
42,1989-02-12,Feb,1989.0,Lower Lee Group,87
43,1989-02-13,Feb,1989.0,Lower Lee Group,87
44,1989-02-14,Feb,1989.0,Lower Lee Group,87
45,1989-02-15,Feb,1989.0,Lower Lee Group,87
46,1989-02-16,Feb,1989.0,Lower Lee Group,86
47,1989-02-17,Feb,1989.0,Lower Lee Group,86
48,1989-02-18,Feb,1989.0,Lower Lee Group,86
49,1989-02-19,Feb,1989.0,Lower Lee Group,86
50,1989-02-20,Feb,1989.0,Lower Lee Group,85
51,1989-02-21,Feb,1989.0,Lower Lee Group,85
52,1989-02-22,Feb,1989.0,Lower Lee Group,85
53,1989-02-23,Feb,1989.0,Lower Lee Group,86
54,1989-02-24,Feb,1989.0,Lower Lee Group,86
55,1989-02-25,Feb,1989.0,Lower Lee Group,86
56,1989-02-26,Feb,1989.0,Lower Lee Group,86
57,1989-02-27,Feb,1989.0,Lower Lee Group,86
58,1989-02-28,Feb,1989.0,Lower Lee Group,86
59,1989-03-01,Mar,1989.0,Lower Lee Group,87
60,1989-03-02,Mar,1989.0,Lower Lee Group,87
61,1989-03-03,Mar,1989.0,Lower Lee Group,88
62,1989-03-04,Mar,1989.0,Lower Lee Group,88
63,1989-03-05,Mar,1989.0,Lower Lee Group,87
64,1989-03-06,Mar,1989.0,Lower Lee Group,87
65,1989-03-07,Mar,1989.0,Lower Lee Group,87
66,1989-03-08,Mar,1989.0,Lower Lee Group,87
67,1989-03-09,Mar,1989.0,Lower Lee Group,87
68,1989-03-10,Mar,1989.0,Lower Lee Group,87
69,1989-03-11,Mar,1989.0,Lower Lee Group,88
70,1989-03-12,Mar,1989.0,Lower Lee Group,88
71,1989-03-13,Mar,1989.0,Lower Lee Group,89
72,1989-03-14,Mar,1989.0,Lower Lee Group,89
73,1989-03-15,Mar,1989.0,Lower Lee Group,89
74,1989-03-16,Mar,1989.0,Lower Lee Group,89
75,1989-03-17,Mar,1989.0,Lower Lee Group,89
76,1989-03-18,Mar,1989.0,Lower Lee Group,89
77,1989-03-19,Mar,1989.0,Lower Lee Group,89
78,1989-03-20,Mar,1989.0,Lower Lee Group,89
79,1989-03-21,Mar,1989.0,Lower Lee Group,90
80,1989-03-22,Mar,1989.0,Lower Lee Group,90
81,1989-03-23,Mar,1989.0,Lower Lee Group,91
82,1989-03-24,Mar,1989.0,Lower Lee Group,91
83,1989-03-25,Mar,1989.0,Lower Lee Group,90
84,1989-03-26,Mar,1989.0,Lower Lee Group,90
85,1989-03-27,Mar,1989.0,Lower Lee Group,90
86,1989-03-28,Mar,1989.0,Lower Lee Group,89
87,1989-03-29,Mar,1989.0,Lower Lee Group,89
88,1989-03-30,Mar,1989.0,Lower Lee Group,89
89,1989-03-31,Mar,1989.0,Lower Lee Group,88
90,1989-04-01,Apr,1989.0,Lower Lee Group,87
91,1989-04-02,Apr,1989.0,Lower Lee Group,87
92,1989-04-03,Apr,1989.0,Lower Lee Group,87
93,1989-04-04,Apr,1989.0,Lower Lee Group,86
94,1989-04-05,Apr,1989.0,Lower Lee Group,86
95,1989-04-06,Apr,1989.0,Lower Lee Group,85
96,1989-04-07,Apr,1989.0,Lower Lee Group,85
97,1989-04-08,Apr,1989.0,Lower Lee Group,84
98,1989-04-09,Apr,1989.0,Lower Lee Group,83
99,1989-04-10,Apr,1989.0,Lower Lee Group,83
100,1989-04-11,Apr,1989.0,Lower Lee Group,83
101,1989-04-12,Apr,1989.0,Lower Lee Group,82
102,1989-04-13,Apr,1989.0,Lower Lee Group,82
103,1989-04-14,Apr,1989.0,Lower Lee Group,82
104,1989-04-15,Apr,1989.0,Lower Lee Group,82
105,1989-04-16,Apr,1989.0,Lower Lee Group,82
106,1989-04-17,Apr,1989.0,Lower Lee Group,81
107,1989-04-18,Apr,1989.0,Lower Lee Group,82
108,1989-04-19,Apr,1989.0,Lower Lee Group,82
109,1989-04-20,Apr,1989.0,Lower Lee Group,82
110,1989-04-21,Apr,1989.0,Lower Lee Group,81
111,1989-04-22,Apr,1989.0,Lower Lee Group,81
112,1989-04-23,Apr,1989.0,Lower Lee Group,81
113,1989-04-24,Apr,1989.0,Lower Lee Group,81
114,1989-04-25,Apr,1989.0,Lower Lee Group,81
115,1989-04-26,Apr,1989.0,Lower Lee Group,82
116,1989-04-27,Apr,1989.0,Lower Lee Group,82
117,1989-04-28,Apr,1989.0,Lower Lee Group,83
118,1989-04-29,Apr,1989.0,Lower Lee Group,---
119,1989-04-30,Apr,1989.0,Lower Lee Group,---
120,1989-05-01,May,1989.0,Lower Lee Group,83
121,1989-05-02,May,1989.0,Lower Lee Group,83
122,1989-05-03,May,1989.0,Lower Lee Group,83
123,1989-05-04,May,1989.0,Lower Lee Group,83
124,1989-05-05,May,1989.0,Lower Lee Group,82
125,1989-05-06,May,1989.0,Lower Lee Group,82
126,1989-05-07,May,1989.0,Lower Lee Group,82
127,1989-05-08,May,1989.0,Lower Lee Group,81
128,1989-05-09,May,1989.0,Lower Lee Group,81
129,1989-05-10,May,1989.0,Lower Lee Group,81
130,1989-05-11,May,1989.0,Lower Lee Group,80
131,1989-05-12,May,1989.0,Lower Lee Group,80
132,1989-05-13,May,1989.0,Lower Lee Group,80
133,1989-05-14,May,1989.0,Lower Lee Group,80
134,1989-05-15,May,1989.0,Lower Lee Group,80
135,1989-05-16,May,1989.0,Lower Lee Group,80
136,1989-05-17,May,1989.0,Lower Lee Group,80
137,1989-05-18,May,1989.0,Lower Lee Group,79
138,1989-05-19,May,1989.0,Lower Lee Group,79
139,1989-05-20,May,1989.0,Lower Lee Group,79
140,1989-05-21,May,1989.0,Lower Lee Group,79
141,1989-05-22,May,1989.0,Lower Lee Group,79
142,1989-05-23,May,1989.0,Lower Lee Group,79
143,1989-05-24,May,1989.0,Lower Lee Group,79
144,1989-05-25,May,1989.0,Lower Lee Group,79
145,1989-05-26,May,1989.0,Lower Lee Group,79
146,1989-05-27,May,1989.0,Lower Lee Group,79
147,1989-05-28,May,1989.0,Lower Lee Group,79
148,1989-05-29,May,1989.0,Lower Lee Group,79
149,1989-05-30,May,1989.0,Lower Lee Group,79
150,1989-05-31,May,1989.0,Lower Lee Group,79
151,1989-06-01,Jun,1989.0,Lower Lee Group,79
152,1989-06-02,Jun,1989.0,Lower Lee Group,79
153,1989-06-03,Jun,1989.0,Lower Lee Group,80
154,1989-06-04,Jun,1989.0,Lower Lee Group,80
155,1989-06-05,Jun,1989.0,Lower Lee Group,81
156,1989-06-06,Jun,1989.0,Lower Lee Group,81
157,1989-06-07,Jun,1989.0,Lower Lee Group,81
158,1989-06-08,Jun,1989.0,Lower Lee Group,82
159,1989-06-09,Jun,1989.0,Lower Lee Group,82
160,1989-06-10,Jun,1989.0,Lower Lee Group,82
161,1989-06-11,Jun,1989.0,Lower Lee Group,82
162,1989-06-12,Jun,1989.0,Lower Lee Group,82
163,1989-06-13,Jun,1989.0,Lower Lee Group,81
164,1989-06-14,Jun,1989.0,Lower Lee Group,81
165,1989-06-15,Jun,1989.0,Lower Lee Group,80
166,1989-06-16,Jun,1989.0,Lower Lee Group,80
167,1989-06-17,Jun,1989.0,Lower Lee Group,80
168,1989-06-18,Jun,1989.0,Lower Lee Group,79
169,1989-06-19,Jun,1989.0,Lower Lee Group,79
170,1989-06-20,Jun,1989.0,Lower Lee Group,78
171,1989-06-21,Jun,1989.0,Lower Lee Group,78
172,1989-06-22,Jun,1989.0,Lower Lee Group,77
173,1989-06-23,Jun,1989.0,Lower Lee Group,77
174,1989-06-24,Jun,1989.0,Lower Lee Group,76
175,1989-06-25,Jun,1989.0,Lower Lee Group,76
176,1989-06-26,Jun,1989.0,Lower Lee Group,75
177,1989-06-27,Jun,1989.0,Lower Lee Group,75
178,1989-06-28,Jun,1989.0,Lower Lee Group,75
179,1989-06-29,Jun,1989.0,Lower Lee Group,75
180,1989-06-30,Jun,1989.0,Lower Lee Group,75
181,1989-07-01,Jul,1989.0,Lower Lee Group,75
182,1989-07-02,Jul,1989.0,Lower Lee Group,75
183,1989-07-03,Jul,1989.0,Lower Lee Group,75
184,1989-07-04,Jul,1989.0,Lower Lee Group,75
185,1989-07-05,Jul,1989.0,Lower Lee Group,75
186,1989-07-06,Jul,1989.0,Lower Lee Group,75
187,1989-07-07,Jul,1989.0,Lower Lee Group,76
188,1989-07-08,Jul,1989.0,Lower Lee Group,76
189,1989-07-09,Jul,1989.0,Lower Lee Group,77
190,1989-07-10,Jul,1989.0,Lower Lee Group,78
191,1989-07-11,Jul,1989.0,Lower Lee Group,78
192,1989-07-12,Jul,1989.0,Lower Lee Group,79
193,1989-07-13,Jul,1989.0,Lower Lee Group,80
194,1989-07-14,Jul,1989.0,Lower Lee Group,80
195,1989-07-15,Jul,1989.0,Lower Lee Group,80
196,1989-07-16,Jul,1989.0,Lower Lee Group,80
197,1989-07-17,Jul,1989.0,Lower Lee Group,80
198,1989-07-18,Jul,1989.0,Lower Lee Group,79
199,1989-07-19,Jul,1989.0,Lower Lee Group,79
200,1989-07-20,Jul,1989.0,Lower Lee Group,79
201,1989-07-21,Jul,1989.0,Lower Lee Group,79
202,1989-07-22,Jul,1989.0,Lower Lee Group,79
203,1989-07-23,Jul,1989.0,Lower Lee Group,79
204,1989-07-24,Jul,1989.0,Lower Lee Group,78
205,1989-07-25,Jul,1989.0,Lower Lee Group,78
206,1989-07-26,Jul,1989.0,Lower Lee Group,78
207,1989-07-27,Jul,1989.0,Lower Lee Group,78
208,1989-07-28,Jul,1989.0,Lower Lee Group,78
209,1989-07-29,Jul,1989.0,Lower Lee Group,78
210,1989-07-30,Jul,1989.0,Lower Lee Group,78
211,1989-07-31,Jul,1989.0,Lower Lee Group,77
212,1989-08-01,Aug,1989.0,Lower Lee Group,77
213,1989-08-02,Aug,1989.0,Lower Lee Group,76
214,1989-08-03,Aug,1989.0,Lower Lee Group,76
215,1989-08-04,Aug,1989.0,Lower Lee Group,76
216,1989-08-05,Aug,1989.0,Lower Lee Group,76
217,1989-08-06,Aug,1989.0,Lower Lee Group,76
218,1989-08-07,Aug,1989.0,Lower Lee Group,76
219,1989-08-08,Aug,1989.0,Lower Lee Group,76
220,1989-08-09,Aug,1989.0,Lower Lee Group,75
221,1989-08-10,Aug,1989.0,Lower Lee Group,75
222,1989-08-11,Aug,1989.0,Lower Lee Group,76
223,1989-08-12,Aug,1989.0,Lower Lee Group,76
224,1989-08-13,Aug,1989.0,Lower Lee Group,76
225,1989-08-14,Aug,1989.0,Lower Lee Group,76
226,1989-08-15,Aug,1989.0,Lower Lee Group,75
227,1989-08-16,Aug,1989.0,Lower Lee Group,75
228,1989-08-17,Aug,1989.0,Lower Lee Group,74
229,1989-08-18,Aug,1989.0,Lower Lee Group,74
230,1989-08-19,Aug,1989.0,Lower Lee Group,72
231,1989-08-20,Aug,1989.0,Lower Lee Group,72
232,1989-08-21,Aug,1989.0,Lower Lee Group,73
233,1989-08-22,Aug,1989.0,Lower Lee Group,72
234,1989-08-23,Aug,1989.0,Lower Lee Group,72
235,1989-08-24,Aug,1989.0,Lower Lee Group,71
236,1989-08-25,Aug,1989.0,Lower Lee Group,70
237,1989-08-26,Aug,1989.0,Lower Lee Group,70
238,1989-08-27,Aug,1989.0,Lower Lee Group,69
239,1989-08-28,Aug,1989.0,Lower Lee Group,68
240,1989-08-29,Aug,1989.0,Lower Lee Group,68
241,1989-08-30,Aug,1989.0,Lower Lee Group,68
242,1989-08-31,Aug,1989.0,Lower Lee Group,67
243,1989-09-01,Sep,1989.0,Lower Lee Group,67
244,1989-09-02,Sep,1989.0,Lower Lee Group,67
245,1989-09-03,Sep,1989.0,Lower Lee Group,66
246,1989-09-04,Sep,1989.0,Lower Lee Group,66
247,1989-09-05,Sep,1989.0,Lower Lee Group,65
248,1989-09-06,Sep,1989.0,Lower Lee Group,65
249,1989-09-07,Sep,1989.0,Lower Lee Group,65
250,1989-09-08,Sep,1989.0,Lower Lee Group,65
251,1989-09-09,Sep,1989.0,Lower Lee Group,65
252,1989-09-10,Sep,1989.0,Lower Lee Group,65
253,1989-09-11,Sep,1989.0,Lower Lee Group,65
254,1989-09-12,Sep,1989.0,Lower Lee Group,65
255,1989-09-13,Sep,1989.0,Lower Lee Group,65
256,1989-09-14,Sep,1989.0,Lower Lee Group,65
257,1989-09-15,Sep,1989.0,Lower Lee Group,65
258,1989-09-16,Sep,1989.0,Lower Lee Group,66
259,1989-09-17,Sep,1989.0,Lower Lee Group,66
260,1989-09-18,Sep,1989.0,Lower Lee Group,66
261,1989-09-19,Sep,1989.0,Lower Lee Group,66
262,1989-09-20,Sep,1989.0,Lower Lee Group,66
263,1989-09-21,Sep,1989.0,Lower Lee Group,66
264,1989-09-22,Sep,1989.0,Lower Lee Group,66
265,1989-09-23,Sep,1989.0,Lower Lee Group,65
266,1989-09-24,Sep,1989.0,Lower Lee Group,66
267,1989-09-25,Sep,1989.0,Lower Lee Group,66
268,1989-09-26,Sep,1989.0,Lower Lee Group,66
269,1989-09-27,Sep,1989.0,Lower Lee Group,66
270,1989-09-28,Sep,1989.0,Lower Lee Group,66
271,1989-09-29,Sep,1989.0,Lower Lee Group,66
272,1989-09-30,Sep,1989.0,Lower Lee Group,65
273,1989-10-01,Oct,1989.0,Lower Lee Group,65
274,1989-10-02,Oct,1989.0,Lower Lee Group,65
275,1989-10-03,Oct,1989.0,Lower Lee Group,65
276,1989-10-04,Oct,1989.0,Lower Lee Group,65
277,1989-10-05,Oct,1989.0,Lower Lee Group,65
278,1989-10-06,Oct,1989.0,Lower Lee Group,65
279,1989-10-07,Oct,1989.0,Lower Lee Group,65
280,1989-10-08,Oct,1989.0,Lower Lee Group,65
281,1989-10-09,Oct,1989.0,Lower Lee Group,66
282,1989-10-10,Oct,1989.0,Lower Lee Group,66
283,1989-10-11,Oct,1989.0,Lower Lee Group,66
284,1989-10-12,Oct,1989.0,Lower Lee Group,66
285,1989-10-13,Oct,1989.0,Lower Lee Group,66
286,1989-10-14,Oct,1989.0,Lower Lee Group,66
287,1989-10-15,Oct,1989.0,Lower Lee Group,66
288,1989-10-16,Oct,1989.0,Lower Lee Group,66
289,1989-10-17,Oct,1989.0,Lower Lee Group,66
290,1989-10-18,Oct,1989.0,Lower Lee Group,66
291,1989-10-19,Oct,1989.0,Lower Lee Group,67
292,1989-10-20,Oct,1989.0,Lower Lee Group,66
293,1989-10-21,Oct,1989.0,Lower Lee Group,67
294,1989-10-22,Oct,1989.0,Lower Lee Group,67
295,1989-10-23,Oct,1989.0,Lower Lee Group,67
296,1989-10-24,Oct,1989.0,Lower Lee Group,67
297,1989-10-25,Oct,1989.0,Lower Lee Group,67
298,1989-10-26,Oct,1989.0,Lower Lee Group,67
299,1989-10-27,Oct,1989.0,Lower Lee Group,67
300,1989-10-28,Oct,1989.0,Lower Lee Group,68
301,1989-10-29,Oct,1989.0,Lower Lee Group,68
302,1989-10-30,Oct,1989.0,Lower Lee Group,68
303,1989-10-31,Oct,1989.0,Lower Lee Group,68
304,1989-11-01,Nov,1989.0,Lower Lee Group,68
305,1989-11-02,Nov,1989.0,Lower Lee Group,68
306,1989-11-03,Nov,1989.0,Lower Lee Group,68
307,1989-11-04,Nov,1989.0,Lower Lee Group,67
308,1989-11-05,Nov,1989.0,Lower Lee Group,68
309,1989-11-06,Nov,1989.0,Lower Lee Group,68
310,1989-11-07,Nov,1989.0,Lower Lee Group,67
311,1989-11-08,Nov,1989.0,Lower Lee Group,67
312,1989-11-09,Nov,1989.0,Lower Lee Group,67
313,1989-11-10,Nov,1989.0,Lower Lee Group,67
314,1989-11-11,Nov,1989.0,Lower Lee Group,68
315,1989-11-12,Nov,1989.0,Lower Lee Group,68
316,1989-11-13,Nov,1989.0,Lower Lee Group,68
317,1989-11-14,Nov,1989.0,Lower Lee Group,68
318,1989-11-15,Nov,1989.0,Lower Lee Group,68
319,1989-11-16,Nov,1989.0,Lower Lee Group,68
320,1989-11-17,Nov,1989.0,Lower Lee Group,68
321,1989-11-18,Nov,1989.0,Lower Lee Group,68
322,1989-11-19,Nov,1989.0,Lower Lee Group,68
323,1989-11-20,Nov,1989.0,Lower Lee Group,68
324,1989-11-21,Nov,1989.0,Lower Lee Group,68
325,1989-11-22,Nov,1989.0,Lower Lee Group,68
326,1989-11-23,Nov,1989.0,Lower Lee Group,68
327,1989-11-24,Nov,1989.0,Lower Lee Group,68
328,1989-11-25,Nov,1989.0,Lower Lee Group,68
329,1989-11-26,Nov,1989.0,Lower Lee Group,68
330,1989-11-27,Nov,1989.0,Lower Lee Group,68
331,1989-11-28,Nov,1989.0,Lower Lee Group,67
332,1989-11-29,Nov,1989.0,Lower Lee Group,67
333,1989-11-30,Nov,1989.0,Lower Lee Group,67
334,1989-12-01,Dec,1989.0,Lower Lee Group,67
335,1989-12-02,Dec,1989.0,Lower Lee Group,67
336,1989-12-03,Dec,1989.0,Lower Lee Group,66
337,1989-12-04,Dec,1989.0,Lower Lee Group,66
338,1989-12-05,Dec,1989.0,Lower Lee Group,66
339,1989-12-06,Dec,1989.0,Lower Lee Group,66
340,1989-12-07,Dec,1989.0,Lower Lee Group,66
341,1989-12-08,Dec,1989.0,Lower Lee Group,66
342,1989-12-09,Dec,1989.0,Lower Lee Group,66
343,1989-12-10,Dec,1989.0,Lower Lee Group,66
344,1989-12-11,Dec,1989.0,Lower Lee Group,66
345,1989-12-12,Dec,1989.0,Lower Lee Group,67
346,1989-12-13,Dec,1989.0,Lower Lee Group,67
347,1989-12-14,Dec,1989.0,Lower Lee Group,68
348,1989-12-15,Dec,1989.0,Lower Lee Group,69
349,1989-12-16,Dec,1989.0,Lower Lee Group,71
350,1989-12-17,Dec,1989.0,Lower Lee Group,71
351,1989-12-18,Dec,1989.0,Lower Lee Group,73
352,1989-12-19,Dec,1989.0,Lower Lee Group,75
353,1989-12-20,Dec,1989.0,Lower Lee Group,76
354,1989-12-21,Dec,1989.0,Lower Lee Group,77
355,1989-12-22,Dec,1989.0,Lower Lee Group,79
356,1989-12-23,Dec,1989.0,Lower Lee Group,80
357,1989-12-24,Dec,1989.0,Lower Lee Group,82
358,1989-12-25,Dec,1989.0,Lower Lee Group,83
359,1989-12-26,Dec,1989.0,Lower Lee Group,83
360,1989-12-27,Dec,1989.0,Lower Lee Group,84
361,1989-12-28,Dec,1989.0,Lower Lee Group,85
362,1989-12-29,Dec,1989.0,Lower Lee Group,85
363,1989-12-30,Dec,1989.0,Lower Lee Group,85
364,1989-12-31,Dec,1989.0,Lower Lee Group,85
365,1990-01-01,Jan,1990.0,Lower Lee Group,85
366,1990-01-02,Jan,1990.0,Lower Lee Group,85
367,1990-01-03,Jan,1990.0,Lower Lee Group,84
368,1990-01-04,Jan,1990.0,Lower Lee Group,84
369,1990-01-05,Jan,1990.0,Lower Lee Group,84
370,1990-01-06,Jan,1990.0,Lower Lee Group,84
371,1990-01-07,Jan,1990.0,Lower Lee Group,84
372,1990-01-08,Jan,1990.0,Lower Lee Group,85
373,1990-01-09,Jan,1990.0,Lower Lee Group,85
374,1990-01-10,Jan,1990.0,Lower Lee Group,86
375,1990-01-11,Jan,1990.0,Lower Lee Group,85
376,1990-01-12,Jan,1990.0,Lower Lee Group,85
377,1990-01-13,Jan,1990.0,Lower Lee Group,85
378,1990-01-14,Jan,1990.0,Lower Lee Group,85
379,1990-01-15,Jan,1990.0,Lower Lee Group,85
380,1990-01-16,Jan,1990.0,Lower Lee Group,84
381,1990-01-17,Jan,1990.0,Lower Lee Group,85
382,1990-01-18,Jan,1990.0,Lower Lee Group,84
383,1990-01-19,Jan,1990.0,Lower Lee Group,85
384,1990-01-20,Jan,1990.0,Lower Lee Group,84
385,1990-01-21,Jan,1990.0,Lower Lee Group,84
386,1990-01-22,Jan,1990.0,Lower Lee Group,83
387,1990-01-23,Jan,1990.0,Lower Lee Group,83
388,1990-01-24,Jan,1990.0,Lower Lee Group,84
389,1990-01-25,Jan,1990.0,Lower Lee Group,85
390,1990-01-26,Jan,1990.0,Lower Lee Group,86
391,1990-01-27,Jan,1990.0,Lower Lee Group,86
392,1990-01-28,Jan,1990.0,Lower Lee Group,85
393,1990-01-29,Jan,1990.0,Lower Lee Group,84
394,1990-01-30,Jan,1990.0,Lower Lee Group,83
395,1990-01-31,Jan,1990.0,Lower Lee Group,84
396,1990-02-01,Feb,1990.0,Lower Lee Group,84
397,1990-02-02,Feb,1990.0,Lower Lee Group,85
398,1990-02-03,Feb,1990.0,Lower Lee Group,86
399,1990-02-04,Feb,1990.0,Lower Lee Group,86
400,1990-02-05,Feb,1990.0,Lower Lee Group,86
401,1990-02-06,Feb,1990.0,Lower Lee Group,85
402,1990-02-07,Feb,1990.0,Lower Lee Group,85
403,1990-02-08,Feb,1990.0,Lower Lee Group,85
404,1990-02-09,Feb,1990.0,Lower Lee Group,85
405,1990-02-10,Feb,1990.0,Lower Lee Group,85
406,1990-02-11,Feb,1990.0,Lower Lee Group,85
407,1990-02-12,Feb,1990.0,Lower Lee Group,85
408,1990-02-13,Feb,1990.0,Lower Lee Group,85
409,1990-02-14,Feb,1990.0,Lower Lee Group,85
410,1990-02-15,Feb,1990.0,Lower Lee Group,85
411,1990-02-16,Feb,1990.0,Lower Lee Group,85
412,1990-02-17,Feb,1990.0,Lower Lee Group,84
413,1990-02-18,Feb,1990.0,Lower Lee Group,84
414,1990-02-19,Feb,1990.0,Lower Lee Group,84
415,1990-02-20,Feb,1990.0,Lower Lee Group,84
416,1990-02-21,Feb,1990.0,Lower Lee Group,84
417,1990-02-22,Feb,1990.0,Lower Lee Group,84
418,1990-02-23,Feb,1990.0,Lower Lee Group,84
419,1990-02-24,Feb,1990.0,Lower Lee Group,84
420,1990-02-25,Feb,1990.0,Lower Lee Group,83
421,1990-02-26,Feb,1990.0,Lower Lee Group,83
422,1990-02-27,Feb,1990.0,Lower Lee Group,83
423,1990-02-28,Feb,1990.0,Lower Lee Group,84
424,1990-03-01,Mar,1990.0,Lower Lee Group,85
425,1990-03-02,Mar,1990.0,Lower Lee Group,85
426,1990-03-03,Mar,1990.0,Lower Lee Group,85
427,1990-03-04,Mar,1990.0,Lower Lee Group,85
428,1990-03-05,Mar,1990.0,Lower Lee Group,85
429,1990-03-06,Mar,1990.0,Lower Lee Group,84
430,1990-03-07,Mar,1990.0,Lower Lee Group,84
431,1990-03-08,Mar,1990.0,Lower Lee Group,83
432,1990-03-09,Mar,1990.0,Lower Lee Group,85
433,1990-03-10,Mar,1990.0,Lower Lee Group,82
434,1990-03-11,Mar,1990.0,Lower Lee Group,81
435,1990-03-12,Mar,1990.0,Lower Lee Group,81
436,1990-03-13,Mar,1990.0,Lower Lee Group,81
437,1990-03-14,Mar,1990.0,Lower Lee Group,80
438,1990-03-15,Mar,1990.0,Lower Lee Group,83
439,1990-03-16,Mar,1990.0,Lower Lee Group,81
440,1990-03-17,Mar,1990.0,Lower Lee Group,81
441,1990-03-18,Mar,1990.0,Lower Lee Group,81
442,1990-03-19,Mar,1990.0,Lower Lee Group,81
443,1990-03-20,Mar,1990.0,Lower Lee Group,82
444,1990-03-21,Mar,1990.0,Lower Lee Group,82
445,1990-03-22,Mar,1990.0,Lower Lee Group,83
446,1990-03-23,Mar,1990.0,Lower Lee Group,83
447,1990-03-24,Mar,1990.0,Lower Lee Group,84
448,1990-03-25,Mar,1990.0,Lower Lee Group,84
449,1990-03-26,Mar,1990.0,Lower Lee Group,84
450,1990-03-27,Mar,1990.0,Lower Lee Group,84
451,1990-03-28,Mar,1990.0,Lower Lee Group,85
452,1990-03-29,Mar,1990.0,Lower Lee Group,85
453,1990-03-30,Mar,1990.0,Lower Lee Group,85
454,1990-03-31,Mar,1990.0,Lower Lee Group,85
455,1990-04-01,Apr,1990.0,Lower Lee Group,85
456,1990-04-02,Apr,1990.0,Lower Lee Group,85
457,1990-04-03,Apr,1990.0,Lower Lee Group,86
458,1990-04-04,Apr,1990.0,Lower Lee Group,86
459,1990-04-05,Apr,1990.0,Lower Lee Group,86
460,1990-04-06,Apr,1990.0,Lower Lee Group,85
461,1990-04-07,Apr,1990.0,Lower Lee Group,85
462,1990-04-08,Apr,1990.0,Lower Lee Group,84
463,1990-04-09,Apr,1990.0,Lower Lee Group,84
464,1990-04-10,Apr,1990.0,Lower Lee Group,84
465,1990-04-11,Apr,1990.0,Lower Lee Group,83
466,1990-04-12,Apr,1990.0,Lower Lee Group,83
467,1990-04-13,Apr,1990.0,Lower Lee Group,83
468,1990-04-14,Apr,1990.0,Lower Lee Group,83
469,1990-04-15,Apr,1990.0,Lower Lee Group,83
470,1990-04-16,Apr,1990.0,Lower Lee Group,83
471,1990-04-17,Apr,1990.0,Lower Lee Group,83
472,1990-04-18,Apr,1990.0,Lower Lee Group,83
473,1990-04-19,Apr,1990.0,Lower Lee Group,83
474,1990-04-20,Apr,1990.0,Lower Lee Group,82
475,1990-04-21,Apr,1990.0,Lower Lee Group,82
476,1990-04-22,Apr,1990.0,Lower Lee Group,82
477,1990-04-23,Apr,1990.0,Lower Lee Group,82
478,1990-04-24,Apr,1990.0,Lower Lee Group,82
479,1990-04-25,Apr,1990.0,Lower Lee Group,82
480,1990-04-26,Apr,1990.0,Lower Lee Group,81
481,1990-04-27,Apr,1990.0,Lower Lee Group,81
482,1990-04-28,Apr,1990.0,Lower Lee Group,81
483,1990-04-29,Apr,1990.0,Lower Lee Group,80
