,Date,Month,Year,Reservoir,Percent Capacity
3812,1999-06-10,Jun,1999.0,Lower Lee Group,80
3813,1999-06-11,Jun,1999.0,Lower Lee Group,81
3814,1999-06-12,Jun,1999.0,Lower Lee Group,81
3815,1999-06-13,Jun,1999.0,Lower Lee Group,80
3816,1999-06-14,Jun,1999.0,Lower Lee Group,80
3817,1999-06-15,Jun,1999.0,Lower Lee Group,79
3818,1999-06-16,Jun,1999.0,Lower Lee Group,79
3819,1999-06-17,Jun,1999.0,Lower Lee Group,79
3820,1999-06-18,Jun,1999.0,Lower Lee Group,79
3821,1999-06-19,Jun,1999.0,Lower Lee Group,79
3822,1999-06-20,Jun,1999.0,Lower Lee Group,79
3823,1999-06-21,Jun,1999.0,Lower Lee Group,79
3824,1999-06-22,Jun,1999.0,Lower Lee Group,80
3825,1999-06-23,Jun,1999.0,Lower Lee Group,81
3826,1999-06-24,Jun,1999.0,Lower Lee Group,80
3827,1999-06-25,Jun,1999.0,Lower Lee Group,80
3828,1999-06-26,Jun,1999.0,Lower Lee Group,80
3829,1999-06-27,Jun,1999.0,Lower Lee Group,80
3830,1999-06-28,Jun,1999.0,Lower Lee Group,80
3831,1999-06-29,Jun,1999.0,Lower Lee Group,81
3832,1999-06-30,Jun,1999.0,Lower Lee Group,82
3833,1999-07-01,Jul,1999.0,Lower Lee Group,82
3834,1999-07-02,Jul,1999.0,Lower Lee Group,83
3835,1999-07-03,Jul,1999.0,Lower Lee Group,84
3836,1999-07-04,Jul,1999.0,Lower Lee Group,86
3837,1999-07-05,Jul,1999.0,Lower Lee Group,87
3838,1999-07-06,Jul,1999.0,Lower Lee Group,88
3839,1999-07-07,Jul,1999.0,Lower Lee Group,88
3840,1999-07-08,Jul,1999.0,Lower Lee Group,89
3841,1999-07-09,Jul,1999.0,Lower Lee Group,89
3842,1999-07-10,Jul,1999.0,Lower Lee Group,89
3843,1999-07-11,Jul,1999.0,Lower Lee Group,89
3844,1999-07-12,Jul,1999.0,Lower Lee Group,89
3845,1999-07-13,Jul,1999.0,Lower Lee Group,89
3846,1999-07-14,Jul,1999.0,Lower Lee Group,89
3847,1999-07-15,Jul,1999.0,Lower Lee Group,89
3848,1999-07-16,Jul,1999.0,Lower Lee Group,89
3849,1999-07-17,Jul,1999.0,Lower Lee Group,89
3850,1999-07-18,Jul,1999.0,Lower Lee Group,89
3851,1999-07-19,Jul,1999.0,Lower Lee Group,89
3852,1999-07-20,Jul,1999.0,Lower Lee Group,88
3853,1999-07-21,Jul,1999.0,Lower Lee Group,88
3854,1999-07-22,Jul,1999.0,Lower Lee Group,88
3855,1999-07-23,Jul,1999.0,Lower Lee Group,88
3856,1999-07-24,Jul,1999.0,Lower Lee Group,88
3857,1999-07-25,Jul,1999.0,Lower Lee Group,88
3858,1999-07-26,Jul,1999.0,Lower Lee Group,87
3859,1999-07-27,Jul,1999.0,Lower Lee Group,87
3860,1999-07-28,Jul,1999.0,Lower Lee Group,87
3861,1999-07-29,Jul,1999.0,Lower Lee Group,86
3862,1999-07-30,Jul,1999.0,Lower Lee Group,85
3863,1999-07-31,Jul,1999.0,Lower Lee Group,85
3864,1999-08-01,Aug,1999.0,Lower Lee Group,84
3865,1999-08-02,Aug,1999.0,Lower Lee Group,84
3866,1999-08-03,Aug,1999.0,Lower Lee Group,83
3867,1999-08-04,Aug,1999.0,Lower Lee Group,82
3868,1999-08-05,Aug,1999.0,Lower Lee Group,83
3869,1999-08-06,Aug,1999.0,Lower Lee Group,82
3870,1999-08-07,Aug,1999.0,Lower Lee Group,83
3871,1999-08-08,Aug,1999.0,Lower Lee Group,83
3872,1999-08-09,Aug,1999.0,Lower Lee Group,84
3873,1999-08-10,Aug,1999.0,Lower Lee Group,84
3874,1999-08-11,Aug,1999.0,Lower Lee Group,86
3875,1999-08-12,Aug,1999.0,Lower Lee Group,87
3876,1999-08-13,Aug,1999.0,Lower Lee Group,87
3877,1999-08-14,Aug,1999.0,Lower Lee Group,87
3878,1999-08-15,Aug,1999.0,Lower Lee Group,87
3879,1999-08-16,Aug,1999.0,Lower Lee Group,87
3880,1999-08-17,Aug,1999.0,Lower Lee Group,87
3881,1999-08-18,Aug,1999.0,Lower Lee Group,87
3882,1999-08-19,Aug,1999.0,Lower Lee Group,88
3883,1999-08-20,Aug,1999.0,Lower Lee Group,88
3884,1999-08-21,Aug,1999.0,Lower Lee Group,88
3885,1999-08-22,Aug,1999.0,Lower Lee Group,87
3886,1999-08-23,Aug,1999.0,Lower Lee Group,87
3887,1999-08-24,Aug,1999.0,Lower Lee Group,86
3888,1999-08-25,Aug,1999.0,Lower Lee Group,85
3889,1999-08-26,Aug,1999.0,Lower Lee Group,86
3890,1999-08-27,Aug,1999.0,Lower Lee Group,85
3891,1999-08-28,Aug,1999.0,Lower Lee Group,85
3892,1999-08-29,Aug,1999.0,Lower Lee Group,85
3893,1999-08-30,Aug,1999.0,Lower Lee Group,84
3894,1999-08-31,Aug,1999.0,Lower Lee Group,83
3895,1999-09-01,Sep,1999.0,Lower Lee Group,83
3896,1999-09-02,Sep,1999.0,Lower Lee Group,82
3897,1999-09-03,Sep,1999.0,Lower Lee Group,82
3898,1999-09-04,Sep,1999.0,Lower Lee Group,81
3899,1999-09-05,Sep,1999.0,Lower Lee Group,81
3900,1999-09-06,Sep,1999.0,Lower Lee Group,80
3901,1999-09-07,Sep,1999.0,Lower Lee Group,80
3902,1999-09-08,Sep,1999.0,Lower Lee Group,79
3903,1999-09-09,Sep,1999.0,Lower Lee Group,79
3904,1999-09-10,Sep,1999.0,Lower Lee Group,78
3905,1999-09-11,Sep,1999.0,Lower Lee Group,77
3906,1999-09-12,Sep,1999.0,Lower Lee Group,77
3907,1999-09-13,Sep,1999.0,Lower Lee Group,76
3908,1999-09-14,Sep,1999.0,Lower Lee Group,75
3909,1999-09-15,Sep,1999.0,Lower Lee Group,75
3910,1999-09-16,Sep,1999.0,Lower Lee Group,74
3911,1999-09-17,Sep,1999.0,Lower Lee Group,74
3912,1999-09-18,Sep,1999.0,Lower Lee Group,73
3913,1999-09-19,Sep,1999.0,Lower Lee Group,73
3914,1999-09-20,Sep,1999.0,Lower Lee Group,71
3915,1999-09-21,Sep,1999.0,Lower Lee Group,72
3916,1999-09-22,Sep,1999.0,Lower Lee Group,72
3917,1999-09-23,Sep,1999.0,Lower Lee Group,71
3918,1999-09-24,Sep,1999.0,Lower Lee Group,71
3919,1999-09-25,Sep,1999.0,Lower Lee Group,70
3920,1999-09-26,Sep,1999.0,Lower Lee Group,69
3921,1999-09-27,Sep,1999.0,Lower Lee Group,68
3922,1999-09-28,Sep,1999.0,Lower Lee Group,68
3923,1999-09-29,Sep,1999.0,Lower Lee Group,68
3924,1999-09-30,Sep,1999.0,Lower Lee Group,66
3925,1999-10-01,Oct,1999.0,Lower Lee Group,66
3926,1999-10-02,Oct,1999.0,Lower Lee Group,66
3927,1999-10-03,Oct,1999.0,Lower Lee Group,65
3928,1999-10-04,Oct,1999.0,Lower Lee Group,65
3929,1999-10-05,Oct,1999.0,Lower Lee Group,65
3930,1999-10-06,Oct,1999.0,Lower Lee Group,64
3931,1999-10-07,Oct,1999.0,Lower Lee Group,64
3932,1999-10-08,Oct,1999.0,Lower Lee Group,63
3933,1999-10-09,Oct,1999.0,Lower Lee Group,63
3934,1999-10-10,Oct,1999.0,Lower Lee Group,61
3935,1999-10-11,Oct,1999.0,Lower Lee Group,60
3936,1999-10-12,Oct,1999.0,Lower Lee Group,60
3937,1999-10-13,Oct,1999.0,Lower Lee Group,59
3938,1999-10-14,Oct,1999.0,Lower Lee Group,58
3939,1999-10-15,Oct,1999.0,Lower Lee Group,59
3940,1999-10-16,Oct,1999.0,Lower Lee Group,58
3941,1999-10-17,Oct,1999.0,Lower Lee Group,58
3942,1999-10-18,Oct,1999.0,Lower Lee Group,59
3943,1999-10-19,Oct,1999.0,Lower Lee Group,59
3944,1999-10-20,Oct,1999.0,Lower Lee Group,59
3945,1999-10-21,Oct,1999.0,Lower Lee Group,59
3946,1999-10-22,Oct,1999.0,Lower Lee Group,59
3947,1999-10-23,Oct,1999.0,Lower Lee Group,59
3948,1999-10-24,Oct,1999.0,Lower Lee Group,60
3949,1999-10-25,Oct,1999.0,Lower Lee Group,59
3950,1999-10-26,Oct,1999.0,Lower Lee Group,61
3951,1999-10-27,Oct,1999.0,Lower Lee Group,62
3952,1999-10-28,Oct,1999.0,Lower Lee Group,62
3953,1999-10-29,Oct,1999.0,Lower Lee Group,63
3954,1999-10-30,Oct,1999.0,Lower Lee Group,63
3955,1999-10-31,Oct,1999.0,Lower Lee Group,64
3956,1999-11-01,Nov,1999.0,Lower Lee Group,64
3957,1999-11-02,Nov,1999.0,Lower Lee Group,64
3958,1999-11-03,Nov,1999.0,Lower Lee Group,64
3959,1999-11-04,Nov,1999.0,Lower Lee Group,65
3960,1999-11-05,Nov,1999.0,Lower Lee Group,65
3961,1999-11-06,Nov,1999.0,Lower Lee Group,65
3962,1999-11-07,Nov,1999.0,Lower Lee Group,66
3963,1999-11-08,Nov,1999.0,Lower Lee Group,65
3964,1999-11-09,Nov,1999.0,Lower Lee Group,66
3965,1999-11-10,Nov,1999.0,Lower Lee Group,66
3966,1999-11-11,Nov,1999.0,Lower Lee Group,66
3967,1999-11-12,Nov,1999.0,Lower Lee Group,66
3968,1999-11-13,Nov,1999.0,Lower Lee Group,67
3969,1999-11-14,Nov,1999.0,Lower Lee Group,67
3970,1999-11-15,Nov,1999.0,Lower Lee Group,67
3971,1999-11-16,Nov,1999.0,Lower Lee Group,67
3972,1999-11-17,Nov,1999.0,Lower Lee Group,67
3973,1999-11-18,Nov,1999.0,Lower Lee Group,67
3974,1999-11-19,Nov,1999.0,Lower Lee Group,67
3975,1999-11-20,Nov,1999.0,Lower Lee Group,68
3976,1999-11-21,Nov,1999.0,Lower Lee Group,68
3977,1999-11-22,Nov,1999.0,Lower Lee Group,68
3978,1999-11-23,Nov,1999.0,Lower Lee Group,69
3979,1999-11-24,Nov,1999.0,Lower Lee Group,69
3980,1999-11-25,Nov,1999.0,Lower Lee Group,69
3981,1999-11-26,Nov,1999.0,Lower Lee Group,69
3982,1999-11-27,Nov,1999.0,Lower Lee Group,69
3983,1999-11-28,Nov,1999.0,Lower Lee Group,69
3984,1999-11-29,Nov,1999.0,Lower Lee Group,70
3985,1999-11-30,Nov,1999.0,Lower Lee Group,70
3986,1999-12-01,Dec,1999.0,Lower Lee Group,71
3987,1999-12-02,Dec,1999.0,Lower Lee Group,71
3988,1999-12-03,Dec,1999.0,Lower Lee Group,72
3989,1999-12-04,Dec,1999.0,Lower Lee Group,72
3990,1999-12-05,Dec,1999.0,Lower Lee Group,72
3991,1999-12-06,Dec,1999.0,Lower Lee Group,73
3992,1999-12-07,Dec,1999.0,Lower Lee Group,73
3993,1999-12-08,Dec,1999.0,Lower Lee Group,73
3994,1999-12-09,Dec,1999.0,Lower Lee Group,73
3995,1999-12-10,Dec,1999.0,Lower Lee Group,74
3996,1999-12-11,Dec,1999.0,Lower Lee Group,74
3997,1999-12-12,Dec,1999.0,Lower Lee Group,76
3998,1999-12-13,Dec,1999.0,Lower Lee Group,76
3999,1999-12-14,Dec,1999.0,Lower Lee Group,79
4000,1999-12-15,Dec,1999.0,Lower Lee Group,80
4001,1999-12-16,Dec,1999.0,Lower Lee Group,81
4002,1999-12-17,Dec,1999.0,Lower Lee Group,81
4003,1999-12-18,Dec,1999.0,Lower Lee Group,82
4004,1999-12-19,Dec,1999.0,Lower Lee Group,83
4005,1999-12-20,Dec,1999.0,Lower Lee Group,84
4006,1999-12-21,Dec,1999.0,Lower Lee Group,85
4007,1999-12-22,Dec,1999.0,Lower Lee Group,85
4008,1999-12-23,Dec,1999.0,Lower Lee Group,86
4009,1999-12-24,Dec,1999.0,Lower Lee Group,88
4010,1999-12-25,Dec,1999.0,Lower Lee Group,89
4011,1999-12-26,Dec,1999.0,Lower Lee Group,89
4012,1999-12-27,Dec,1999.0,Lower Lee Group,91
4013,1999-12-28,Dec,1999.0,Lower Lee Group,93
4014,1999-12-29,Dec,1999.0,Lower Lee Group,94
4015,1999-12-30,Dec,1999.0,Lower Lee Group,94
4016,1999-12-31,Dec,1999.0,Lower Lee Group,95
4017,2000-01-01,Jan,2000.0,Lower Lee Group,95
4018,2000-01-02,Jan,2000.0,Lower Lee Group,93
4019,2000-01-03,Jan,2000.0,Lower Lee Group,92
4020,2000-01-04,Jan,2000.0,Lower Lee Group,91
4021,2000-01-05,Jan,2000.0,Lower Lee Group,89
4022,2000-01-06,Jan,2000.0,Lower Lee Group,89
4023,2000-01-07,Jan,2000.0,Lower Lee Group,91
4024,2000-01-08,Jan,2000.0,Lower Lee Group,91
4025,2000-01-09,Jan,2000.0,Lower Lee Group,91
4026,2000-01-10,Jan,2000.0,Lower Lee Group,91
4027,2000-01-11,Jan,2000.0,Lower Lee Group,91
4028,2000-01-12,Jan,2000.0,Lower Lee Group,91
4029,2000-01-13,Jan,2000.0,Lower Lee Group,91
4030,2000-01-14,Jan,2000.0,Lower Lee Group,91
4031,2000-01-15,Jan,2000.0,Lower Lee Group,92
4032,2000-01-16,Jan,2000.0,Lower Lee Group,92
4033,2000-01-17,Jan,2000.0,Lower Lee Group,92
4034,2000-01-18,Jan,2000.0,Lower Lee Group,92
4035,2000-01-19,Jan,2000.0,Lower Lee Group,92
4036,2000-01-20,Jan,2000.0,Lower Lee Group,92
4037,2000-01-21,Jan,2000.0,Lower Lee Group,92
4038,2000-01-22,Jan,2000.0,Lower Lee Group,92
4039,2000-01-23,Jan,2000.0,Lower Lee Group,92
4040,2000-01-24,Jan,2000.0,Lower Lee Group,92
4041,2000-01-25,Jan,2000.0,Lower Lee Group,92
4042,2000-01-26,Jan,2000.0,Lower Lee Group,92
4043,2000-01-27,Jan,2000.0,Lower Lee Group,92
4044,2000-01-28,Jan,2000.0,Lower Lee Group,93
4045,2000-01-29,Jan,2000.0,Lower Lee Group,93
4046,2000-01-30,Jan,2000.0,Lower Lee Group,94
4047,2000-01-31,Jan,2000.0,Lower Lee Group,94
4048,2000-02-01,Feb,2000.0,Lower Lee Group,94
4049,2000-02-02,Feb,2000.0,Lower Lee Group,95
4050,2000-02-03,Feb,2000.0,Lower Lee Group,95
4051,2000-02-04,Feb,2000.0,Lower Lee Group,96
4052,2000-02-05,Feb,2000.0,Lower Lee Group,96
4053,2000-02-06,Feb,2000.0,Lower Lee Group,96
4054,2000-02-07,Feb,2000.0,Lower Lee Group,96
4055,2000-02-08,Feb,2000.0,Lower Lee Group,96
4056,2000-02-09,Feb,2000.0,Lower Lee Group,96
4057,2000-02-10,Feb,2000.0,Lower Lee Group,96
4058,2000-02-11,Feb,2000.0,Lower Lee Group,96
4059,2000-02-12,Feb,2000.0,Lower Lee Group,96
4060,2000-02-13,Feb,2000.0,Lower Lee Group,96
4061,2000-02-14,Feb,2000.0,Lower Lee Group,96
4062,2000-02-15,Feb,2000.0,Lower Lee Group,96
4063,2000-02-16,Feb,2000.0,Lower Lee Group,96
4064,2000-02-17,Feb,2000.0,Lower Lee Group,96
4065,2000-02-18,Feb,2000.0,Lower Lee Group,96
4066,2000-02-19,Feb,2000.0,Lower Lee Group,97
4067,2000-02-20,Feb,2000.0,Lower Lee Group,98
4068,2000-02-21,Feb,2000.0,Lower Lee Group,98
4069,2000-02-22,Feb,2000.0,Lower Lee Group,98
4070,2000-02-23,Feb,2000.0,Lower Lee Group,98
4071,2000-02-24,Feb,2000.0,Lower Lee Group,98
4072,2000-02-25,Feb,2000.0,Lower Lee Group,98
4073,2000-02-26,Feb,2000.0,Lower Lee Group,98
4074,2000-02-27,Feb,2000.0,Lower Lee Group,98
4075,2000-02-28,Feb,2000.0,Lower Lee Group,97
4076,2000-02-29,Feb,2000.0,Lower Lee Group,97
4077,2000-03-01,Mar,2000.0,Lower Lee Group,97
4078,2000-03-02,Mar,2000.0,Lower Lee Group,97
4079,2000-03-03,Mar,2000.0,Lower Lee Group,97
4080,2000-03-04,Mar,2000.0,Lower Lee Group,97
4081,2000-03-05,Mar,2000.0,Lower Lee Group,98
4082,2000-03-06,Mar,2000.0,Lower Lee Group,99
4083,2000-03-07,Mar,2000.0,Lower Lee Group,98
4084,2000-03-08,Mar,2000.0,Lower Lee Group,98
4085,2000-03-09,Mar,2000.0,Lower Lee Group,96
4086,2000-03-10,Mar,2000.0,Lower Lee Group,96
4087,2000-03-11,Mar,2000.0,Lower Lee Group,95
4088,2000-03-12,Mar,2000.0,Lower Lee Group,95
4089,2000-03-13,Mar,2000.0,Lower Lee Group,95
4090,2000-03-14,Mar,2000.0,Lower Lee Group,95
4091,2000-03-15,Mar,2000.0,Lower Lee Group,95
4092,2000-03-16,Mar,2000.0,Lower Lee Group,95
4093,2000-03-17,Mar,2000.0,Lower Lee Group,95
4094,2000-03-18,Mar,2000.0,Lower Lee Group,94
4095,2000-03-19,Mar,2000.0,Lower Lee Group,94
4096,2000-03-20,Mar,2000.0,Lower Lee Group,94
4097,2000-03-21,Mar,2000.0,Lower Lee Group,95
4098,2000-03-22,Mar,2000.0,Lower Lee Group,94
4099,2000-03-23,Mar,2000.0,Lower Lee Group,94
4100,2000-03-24,Mar,2000.0,Lower Lee Group,94
4101,2000-03-25,Mar,2000.0,Lower Lee Group,94
4102,2000-03-26,Mar,2000.0,Lower Lee Group,94
4103,2000-03-27,Mar,2000.0,Lower Lee Group,94
4104,2000-03-28,Mar,2000.0,Lower Lee Group,94
4105,2000-03-29,Mar,2000.0,Lower Lee Group,94
4106,2000-03-30,Mar,2000.0,Lower Lee Group,94
4107,2000-03-31,Mar,2000.0,Lower Lee Group,94
4108,2000-04-01,Apr,2000.0,Lower Lee Group,94
4109,2000-04-02,Apr,2000.0,Lower Lee Group,95
4110,2000-04-03,Apr,2000.0,Lower Lee Group,94
4111,2000-04-04,Apr,2000.0,Lower Lee Group,95
4112,2000-04-05,Apr,2000.0,Lower Lee Group,95
4113,2000-04-06,Apr,2000.0,Lower Lee Group,96
4114,2000-04-07,Apr,2000.0,Lower Lee Group,96
4115,2000-04-08,Apr,2000.0,Lower Lee Group,96
4116,2000-04-09,Apr,2000.0,Lower Lee Group,97
4117,2000-04-10,Apr,2000.0,Lower Lee Group,97
4118,2000-04-11,Apr,2000.0,Lower Lee Group,97
4119,2000-04-12,Apr,2000.0,Lower Lee Group,97
4120,2000-04-13,Apr,2000.0,Lower Lee Group,98
4121,2000-04-14,Apr,2000.0,Lower Lee Group,99
4122,2000-04-15,Apr,2000.0,Lower Lee Group,99
4123,2000-04-16,Apr,2000.0,Lower Lee Group,99
4124,2000-04-17,Apr,2000.0,Lower Lee Group,98
4125,2000-04-18,Apr,2000.0,Lower Lee Group,98
4126,2000-04-19,Apr,2000.0,Lower Lee Group,98
4127,2000-04-20,Apr,2000.0,Lower Lee Group,98
4128,2000-04-21,Apr,2000.0,Lower Lee Group,98
4129,2000-04-22,Apr,2000.0,Lower Lee Group,98
4130,2000-04-23,Apr,2000.0,Lower Lee Group,99
4131,2000-04-24,Apr,2000.0,Lower Lee Group,98
4132,2000-04-25,Apr,2000.0,Lower Lee Group,97
4133,2000-04-26,Apr,2000.0,Lower Lee Group,98
4134,2000-04-27,Apr,2000.0,Lower Lee Group,98
4135,2000-04-28,Apr,2000.0,Lower Lee Group,98
4136,2000-04-29,Apr,2000.0,Lower Lee Group,98
4137,2000-04-30,Apr,2000.0,Lower Lee Group,98
4138,2000-05-01,May,2000.0,Lower Lee Group,98
4139,2000-05-02,May,2000.0,Lower Lee Group,99
4140,2000-05-03,May,2000.0,Lower Lee Group,98
4141,2000-05-04,May,2000.0,Lower Lee Group,98
4142,2000-05-05,May,2000.0,Lower Lee Group,98
4143,2000-05-06,May,2000.0,Lower Lee Group,97
4144,2000-05-07,May,2000.0,Lower Lee Group,98
4145,2000-05-08,May,2000.0,Lower Lee Group,98
4146,2000-05-09,May,2000.0,Lower Lee Group,98
4147,2000-05-10,May,2000.0,Lower Lee Group,98
4148,2000-05-11,May,2000.0,Lower Lee Group,98
4149,2000-05-12,May,2000.0,Lower Lee Group,97
4150,2000-05-13,May,2000.0,Lower Lee Group,95
4151,2000-05-14,May,2000.0,Lower Lee Group,94
4152,2000-05-15,May,2000.0,Lower Lee Group,92
4153,2000-05-16,May,2000.0,Lower Lee Group,94
4154,2000-05-17,May,2000.0,Lower Lee Group,94
4155,2000-05-18,May,2000.0,Lower Lee Group,94
4156,2000-05-19,May,2000.0,Lower Lee Group,93
4157,2000-05-20,May,2000.0,Lower Lee Group,92
4158,2000-05-21,May,2000.0,Lower Lee Group,92
4159,2000-05-22,May,2000.0,Lower Lee Group,91
4160,2000-05-23,May,2000.0,Lower Lee Group,91
4161,2000-05-24,May,2000.0,Lower Lee Group,90
4162,2000-05-25,May,2000.0,Lower Lee Group,90
4163,2000-05-26,May,2000.0,Lower Lee Group,90
4164,2000-05-27,May,2000.0,Lower Lee Group,89
4165,2000-05-28,May,2000.0,Lower Lee Group,89
4166,2000-05-29,May,2000.0,Lower Lee Group,88
4167,2000-05-30,May,2000.0,Lower Lee Group,87
4168,2000-05-31,May,2000.0,Lower Lee Group,87
4169,2000-06-01,Jun,2000.0,Lower Lee Group,88
4170,2000-06-02,Jun,2000.0,Lower Lee Group,88
4171,2000-06-03,Jun,2000.0,Lower Lee Group,89
4172,2000-06-04,Jun,2000.0,Lower Lee Group,89
4173,2000-06-05,Jun,2000.0,Lower Lee Group,90
4174,2000-06-06,Jun,2000.0,Lower Lee Group,90
4175,2000-06-07,Jun,2000.0,Lower Lee Group,90
4176,2000-06-08,Jun,2000.0,Lower Lee Group,89
4177,2000-06-09,Jun,2000.0,Lower Lee Group,89
4178,2000-06-10,Jun,2000.0,Lower Lee Group,89
4179,2000-06-11,Jun,2000.0,Lower Lee Group,89
4180,2000-06-12,Jun,2000.0,Lower Lee Group,89
4181,2000-06-13,Jun,2000.0,Lower Lee Group,89
4182,2000-06-14,Jun,2000.0,Lower Lee Group,89
4183,2000-06-15,Jun,2000.0,Lower Lee Group,88
4184,2000-06-16,Jun,2000.0,Lower Lee Group,89
4185,2000-06-17,Jun,2000.0,Lower Lee Group,88
4186,2000-06-18,Jun,2000.0,Lower Lee Group,88
4187,2000-06-19,Jun,2000.0,Lower Lee Group,88
4188,2000-06-20,Jun,2000.0,Lower Lee Group,88
4189,2000-06-21,Jun,2000.0,Lower Lee Group,88
4190,2000-06-22,Jun,2000.0,Lower Lee Group,88
4191,2000-06-23,Jun,2000.0,Lower Lee Group,88
4192,2000-06-24,Jun,2000.0,Lower Lee Group,88
4193,2000-06-25,Jun,2000.0,Lower Lee Group,88
4194,2000-06-26,Jun,2000.0,Lower Lee Group,88
4195,2000-06-27,Jun,2000.0,Lower Lee Group,88
4196,2000-06-28,Jun,2000.0,Lower Lee Group,87
4197,2000-06-29,Jun,2000.0,Lower Lee Group,87
4198,2000-06-30,Jun,2000.0,Lower Lee Group,87
4199,2000-07-01,Jul,2000.0,Lower Lee Group,87
4200,2000-07-02,Jul,2000.0,Lower Lee Group,86
4201,2000-07-03,Jul,2000.0,Lower Lee Group,86
4202,2000-07-04,Jul,2000.0,Lower Lee Group,86
4203,2000-07-05,Jul,2000.0,Lower Lee Group,86
4204,2000-07-06,Jul,2000.0,Lower Lee Group,86
4205,2000-07-07,Jul,2000.0,Lower Lee Group,86
4206,2000-07-08,Jul,2000.0,Lower Lee Group,86
4207,2000-07-09,Jul,2000.0,Lower Lee Group,87
4208,2000-07-10,Jul,2000.0,Lower Lee Group,87
4209,2000-07-11,Jul,2000.0,Lower Lee Group,88
4210,2000-07-12,Jul,2000.0,Lower Lee Group,88
4211,2000-07-13,Jul,2000.0,Lower Lee Group,89
4212,2000-07-14,Jul,2000.0,Lower Lee Group,90
4213,2000-07-15,Jul,2000.0,Lower Lee Group,90
4214,2000-07-16,Jul,2000.0,Lower Lee Group,90
4215,2000-07-17,Jul,2000.0,Lower Lee Group,90
4216,2000-07-18,Jul,2000.0,Lower Lee Group,90
4217,2000-07-19,Jul,2000.0,Lower Lee Group,90
4218,2000-07-20,Jul,2000.0,Lower Lee Group,90
4219,2000-07-21,Jul,2000.0,Lower Lee Group,89
4220,2000-07-22,Jul,2000.0,Lower Lee Group,90
4221,2000-07-23,Jul,2000.0,Lower Lee Group,89
4222,2000-07-24,Jul,2000.0,Lower Lee Group,89
4223,2000-07-25,Jul,2000.0,Lower Lee Group,89
4224,2000-07-26,Jul,2000.0,Lower Lee Group,89
4225,2000-07-27,Jul,2000.0,Lower Lee Group,89
4226,2000-07-28,Jul,2000.0,Lower Lee Group,88
4227,2000-07-29,Jul,2000.0,Lower Lee Group,89
4228,2000-07-30,Jul,2000.0,Lower Lee Group,88
4229,2000-07-31,Jul,2000.0,Lower Lee Group,88
4230,2000-08-01,Aug,2000.0,Lower Lee Group,88
4231,2000-08-02,Aug,2000.0,Lower Lee Group,88
4232,2000-08-03,Aug,2000.0,Lower Lee Group,88
4233,2000-08-04,Aug,2000.0,Lower Lee Group,87
4234,2000-08-05,Aug,2000.0,Lower Lee Group,86
4235,2000-08-06,Aug,2000.0,Lower Lee Group,86
4236,2000-08-07,Aug,2000.0,Lower Lee Group,85
4237,2000-08-08,Aug,2000.0,Lower Lee Group,84
4238,2000-08-09,Aug,2000.0,Lower Lee Group,84
4239,2000-08-10,Aug,2000.0,Lower Lee Group,84
4240,2000-08-11,Aug,2000.0,Lower Lee Group,85
4241,2000-08-12,Aug,2000.0,Lower Lee Group,85
4242,2000-08-13,Aug,2000.0,Lower Lee Group,85
4243,2000-08-14,Aug,2000.0,Lower Lee Group,84
4244,2000-08-15,Aug,2000.0,Lower Lee Group,85
4245,2000-08-16,Aug,2000.0,Lower Lee Group,85
4246,2000-08-17,Aug,2000.0,Lower Lee Group,85
4247,2000-08-18,Aug,2000.0,Lower Lee Group,84
4248,2000-08-19,Aug,2000.0,Lower Lee Group,84
4249,2000-08-20,Aug,2000.0,Lower Lee Group,84
4250,2000-08-21,Aug,2000.0,Lower Lee Group,84
4251,2000-08-22,Aug,2000.0,Lower Lee Group,84
4252,2000-08-23,Aug,2000.0,Lower Lee Group,84
4253,2000-08-24,Aug,2000.0,Lower Lee Group,84
4254,2000-08-25,Aug,2000.0,Lower Lee Group,83
4255,2000-08-26,Aug,2000.0,Lower Lee Group,82
4256,2000-08-27,Aug,2000.0,Lower Lee Group,82
4257,2000-08-28,Aug,2000.0,Lower Lee Group,82
4258,2000-08-29,Aug,2000.0,Lower Lee Group,82
4259,2000-08-30,Aug,2000.0,Lower Lee Group,82
4260,2000-08-31,Aug,2000.0,Lower Lee Group,82
4261,2000-09-01,Sep,2000.0,Lower Lee Group,82
4262,2000-09-02,Sep,2000.0,Lower Lee Group,81
4263,2000-09-03,Sep,2000.0,Lower Lee Group,81
4264,2000-09-04,Sep,2000.0,Lower Lee Group,81
4265,2000-09-05,Sep,2000.0,Lower Lee Group,80
4266,2000-09-06,Sep,2000.0,Lower Lee Group,80
4267,2000-09-07,Sep,2000.0,Lower Lee Group,80
4268,2000-09-08,Sep,2000.0,Lower Lee Group,80
4269,2000-09-09,Sep,2000.0,Lower Lee Group,80
4270,2000-09-10,Sep,2000.0,Lower Lee Group,79
4271,2000-09-11,Sep,2000.0,Lower Lee Group,79
4272,2000-09-12,Sep,2000.0,Lower Lee Group,79
4273,2000-09-13,Sep,2000.0,Lower Lee Group,79
4274,2000-09-14,Sep,2000.0,Lower Lee Group,78
4275,2000-09-15,Sep,2000.0,Lower Lee Group,77
4276,2000-09-16,Sep,2000.0,Lower Lee Group,78
4277,2000-09-17,Sep,2000.0,Lower Lee Group,78
4278,2000-09-18,Sep,2000.0,Lower Lee Group,77
