Day,Number of Bicycle Hires,Month,Year,Weekday
20/01/2014,"21,218",1,2014,Sunday
21/01/2014,"21,756",1,2014,Monday
22/01/2014,"21,072",1,2014,Tuesday
23/01/2014,"20,020",1,2014,Wednesday
24/01/2014,"19,272",1,2014,Thursday
25/01/2014,"14,581",1,2014,Friday
26/01/2014,"7,033",1,2014,Saturday
27/01/2014,"18,285",1,2014,Sunday
28/01/2014,"19,939",1,2014,Monday
29/01/2014,"10,585",1,2014,Tuesday
30/01/2014,"17,052",1,2014,Wednesday
31/01/2014,"13,859",1,2014,Thursday
01/02/2014,"13,981",1,2014,Wednesday
02/02/2014,"15,924",2,2014,Saturday
03/02/2014,"20,370",3,2014,Saturday
04/02/2014,"21,217",4,2014,Tuesday
05/02/2014,"29,418",5,2014,Thursday
06/02/2014,"25,395",6,2014,Sunday
07/02/2014,"19,857",7,2014,Tuesday
08/02/2014,"10,928",8,2014,Friday
09/02/2014,"11,657",9,2014,Monday
10/02/2014,"19,278",10,2014,Wednesday
11/02/2014,"18,514",11,2014,Saturday
12/02/2014,"18,000",12,2014,Monday
13/02/2014,"20,954",2,2014,Wednesday
14/02/2014,"12,794",2,2014,Thursday
15/02/2014,"11,208",2,2014,Friday
16/02/2014,"18,484",2,2014,Saturday
17/02/2014,"19,013",2,2014,Sunday
18/02/2014,"19,484",2,2014,Monday
19/02/2014,"21,556",2,2014,Tuesday
20/02/2014,"19,396",2,2014,Wednesday
21/02/2014,"21,269",2,2014,Thursday
22/02/2014,"20,033",2,2014,Friday
23/02/2014,"13,680",2,2014,Saturday
24/02/2014,"21,469",2,2014,Sunday
25/02/2014,"20,713",2,2014,Monday
26/02/2014,"23,938",2,2014,Tuesday
27/02/2014,"20,629",2,2014,Wednesday
28/02/2014,"13,781",2,2014,Thursday
01/03/2014,"18,823",1,2014,Thursday
02/03/2014,"11,727",2,2014,Sunday
03/03/2014,"18,150",3,2014,Sunday
04/03/2014,"23,069",4,2014,Wednesday
05/03/2014,"25,102",5,2014,Friday
06/03/2014,"24,696",6,2014,Monday
07/03/2014,"24,385",7,2014,Wednesday
08/03/2014,"25,556",8,2014,Saturday
09/03/2014,"33,955",9,2014,Tuesday
10/03/2014,"24,347",10,2014,Thursday
11/03/2014,"23,871",11,2014,Sunday
12/03/2014,"27,173",12,2014,Tuesday
13/03/2014,"27,552",3,2014,Wednesday
14/03/2014,"28,134",3,2014,Thursday
15/03/2014,"29,664",3,2014,Friday
16/03/2014,"34,421",3,2014,Saturday
17/03/2014,"26,465",3,2014,Sunday
18/03/2014,"25,502",3,2014,Monday
19/03/2014,"26,719",3,2014,Tuesday
20/03/2014,"23,718",3,2014,Wednesday
21/03/2014,"23,821",3,2014,Thursday
22/03/2014,"19,091",3,2014,Friday
23/03/2014,"17,463",3,2014,Saturday
24/03/2014,"24,055",3,2014,Sunday
25/03/2014,"19,421",3,2014,Monday
26/03/2014,"20,493",3,2014,Tuesday
27/03/2014,"23,462",3,2014,Wednesday
28/03/2014,"24,198",3,2014,Thursday
29/03/2014,"29,511",3,2014,Friday
30/03/2014,"26,605",3,2014,Saturday
31/03/2014,"26,715",3,2014,Sunday
01/04/2014,"29,782",1,2014,Friday
02/04/2014,"28,876",2,2014,Monday
03/04/2014,"28,245",3,2014,Monday
04/04/2014,"27,401",4,2014,Thursday
05/04/2014,"25,648",5,2014,Saturday
06/04/2014,"16,387",6,2014,Tuesday
07/04/2014,"18,883",7,2014,Thursday
08/04/2014,"26,654",8,2014,Sunday
09/04/2014,"29,621",9,2014,Wednesday
10/04/2014,"29,229",10,2014,Friday
11/04/2014,"28,435",11,2014,Monday
12/04/2014,"25,706",12,2014,Wednesday
13/04/2014,"31,404",4,2014,Saturday
14/04/2014,"28,742",4,2014,Sunday
15/04/2014,"30,031",4,2014,Monday
16/04/2014,"30,934",4,2014,Tuesday
17/04/2014,"27,676",4,2014,Wednesday
18/04/2014,"22,152",4,2014,Thursday
19/04/2014,"21,424",4,2014,Friday
20/04/2014,"7,188",4,2014,Saturday
21/04/2014,"20,532",4,2014,Sunday
22/04/2014,"22,689",4,2014,Monday
23/04/2014,"27,102",4,2014,Tuesday
24/04/2014,"29,119",4,2014,Wednesday
25/04/2014,"20,400",4,2014,Thursday
26/04/2014,"25,195",4,2014,Friday
27/04/2014,"21,284",4,2014,Saturday
28/04/2014,"29,474",4,2014,Sunday
29/04/2014,"46,333",4,2014,Monday
30/04/2014,"49,025",4,2014,Tuesday
01/05/2014,"16,644",1,2014,Saturday
02/05/2014,"26,510",2,2014,Tuesday
03/05/2014,"31,534",3,2014,Tuesday
04/05/2014,"33,030",4,2014,Friday
05/05/2014,"33,748",5,2014,Sunday
06/05/2014,"32,323",6,2014,Wednesday
07/05/2014,"28,802",7,2014,Friday
08/05/2014,"19,398",8,2014,Monday
09/05/2014,"30,131",9,2014,Thursday
10/05/2014,"19,373",10,2014,Saturday
11/05/2014,"17,645",11,2014,Tuesday
12/05/2014,"26,149",12,2014,Thursday
13/05/2014,"25,351",5,2014,Monday
14/05/2014,"34,122",5,2014,Tuesday
15/05/2014,"35,148",5,2014,Wednesday
16/05/2014,"36,268",5,2014,Thursday
17/05/2014,"38,147",5,2014,Friday
18/05/2014,"43,663",5,2014,Saturday
19/05/2014,"37,088",5,2014,Sunday
20/05/2014,"33,626",5,2014,Monday
21/05/2014,"34,437",5,2014,Tuesday
22/05/2014,"30,819",5,2014,Wednesday
23/05/2014,"30,556",5,2014,Thursday
24/05/2014,"18,723",5,2014,Friday
25/05/2014,"33,401",5,2014,Saturday
26/05/2014,"12,049",5,2014,Sunday
27/05/2014,"14,446",5,2014,Monday
28/05/2014,"21,978",5,2014,Tuesday
29/05/2014,"29,229",5,2014,Wednesday
30/05/2014,"31,331",5,2014,Thursday
31/05/2014,"35,040",5,2014,Friday
01/06/2014,"36,655",1,2014,Sunday
02/06/2014,"33,481",2,2014,Wednesday
03/06/2014,"29,332",3,2014,Wednesday
04/06/2014,"25,905",4,2014,Saturday
05/06/2014,"34,617",5,2014,Monday
06/06/2014,"37,440",6,2014,Thursday
07/06/2014,"29,919",7,2014,Saturday
08/06/2014,"44,415",8,2014,Tuesday
09/06/2014,"34,305",9,2014,Friday
10/06/2014,"40,128",10,2014,Sunday
11/06/2014,"39,582",11,2014,Wednesday
12/06/2014,"39,928",12,2014,Friday
13/06/2014,"40,036",6,2014,Thursday
14/06/2014,"32,758",6,2014,Friday
15/06/2014,"28,944",6,2014,Saturday
16/06/2014,"31,592",6,2014,Sunday
17/06/2014,"37,658",6,2014,Monday
18/06/2014,"35,431",6,2014,Tuesday
19/06/2014,"36,113",6,2014,Wednesday
20/06/2014,"36,924",6,2014,Thursday
21/06/2014,"42,463",6,2014,Friday
22/06/2014,"41,596",6,2014,Saturday
23/06/2014,"35,206",6,2014,Sunday
24/06/2014,"38,066",6,2014,Monday
25/06/2014,"39,623",6,2014,Tuesday
26/06/2014,"35,438",6,2014,Wednesday
27/06/2014,"35,912",6,2014,Thursday
28/06/2014,"20,199",6,2014,Friday
29/06/2014,"26,714",6,2014,Saturday
30/06/2014,"32,193",6,2014,Sunday
01/07/2014,"39,495",1,2014,Monday
02/07/2014,"40,878",2,2014,Thursday
03/07/2014,"43,116",3,2014,Thursday
04/07/2014,"38,316",4,2014,Sunday
05/07/2014,"27,332",5,2014,Tuesday
06/07/2014,"31,117",6,2014,Friday
07/07/2014,"36,191",7,2014,Sunday
08/07/2014,"35,107",8,2014,Wednesday
09/07/2014,"38,844",9,2014,Saturday
10/07/2014,"32,108",10,2014,Monday
11/07/2014,"27,618",11,2014,Thursday
12/07/2014,"38,331",12,2014,Saturday
13/07/2014,"33,227",7,2014,Saturday
14/07/2014,"38,450",7,2014,Sunday
15/07/2014,"40,888",7,2014,Monday
16/07/2014,"42,341",7,2014,Tuesday
17/07/2014,"42,404",7,2014,Wednesday
18/07/2014,"40,543",7,2014,Thursday
19/07/2014,"37,061",7,2014,Friday
20/07/2014,"34,379",7,2014,Saturday
21/07/2014,"38,499",7,2014,Sunday
22/07/2014,"42,928",7,2014,Monday
23/07/2014,"42,486",7,2014,Tuesday
24/07/2014,"42,412",7,2014,Wednesday
25/07/2014,"31,881",7,2014,Thursday
26/07/2014,"43,788",7,2014,Friday
27/07/2014,"39,917",7,2014,Saturday
28/07/2014,"36,203",7,2014,Sunday
29/07/2014,"42,308",7,2014,Monday
30/07/2014,"43,044",7,2014,Tuesday
31/07/2014,"41,970",7,2014,Wednesday
01/08/2014,"40,009",1,2014,Tuesday
02/08/2014,"38,046",2,2014,Friday
03/08/2014,"41,944",3,2014,Friday
04/08/2014,"39,856",4,2014,Monday
05/08/2014,"40,716",5,2014,Wednesday
06/08/2014,"38,665",6,2014,Saturday
07/08/2014,"42,491",7,2014,Monday
08/08/2014,"34,234",8,2014,Thursday
09/08/2014,"47,454",9,2014,Sunday
10/08/2014,"23,980",10,2014,Tuesday
11/08/2014,"31,725",11,2014,Friday
12/08/2014,"34,827",12,2014,Sunday
13/08/2014,"37,856",8,2014,Tuesday
14/08/2014,"27,185",8,2014,Wednesday
15/08/2014,"32,510",8,2014,Thursday
16/08/2014,"47,245",8,2014,Friday
17/08/2014,"39,952",8,2014,Saturday
18/08/2014,"30,784",8,2014,Sunday
19/08/2014,"35,332",8,2014,Monday
20/08/2014,"36,817",8,2014,Tuesday
21/08/2014,"33,236",8,2014,Wednesday
22/08/2014,"34,047",8,2014,Thursday
23/08/2014,"29,999",8,2014,Friday
24/08/2014,"30,962",8,2014,Saturday
25/08/2014,"6,175",8,2014,Sunday
26/08/2014,"18,448",8,2014,Monday
27/08/2014,"32,286",8,2014,Tuesday
28/08/2014,"31,842",8,2014,Wednesday
29/08/2014,"32,439",8,2014,Thursday
30/08/2014,"30,832",8,2014,Friday
31/08/2014,"33,312",8,2014,Saturday
01/09/2014,"27,455",1,2014,Wednesday
02/09/2014,"36,836",2,2014,Saturday
03/09/2014,"36,523",3,2014,Saturday
04/09/2014,"35,448",4,2014,Tuesday
05/09/2014,"35,013",5,2014,Thursday
06/09/2014,"33,434",6,2014,Sunday
07/09/2014,"34,248",7,2014,Tuesday
08/09/2014,"36,983",8,2014,Friday
09/09/2014,"37,674",9,2014,Monday
10/09/2014,"37,091",10,2014,Wednesday
11/09/2014,"35,303",11,2014,Saturday
12/09/2014,"37,144",12,2014,Monday
13/09/2014,"34,174",9,2014,Friday
14/09/2014,"31,770",9,2014,Saturday
15/09/2014,"36,629",9,2014,Sunday
16/09/2014,"37,535",9,2014,Monday
17/09/2014,"38,583",9,2014,Tuesday
18/09/2014,"38,442",9,2014,Wednesday
19/09/2014,"36,841",9,2014,Thursday
20/09/2014,"31,031",9,2014,Friday
21/09/2014,"33,334",9,2014,Saturday
22/09/2014,"35,178",9,2014,Sunday
23/09/2014,"36,460",9,2014,Monday
24/09/2014,"32,680",9,2014,Tuesday
25/09/2014,"35,367",9,2014,Wednesday
26/09/2014,"35,474",9,2014,Thursday
27/09/2014,"35,087",9,2014,Friday
28/09/2014,"37,873",9,2014,Saturday
29/09/2014,"31,701",9,2014,Sunday
30/09/2014,"37,373",9,2014,Monday
01/10/2014,"32,733",1,2014,Thursday
02/10/2014,"36,992",2,2014,Sunday
03/10/2014,"37,909",3,2014,Sunday
04/10/2014,"18,967",4,2014,Wednesday
05/10/2014,"33,082",5,2014,Friday
06/10/2014,"24,330",6,2014,Monday
07/10/2014,"31,465",7,2014,Wednesday
08/10/2014,"23,573",8,2014,Saturday
09/10/2014,"26,642",9,2014,Tuesday
10/10/2014,"32,510",10,2014,Thursday
11/10/2014,"30,498",11,2014,Sunday
12/10/2014,"23,063",12,2014,Tuesday
13/10/2014,"13,299",10,2014,Sunday
14/10/2014,"28,518",10,2014,Monday
15/10/2014,"25,424",10,2014,Tuesday
16/10/2014,"31,541",10,2014,Wednesday
17/10/2014,"32,770",10,2014,Thursday
18/10/2014,"28,951",10,2014,Friday
19/10/2014,"30,480",10,2014,Saturday
20/10/2014,"31,642",10,2014,Sunday
21/10/2014,"24,681",10,2014,Monday
22/10/2014,"30,642",10,2014,Tuesday
23/10/2014,"31,277",10,2014,Wednesday
24/10/2014,"29,144",10,2014,Thursday
25/10/2014,"30,053",10,2014,Friday
26/10/2014,"26,514",10,2014,Saturday
27/10/2014,"33,716",10,2014,Sunday
28/10/2014,"35,320",10,2014,Monday
29/10/2014,"23,281",10,2014,Tuesday
30/10/2014,"32,503",10,2014,Wednesday
31/10/2014,"36,478",10,2014,Thursday
01/11/2014,"31,912",1,2014,Friday
02/11/2014,"15,887",2,2014,Monday
03/11/2014,"22,347",3,2014,Monday
04/11/2014,"23,525",4,2014,Thursday
05/11/2014,"27,970",5,2014,Saturday
06/11/2014,"28,274",6,2014,Tuesday
07/11/2014,"26,779",7,2014,Thursday
08/11/2014,"17,473",8,2014,Sunday
09/11/2014,"24,099",9,2014,Wednesday
10/11/2014,"28,303",10,2014,Friday
11/11/2014,"28,993",11,2014,Monday
12/11/2014,"24,878",12,2014,Wednesday
13/11/2014,"27,839",11,2014,Wednesday
14/11/2014,"21,442",11,2014,Thursday
15/11/2014,"22,842",11,2014,Friday
16/11/2014,"17,849",11,2014,Saturday
17/11/2014,"21,398",11,2014,Sunday
18/11/2014,"26,094",11,2014,Monday
19/11/2014,"28,807",11,2014,Tuesday
20/11/2014,"29,068",11,2014,Wednesday
21/11/2014,"24,070",11,2014,Thursday
22/11/2014,"18,347",11,2014,Friday
23/11/2014,"6,030",11,2014,Saturday
24/11/2014,"25,884",11,2014,Sunday
25/11/2014,"24,359",11,2014,Monday
26/11/2014,"23,096",11,2014,Tuesday
27/11/2014,"26,765",11,2014,Wednesday
28/11/2014,"26,782",11,2014,Thursday
29/11/2014,"24,337",11,2014,Friday
30/11/2014,"19,998",11,2014,Saturday
01/12/2014,"24,983",1,2014,Saturday
02/12/2014,"21,614",2,2014,Tuesday
03/12/2014,"25,376",3,2014,Tuesday
04/12/2014,"19,993",4,2014,Friday
05/12/2014,"22,939",5,2014,Sunday
06/12/2014,"17,431",6,2014,Wednesday
07/12/2014,"12,789",7,2014,Friday
08/12/2014,"23,519",8,2014,Monday
09/12/2014,"23,925",9,2014,Thursday
10/12/2014,"25,028",10,2014,Saturday
11/12/2014,"23,028",11,2014,Tuesday
12/12/2014,"20,436",12,2014,Thursday
13/12/2014,"18,255",12,2014,Friday
14/12/2014,"14,441",12,2014,Saturday
15/12/2014,"22,940",12,2014,Sunday
16/12/2014,"23,087",12,2014,Monday
17/12/2014,"22,120",12,2014,Tuesday
18/12/2014,"23,196",12,2014,Wednesday
19/12/2014,"21,966",12,2014,Thursday
20/12/2014,"14,690",12,2014,Friday
21/12/2014,"11,802",12,2014,Saturday
22/12/2014,"18,552",12,2014,Sunday
23/12/2014,"16,551",12,2014,Monday
24/12/2014,"10,385",12,2014,Tuesday
25/12/2014,"39,145",12,2014,Wednesday
26/12/2014,"7,678",12,2014,Thursday
27/12/2014,"6,349",12,2014,Friday
28/12/2014,"9,293",12,2014,Saturday
29/12/2014,"12,411",12,2014,Sunday
30/12/2014,"13,120",12,2014,Monday
31/12/2014,"12,811",12,2014,Tuesday
01/01/2015,"9,615",1,2015,Wednesday
02/01/2015,"15,389",2,2015,Saturday
03/01/2015,"5,779",3,2015,Saturday
04/01/2015,"9,367",4,2015,Tuesday
05/01/2015,"20,566",5,2015,Thursday
06/01/2015,"20,765",6,2015,Sunday
07/01/2015,"22,504",7,2015,Tuesday
08/01/2015,"15,769",8,2015,Friday
09/01/2015,"22,285",9,2015,Monday
10/01/2015,"14,877",10,2015,Wednesday
11/01/2015,"14,738",11,2015,Saturday
12/01/2015,"17,354",12,2015,Monday
13/01/2015,"24,966",1,2015,Monday
14/01/2015,"23,767",1,2015,Tuesday
15/01/2015,"23,123",1,2015,Wednesday
16/01/2015,"22,894",1,2015,Thursday
17/01/2015,"15,443",1,2015,Friday
18/01/2015,"13,373",1,2015,Saturday
19/01/2015,"23,193",1,2015,Sunday
20/01/2015,"23,384",1,2015,Monday
21/01/2015,"22,987",1,2015,Tuesday
22/01/2015,"23,432",1,2015,Wednesday
23/01/2015,"22,093",1,2015,Thursday
24/01/2015,"17,748",1,2015,Friday
25/01/2015,"15,267",1,2015,Saturday
26/01/2015,"22,867",1,2015,Sunday
27/01/2015,"25,222",1,2015,Monday
28/01/2015,"21,685",1,2015,Tuesday
29/01/2015,"21,421",1,2015,Wednesday
30/01/2015,"21,405",1,2015,Thursday
31/01/2015,"10,385",1,2015,Friday
01/02/2015,"11,420",1,2015,Thursday
02/02/2015,"21,770",2,2015,Sunday
03/02/2015,"20,028",3,2015,Sunday
04/02/2015,"22,056",4,2015,Wednesday
05/02/2015,"21,396",5,2015,Friday
06/02/2015,"21,146",6,2015,Monday
07/02/2015,"13,324",7,2015,Wednesday
08/02/2015,"15,983",8,2015,Saturday
09/02/2015,"24,078",9,2015,Tuesday
10/02/2015,"24,399",10,2015,Thursday
11/02/2015,"23,870",11,2015,Sunday
12/02/2015,"23,429",12,2015,Tuesday
13/02/2015,"17,836",2,2015,Thursday
14/02/2015,"14,644",2,2015,Friday
15/02/2015,"17,253",2,2015,Saturday
16/02/2015,"16,548",2,2015,Sunday
17/02/2015,"25,288",2,2015,Monday
18/02/2015,"25,340",2,2015,Tuesday
19/02/2015,"17,081",2,2015,Wednesday
20/02/2015,"21,014",2,2015,Thursday
21/02/2015,"16,490",2,2015,Friday
22/02/2015,"9,214",2,2015,Saturday
23/02/2015,"21,857",2,2015,Sunday
24/02/2015,"23,758",2,2015,Monday
25/02/2015,"21,708",2,2015,Tuesday
26/02/2015,"20,131",2,2015,Wednesday
27/02/2015,"24,540",2,2015,Thursday
28/02/2015,"13,677",2,2015,Friday
01/03/2015,"15,817",1,2015,Friday
02/03/2015,"22,379",2,2015,Monday
03/03/2015,"24,001",3,2015,Monday
04/03/2015,"24,544",4,2015,Thursday
05/03/2015,"24,959",5,2015,Saturday
06/03/2015,"25,527",6,2015,Tuesday
07/03/2015,"27,754",7,2015,Thursday
08/03/2015,"20,207",8,2015,Sunday
09/03/2015,"24,230",9,2015,Wednesday
10/03/2015,"27,878",10,2015,Friday
11/03/2015,"27,610",11,2015,Monday
12/03/2015,"28,324",12,2015,Wednesday
13/03/2015,"25,840",3,2015,Thursday
14/03/2015,"18,270",3,2015,Friday
15/03/2015,"10,744",3,2015,Saturday
16/03/2015,"19,950",3,2015,Sunday
17/03/2015,"25,956",3,2015,Monday
18/03/2015,"26,618",3,2015,Tuesday
19/03/2015,"24,241",3,2015,Wednesday
20/03/2015,"25,424",3,2015,Thursday
21/03/2015,"16,304",3,2015,Friday
22/03/2015,"18,782",3,2015,Saturday
23/03/2015,"25,741",3,2015,Sunday
24/03/2015,"24,161",3,2015,Monday
25/03/2015,"25,779",3,2015,Tuesday
26/03/2015,"20,415",3,2015,Wednesday
27/03/2015,"26,567",3,2015,Thursday
28/03/2015,"19,242",3,2015,Friday
29/03/2015,"8,987",3,2015,Saturday
30/03/2015,"22,235",3,2015,Sunday
31/03/2015,"22,898",3,2015,Monday
01/04/2015,"23,677",1,2015,Saturday
02/04/2015,"22,818",2,2015,Tuesday
03/04/2015,"11,503",3,2015,Tuesday
04/04/2015,"13,828",4,2015,Friday
05/04/2015,"19,685",5,2015,Sunday
06/04/2015,"25,724",6,2015,Wednesday
07/04/2015,"29,525",7,2015,Friday
08/04/2015,"30,882",8,2015,Monday
09/04/2015,"31,671",9,2015,Thursday
10/04/2015,"32,299",10,2015,Saturday
11/04/2015,"25,415",11,2015,Tuesday
12/04/2015,"29,457",12,2015,Thursday
13/04/2015,"28,203",4,2015,Sunday
14/04/2015,"34,830",4,2015,Monday
15/04/2015,"37,709",4,2015,Tuesday
16/04/2015,"30,656",4,2015,Wednesday
17/04/2015,"30,001",4,2015,Thursday
18/04/2015,"29,846",4,2015,Friday
19/04/2015,"19,906",4,2015,Saturday
20/04/2015,"32,163",4,2015,Sunday
21/04/2015,"35,103",4,2015,Monday
22/04/2015,"32,559",4,2015,Tuesday
23/04/2015,"32,935",4,2015,Wednesday
24/04/2015,"32,332",4,2015,Thursday
25/04/2015,"25,441",4,2015,Friday
26/04/2015,"19,565",4,2015,Saturday
27/04/2015,"30,735",4,2015,Sunday
28/04/2015,"32,024",4,2015,Monday
29/04/2015,"26,197",4,2015,Tuesday
30/04/2015,"31,854",4,2015,Wednesday
01/05/2015,"29,822",1,2015,Sunday
02/05/2015,"22,474",2,2015,Wednesday
03/05/2015,"21,375",3,2015,Wednesday
04/05/2015,"26,933",4,2015,Saturday
05/05/2015,"26,633",5,2015,Monday
06/05/2015,"24,556",6,2015,Thursday
07/05/2015,"31,283",7,2015,Saturday
08/05/2015,"27,029",8,2015,Tuesday
09/05/2015,"27,995",9,2015,Friday
10/05/2015,"32,399",10,2015,Sunday
11/05/2015,"33,872",11,2015,Wednesday
12/05/2015,"33,930",12,2015,Friday
13/05/2015,"36,877",5,2015,Tuesday
14/05/2015,"15,657",5,2015,Wednesday
15/05/2015,"32,522",5,2015,Thursday
16/05/2015,"32,720",5,2015,Friday
17/05/2015,"31,506",5,2015,Saturday
18/05/2015,"24,385",5,2015,Sunday
19/05/2015,"28,408",5,2015,Monday
20/05/2015,"30,650",5,2015,Tuesday
21/05/2015,"34,922",5,2015,Wednesday
22/05/2015,"33,624",5,2015,Thursday
23/05/2015,"23,989",5,2015,Friday
24/05/2015,"30,267",5,2015,Saturday
25/05/2015,"29,607",5,2015,Sunday
26/05/2015,"34,880",5,2015,Monday
27/05/2015,"36,496",5,2015,Tuesday
28/05/2015,"34,496",5,2015,Wednesday
29/05/2015,"26,155",5,2015,Thursday
30/05/2015,"29,432",5,2015,Friday
31/05/2015,"15,075",5,2015,Saturday
01/06/2015,"27,893",1,2015,Monday
02/06/2015,"28,070",2,2015,Thursday
03/06/2015,"35,630",3,2015,Thursday
04/06/2015,"39,687",4,2015,Sunday
05/06/2015,"35,048",5,2015,Tuesday
06/06/2015,"33,088",6,2015,Friday
07/06/2015,"35,757",7,2015,Sunday
08/06/2015,"32,745",8,2015,Wednesday
09/06/2015,"33,447",9,2015,Saturday
10/06/2015,"35,862",10,2015,Monday
11/06/2015,"38,969",11,2015,Thursday
12/06/2015,"35,367",12,2015,Saturday
13/06/2015,"30,566",6,2015,Friday
14/06/2015,"25,402",6,2015,Saturday
15/06/2015,"34,723",6,2015,Sunday
16/06/2015,"38,166",6,2015,Monday
17/06/2015,"38,799",6,2015,Tuesday
18/06/2015,"38,875",6,2015,Wednesday
19/06/2015,"36,220",6,2015,Thursday
20/06/2015,"26,546",6,2015,Friday
21/06/2015,"30,621",6,2015,Saturday
22/06/2015,"29,711",6,2015,Sunday
23/06/2015,"37,663",6,2015,Monday
24/06/2015,"39,183",6,2015,Tuesday
25/06/2015,"38,856",6,2015,Wednesday
26/06/2015,"37,281",6,2015,Thursday
27/06/2015,"36,885",6,2015,Friday
28/06/2015,"25,846",6,2015,Saturday
29/06/2015,"39,280",6,2015,Sunday
30/06/2015,"43,582",6,2015,Monday
01/07/2015,"42,891",1,2015,Tuesday
02/07/2015,"38,467",2,2015,Friday
03/07/2015,"39,940",3,2015,Friday
04/07/2015,"38,640",4,2015,Monday
05/07/2015,"29,963",5,2015,Wednesday
06/07/2015,"38,895",6,2015,Saturday
07/07/2015,"38,120",7,2015,Monday
08/07/2015,"41,921",8,2015,Thursday
09/07/2015,"73,094",9,2015,Sunday
10/07/2015,"43,266",10,2015,Tuesday
11/07/2015,"42,676",11,2015,Friday
12/07/2015,"23,498",12,2015,Sunday
13/07/2015,"27,646",7,2015,Sunday
14/07/2015,"35,600",7,2015,Monday
15/07/2015,"34,878",7,2015,Tuesday
16/07/2015,"39,609",7,2015,Wednesday
17/07/2015,"38,845",7,2015,Thursday
18/07/2015,"38,906",7,2015,Friday
19/07/2015,"36,989",7,2015,Saturday
20/07/2015,"32,140",7,2015,Sunday
21/07/2015,"41,001",7,2015,Monday
22/07/2015,"38,133",7,2015,Tuesday
23/07/2015,"39,368",7,2015,Wednesday
24/07/2015,"16,135",7,2015,Thursday
25/07/2015,"32,982",7,2015,Friday
26/07/2015,"12,497",7,2015,Saturday
27/07/2015,"32,103",7,2015,Sunday
28/07/2015,"36,310",7,2015,Monday
29/07/2015,"37,021",7,2015,Tuesday
30/07/2015,"36,350",7,2015,Wednesday
31/07/2015,"36,932",7,2015,Thursday
01/08/2015,"43,492",1,2015,Wednesday
02/08/2015,"43,679",2,2015,Saturday
03/08/2015,"35,609",3,2015,Saturday
04/08/2015,"37,864",4,2015,Tuesday
05/08/2015,"39,010",5,2015,Thursday
06/08/2015,"63,963",6,2015,Sunday
07/08/2015,"39,788",7,2015,Tuesday
08/08/2015,"39,362",8,2015,Friday
09/08/2015,"40,758",9,2015,Monday
10/08/2015,"35,625",10,2015,Wednesday
11/08/2015,"34,567",11,2015,Saturday
12/08/2015,"36,838",12,2015,Monday
13/08/2015,"26,185",8,2015,Wednesday
14/08/2015,"25,638",8,2015,Thursday
15/08/2015,"34,137",8,2015,Friday
16/08/2015,"30,948",8,2015,Saturday
17/08/2015,"36,003",8,2015,Sunday
18/08/2015,"34,776",8,2015,Monday
19/08/2015,"31,903",8,2015,Tuesday
20/08/2015,"32,857",8,2015,Wednesday
21/08/2015,"36,329",8,2015,Thursday
22/08/2015,"44,724",8,2015,Friday
23/08/2015,"27,202",8,2015,Saturday
24/08/2015,"17,520",8,2015,Sunday
25/08/2015,"28,401",8,2015,Monday
26/08/2015,"23,969",8,2015,Tuesday
27/08/2015,"30,856",8,2015,Wednesday
28/08/2015,"33,201",8,2015,Thursday
29/08/2015,"22,828",8,2015,Friday
30/08/2015,"25,191",8,2015,Saturday
31/08/2015,"9,709",8,2015,Sunday
01/09/2015,"25,739",1,2015,Thursday
02/09/2015,"30,313",2,2015,Sunday
03/09/2015,"31,163",3,2015,Sunday
04/09/2015,"29,913",4,2015,Wednesday
05/09/2015,"22,475",5,2015,Friday
06/09/2015,"29,539",6,2015,Monday
07/09/2015,"31,917",7,2015,Wednesday
08/09/2015,"32,968",8,2015,Saturday
09/09/2015,"33,332",9,2015,Tuesday
10/09/2015,"35,956",10,2015,Thursday
11/09/2015,"34,690",11,2015,Sunday
12/09/2015,"29,143",12,2015,Tuesday
13/09/2015,"26,342",9,2015,Saturday
14/09/2015,"25,923",9,2015,Sunday
15/09/2015,"28,311",9,2015,Monday
16/09/2015,"18,764",9,2015,Tuesday
17/09/2015,"32,336",9,2015,Wednesday
18/09/2015,"30,124",9,2015,Thursday
19/09/2015,"33,855",9,2015,Friday
20/09/2015,"31,380",9,2015,Saturday
21/09/2015,"23,831",9,2015,Sunday
22/09/2015,"20,567",9,2015,Monday
23/09/2015,"34,193",9,2015,Tuesday
24/09/2015,"29,537",9,2015,Wednesday
25/09/2015,"35,064",9,2015,Thursday
26/09/2015,"32,955",9,2015,Friday
27/09/2015,"30,024",9,2015,Saturday
28/09/2015,"33,341",9,2015,Sunday
29/09/2015,"34,591",9,2015,Monday
30/09/2015,"35,143",9,2015,Tuesday
01/10/2015,"34,845",1,2015,Friday
02/10/2015,"35,782",2,2015,Monday
03/10/2015,"29,224",3,2015,Monday
04/10/2015,"30,096",4,2015,Thursday
05/10/2015,"20,833",5,2015,Saturday
06/10/2015,"25,972",6,2015,Tuesday
07/10/2015,"28,817",7,2015,Thursday
08/10/2015,"33,877",8,2015,Sunday
09/10/2015,"34,392",9,2015,Wednesday
10/10/2015,"29,683",10,2015,Friday
11/10/2015,"27,984",11,2015,Monday
12/10/2015,"31,469",12,2015,Wednesday
13/10/2015,"31,753",10,2015,Monday
14/10/2015,"30,815",10,2015,Tuesday
15/10/2015,"31,062",10,2015,Wednesday
16/10/2015,"30,295",10,2015,Thursday
