Day,Number of Bicycle Hires,Month,Year,Weekday,air_pressure,humidity,max_temp,min_temp,predictability,the_temp,visibility,wind_direction
2013-11-01,"23,869",11,2013,Thursday,1017.0780357142858,89.60714285714286,13.772434523809522,9.5305,74.64285714285714,13.04696428571429,7.5106607674339765,207.89011636893085
2013-12-01,"13,562",12,2013,Saturday,1032.3625892857144,88.75,7.891934523809526,3.258833333333333,71.14285714285714,7.633571428571426,8.425456369584237,316.60848924832965
2013-11-02,"13,468",11,2013,Friday,1010.6332142857144,85.35714285714286,14.203678571428567,9.333416666666663,74.71428571428571,14.24178571428571,9.900830465868799,207.56854701253087
2013-12-02,"20,342",12,2013,Sunday,1036.5874107142859,90.85714285714286,8.057611111111111,3.2309761904761913,71.03571428571429,7.527053571428566,6.871379297078971,131.68593686605774
2013-11-03,"16,546",11,2013,Saturday,1007.5180357142859,74.96428571428571,12.614113095238098,8.034726190476189,74.21428571428571,12.612321428571423,11.572171806125914,248.40291158635003
2013-12-03,"18,794",12,2013,Monday,1032.9574999999998,89.82142857142857,6.719357142857146,2.8499107142857154,71.07142857142857,6.361517857142855,7.663492486487605,228.14796543748236
2013-11-04,"19,240",11,2013,Sunday,1003.4294642857134,82.17857142857143,11.016684523809527,5.875309523809525,73.46428571428571,11.133571428571429,10.234212462377613,296.479964982453
2013-12-04,"15,100",12,2013,Tuesday,1030.327142857143,90.01785714285714,7.177321428571427,2.2842321428571433,71.75,6.936785714285714,7.97479945379851,295.79919362465216
2013-11-05,"16,627",11,2013,Monday,995.379464285714,89.0,12.82583333333334,7.838595238095236,76.0,12.614642857142858,7.925883890709831,249.2971943282436
2013-12-05,"15,918",12,2013,Wednesday,1021.2860714285716,84.10714285714286,8.264714285714287,2.342178571428571,72.28571428571429,7.767321428571429,10.326986593943541,254.0812185681043
2013-11-06,"26,601",11,2013,Tuesday,1004.552321428572,90.89285714285714,13.631922619047618,9.615119047619046,75.10714285714286,12.121071428571431,6.998274811940374,230.86359566506567
2013-12-06,"24,401",12,2013,Thursday,1023.7962500000004,77.28571428571429,6.382142857142858,2.7680000000000007,71.14285714285714,6.529285714285714,10.729337948986611,282.5796184888814
2013-11-07,"33,792",11,2013,Wednesday,1009.9355357142858,84.28571428571429,12.597494047619051,7.8896904761904745,73.42857142857143,11.883035714285711,10.47523907747178,245.69900165348506
2013-12-07,"33,173",12,2013,Friday,1025.5075000000002,84.42857142857143,6.931125000000001,3.4466785714285715,71.25,6.721607142857141,8.886201176041011,265.4537120632125
2013-11-08,"29,530",11,2013,Thursday,1010.4726785714283,85.19642857142857,11.94745238095238,6.596107142857141,73.75,11.5625,9.479818779381048,223.69138822857192
2013-12-08,"30,425",12,2013,Saturday,1027.0701785714282,87.96428571428571,8.681589285714288,5.133392857142857,71.0,8.153928571428573,9.22937490706448,239.5745809642276
2013-11-09,"23,386",11,2013,Friday,1006.550357142857,89.46428571428571,10.05322023809524,5.788928571428573,75.5,9.82107142857143,7.7706555557648604,231.51542676889548
2013-12-09,"24,246",12,2013,Sunday,1030.5173214285717,89.5,9.728428571428568,5.32975,70.71428571428571,9.411428571428567,8.602168228847871,234.27099474592384
2013-11-10,"15,640",11,2013,Saturday,1015.4994642857148,84.89285714285714,10.273267857142855,5.761773809523809,72.85714285714286,9.426964285714291,10.635094992611567,280.9803099358429
2013-12-10,"17,068",12,2013,Monday,1033.6451785714285,90.53571428571429,8.875535714285714,4.145107142857142,70.07142857142857,8.147142857142859,8.404437109022435,189.6702975658957
2013-11-11,"14,377",11,2013,Sunday,1019.1925892857146,93.48214285714286,13.630077380952377,9.201119047619047,75.71428571428571,12.568124999999997,5.314473344091558,221.4860260099621
2013-12-11,"19,572",12,2013,Tuesday,1034.1517857142856,90.25,7.752625000000003,3.341892857142857,70.17857142857143,7.126428571428569,7.464856326012607,156.01992019149796
2013-11-13,"22,021",11,2013,Tuesday,1032.5717857142856,85.25,10.208055555555552,5.578821428571429,71.14285714285714,9.97991071428571,10.201324234889299,254.69107118616282
2013-11-14,"21,061",11,2013,Wednesday,1028.101339285715,79.10714285714286,10.162595238095236,5.022478174603175,71.57142857142857,9.896160714285717,11.515200753912941,293.0041091069179
2013-11-15,"20,850",11,2013,Thursday,1032.3833928571428,80.85714285714286,8.951583333333335,4.185031746031745,70.82142857142857,9.09035714285714,10.321921515193381,330.3427206391213
2013-11-16,"15,029",11,2013,Friday,1031.4550000000006,87.39285714285714,9.29466865079365,4.226882936507937,70.625,8.806428571428572,7.27085669689016,270.50404878831154
2013-11-17,"12,340",11,2013,Saturday,1027.061964285714,91.94642857142857,9.342539682539684,5.859732142857143,72.28571428571429,9.162142857142856,6.90173457534315,187.84004436308047
2013-11-18,"18,491",11,2013,Sunday,1015.6323214285716,91.53571428571429,9.175982804232802,4.1307728174603175,74.5,8.882946428571424,6.953883827968474,265.08691165179516
2013-11-19,"20,335",11,2013,Monday,1015.4278571428575,81.42857142857143,6.004681216931218,0.6154054232804232,70.28571428571429,6.092142857142855,11.052750355316254,304.09568709126154
2013-11-20,"14,115",11,2013,Tuesday,1010.2885714285705,86.46428571428571,6.191526455026454,0.9917136243386245,74.71428571428571,6.048214285714293,7.952295403538983,276.72783272653015
2013-11-21,"18,668",11,2013,Wednesday,1008.0683928571422,86.10714285714286,6.5489993386243395,2.3540608465608455,73.57142857142857,6.532857142857146,9.554913120420222,115.10685537889637
2013-11-22,"18,789",11,2013,Thursday,1015.6232142857147,83.25,7.2279027777777785,2.9885753968253965,71.46428571428571,7.058571428571428,10.300003860065912,50.468258138291894
