Year,Station,Entry-Weekday,Entry-Sat,Entry-Sun,Exit-Weekday,Exit-Sat,Exit-Sun,Entry & Exit-Annual
2015,Edgware                            ,7702,5236,3946,7303,4951,3690,4.776513
2015,Edgware Road (Bak)                 ,7098,4873,3066,7201,5232,3037,4.503184
2015,Edgware Road (Cir)                 ,11917,7432,5262,11215,7356,4716,7.210074
2015,Elephant & Castle                  ,31209,22095,15434,28603,20562,14029,19.088917
2015,Elm Park                           ,5161,2598,1547,4959,2433,1544,3.004341
2015,Embankment                         ,33187,29244,17479,32497,27726,16114,21.562479
2015,Epping                             ,5748,3611,2387,5018,3003,2064,3.330335
2015,Euston                             ,62670,50142,42913,64227,49927,39304,42.159332
2015,Euston Square                      ,25477,9658,8373,25638,9575,7672,14.878866
2015,Fairlop                            ,1956,1111,673,1769,1067,659,1.134269
2015,Farringdon                         ,43640,9944,6679,43109,10688,6124,23.775738
2015,Finchley Central                   ,9578,6357,3604,9125,5554,3662,5.779925
2015,Finchley Road                      ,15958,11178,8416,15189,10167,7872,9.951123
2015,Finsbury Park                      ,44703,41631,24728,42792,33027,23215,28.847088
2015,Fulham Broadway                    ,16528,15312,7943,16504,12682,7339,10.714422
2015,Gants Hill                         ,10872,6659,4786,10299,6227,4738,6.588251
2015,Gloucester Road                    ,22330,17405,13861,20832,16116,12255,14.203922
2015,Golders Green                      ,13833,9833,7785,13167,8937,7352,8.700123
2015,Goldhawk Road                      ,3469,2346,1427,3232,1957,1436,2.088026
2015,Goodge Street                      ,15239,7487,4120,14839,7192,3816,8.841266
2015,Grange Hill                        ,1211,563,309,1042,460,275,0.657661
2015,Great Portland Street              ,15167,5074,3943,14125,4678,3266,8.343311
2015,Green Park                         ,59805,39885,26464,64785,48690,31599,39.552887
2015,Greenford                          ,7596,5234,3273,7475,4842,3161,4.716521
2015,Gunnersbury                        ,9848,3868,2759,8819,3421,2475,5.410585
2015,Hainault                           ,6077,3466,2245,5766,3238,2211,3.607791
2015,Hammersmith (Dis)                  ,46414,31125,21769,45041,29837,21049,28.834401
2015,Hammersmith (H&C)                  ,18038,10792,7481,16662,10028,6794,10.703965
2015,Hampstead                          ,6681,5245,4297,7008,5488,4790,4.557566
2015,Hanger Lane                        ,6753,3895,2836,6072,3508,2584,3.949461
2015,Harlesden                          ,5152,2735,1734,4870,2549,1613,3.007807
2015,Harrow & Wealdstone                ,8400,5469,3452,7763,4642,3122,5.002877
2015,Harrow-on-the-Hill                 ,15963,10877,7617,16573,10807,7643,10.259516
2015,Hatton Cross                       ,5128,3917,2849,4712,3481,2672,3.199955
2015,Heathrow Terminal 4                ,3260,3499,4020,2912,3507,3127,2.347501
2015,Heathrow Terminal 5                ,5633,6101,6688,4731,4900,5310,3.902026
2015,Heathrow Terminals 123             ,10719,11903,12149,9339,9429,9976,7.489313
2015,Hendon Central                     ,13446,7883,5896,12423,6779,5337,7.970028
2015,High Barnet                        ,6116,3878,2444,5701,3399,2314,3.648827
2015,High Street Kensington             ,20934,15572,11114,20426,15787,10374,13.36254
2015,Highbury & Islington               ,28475,22296,14407,28502,22142,14712,18.443978
2015,Highgate                           ,8953,6325,4013,8419,5569,3939,5.482772
2015,Hillingdon                         ,3039,1910,1413,2902,1716,1375,1.856117
2015,Holborn                            ,62752,40111,25147,68154,44935,25507,40.530196
2015,Holland Park                       ,5466,3720,2572,5161,3522,2529,3.366174
2015,Holloway Road                      ,10741,7404,5042,10597,6767,5013,6.728651
2015,Hornchurch                         ,3567,1740,693,3383,1734,747,2.023958
2015,Hounslow Central                   ,6258,5345,3179,6131,4428,3061,4.010773
2015,Hounslow East                      ,6727,5463,4078,6996,5412,4019,4.515142
2015,Hounslow West                      ,5502,4420,3488,5180,4133,3262,3.545552
2015,Hyde Park Corner                   ,9220,10705,11936,9524,14268,11725,7.436827
2015,Ickenham                           ,1970,1064,656,1978,1051,726,1.190362
2015,Kennington                         ,8917,6899,4754,8074,6113,4632,5.529121
2015,Kensal Green                       ,4332,3203,2045,3680,2643,1890,2.563193
2015,Kensington (Olympia)               ,1622,7044,4193,1594,6397,4216,2.008711
2015,Kentish Town                       ,17315,11821,8331,15971,10262,7328,10.493555
2015,Kenton                             ,3479,2250,1419,3329,2151,1380,2.116417
2015,Kew Gardens                        ,5456,4602,3249,5199,4332,3351,3.549683
2015,Kilburn                            ,12956,10233,7483,12285,9219,7296,8.269438
2015,Kilburn Park                       ,5259,4379,3153,5071,4030,3057,3.417148
2015,King's Cross St. Pancras           ,138159,119658,98850,139242,112293,90457,93.413018
2015,Kingsbury                          ,8169,5015,3473,7871,4717,3384,4.968747
2015,Knightsbridge                      ,28118,39428,27435,26236,32616,20007,20.296928
2015,Ladbroke Grove                     ,9301,9099,4845,8446,6574,3774,5.813508
2015,Lambeth North                      ,5166,4610,3203,4675,3988,2712,3.285854
2015,Lancaster Gate                     ,9695,7762,6364,9224,7630,5612,6.293475
2015,Latimer Road                       ,4448,2172,1496,4221,1870,1370,2.572535
2015,Leicester Square                   ,58943,88890,54688,53914,85601,49034,43.745951
2015,Leyton                             ,21859,19565,13504,21672,15741,12890,14.406501
2015,Leytonstone                        ,17702,13410,9372,17075,12573,9188,11.244737
2015,Liverpool Street                   ,115738,65331,56846,118058,66445,66113,73.257321
2015,London Bridge                      ,115478,86367,54213,109518,82780,51631,71.964428
2015,Loughton                           ,5342,3371,1885,5371,3157,1892,3.272688
2015,Maida Vale                         ,5557,4132,2822,4940,3569,2713,3.382758
2015,Manor House                        ,14218,12504,9495,13472,10238,8937,9.275642
2015,Mansion House                      ,11018,2881,2004,9251,1800,1212,5.561213
2015,Marble Arch                        ,22499,25984,19939,20480,21801,15386,15.442682
2015,Marylebone                         ,19933,13525,8557,20151,13288,8219,12.525312
2015,Mile End                           ,25573,21295,14692,23886,18851,14291,16.310716
2015,Mill Hill East                     ,2293,1159,717,2047,1343,809,1.318158
2015,Moor Park                          ,1607,608,334,1491,598,342,0.88639
2015,Moorgate                           ,46906,6260,4236,51048,7736,5128,26.06263
2015,Morden                             ,15288,10346,7166,14046,9319,6927,9.275569
2015,Mornington Crescent                ,6948,4709,12108,6023,3309,2002,4.531089
2015,Neasden                            ,6097,4070,2866,5513,3718,2730,3.67247
2015,Newbury Park                       ,7910,4933,3565,5898,3835,2848,4.327727
2015,North Acton                        ,10256,6092,4294,9572,5458,3997,6.106253
2015,North Ealing                       ,1517,970,620,1340,880,627,0.892594
2015,North Greenwich                    ,36889,35100,24951,40511,37282,26422,26.377071
2015,North Harrow                       ,3307,1653,1049,3219,1488,1043,1.937838
2015,North Wembley                      ,3029,2037,1478,2781,1815,1344,1.836732
2015,Northfields                        ,6714,4501,3087,6166,4160,3203,4.080122
2015,Northolt                           ,8191,5665,3846,7723,5081,3628,5.026
2015,Northwick Park                     ,7776,3811,2697,7635,3434,2598,4.588128
2015,Northwood                          ,4431,2412,1444,3752,2140,1416,2.475743
2015,Northwood Hills                    ,3163,1666,1047,2544,1397,941,1.720439
2015,Notting Hill Gate                  ,23840,27150,15372,22847,30427,16461,16.683962
2015,Oakwood                            ,4264,3630,2472,4347,3547,2458,2.842657
2015,Old Street                         ,40998,25873,17251,39415,28716,15976,25.14351
2015,Osterley                           ,3660,2736,1991,3685,2393,1826,2.350196
2015,Oval                               ,11232,8216,5672,10603,7177,5237,6.968322
2015,Oxford Circus                      ,133573,119005,74755,144576,132125,76519,92.355623
2015,Paddington                         ,79872,50909,46066,75883,47801,40347,49.637302
2015,Park Royal                         ,3442,1899,1161,3222,1905,1137,2.019382
2015,Parsons Green                      ,11469,7177,4297,10737,6414,4132,6.822161
2015,Perivale                           ,3917,2608,1715,3761,2455,1671,2.405584
2015,Piccadilly Circus                  ,60037,74203,47023,57820,74315,42063,42.796831
2015,Pimlico                            ,18980,11085,8497,17316,10181,8045,11.264698
2015,Pinner                             ,5276,2705,1643,5080,2505,1632,3.084213
2015,Plaistow                           ,11204,8899,5572,10758,7518,5503,7.063495
2015,Preston Road                       ,5626,3568,2670,5304,3306,2499,3.427709
2015,Putney Bridge                      ,8947,6472,4238,9257,6217,4092,5.75691
2015,Queen's Park                       ,9627,6586,4651,8538,5627,4515,5.771615
2015,Queensbury                         ,7370,4652,3216,7203,4336,3071,4.525278
2015,Queensway                          ,10680,11312,8920,10822,11220,8791,7.656619
2015,Ravenscourt Park                   ,5268,3174,2074,5112,2944,2074,3.189008
2015,Rayners Lane                       ,7340,4425,3023,7332,4152,2992,4.512905
2015,Redbridge                          ,4841,3532,2402,4360,2968,2152,2.934539
2015,Regent's Park                      ,5487,2965,2175,5996,3791,2655,3.541481
2015,Richmond                           ,13315,13506,6806,12519,12206,6555,8.661325
2015,Rickmansworth                      ,4335,1865,1143,4063,1716,1092,2.442771
2015,Roding Valley                      ,517,208,110,385,172,105,0.260651
2015,Royal Oak                          ,4205,2445,1776,3880,2198,1686,2.491199
2015,Ruislip                            ,3056,2090,1255,3044,2003,1236,1.903105
2015,Ruislip Gardens                    ,2066,1158,624,1610,959,605,1.112623
2015,Ruislip Manor                      ,3379,1998,1141,3231,1844,1126,2.005867
2015,Russell Square                     ,20395,15737,12408,20198,15963,11499,13.328942
2015,Seven Sisters                      ,26984,23167,17114,25381,20755,16622,17.522713
2015,Shepherd's Bush (Cen)              ,33927,32490,21495,31439,30394,20025,22.257246
2015,Shepherd's Bush (H&C)              ,5720,4710,3124,4707,3549,2725,3.41259
2015,Sloane Square                      ,27121,21866,13011,26081,21205,12374,17.197513
2015,Snaresbrook                        ,4982,2589,1595,3853,2279,1559,2.674477
2015,South Ealing                       ,5837,4312,2874,5759,3960,2819,3.699819
2015,South Harrow                       ,4068,2809,1862,4115,2810,1892,2.583973
2015,South Kensington                   ,50469,44596,33912,49637,44196,32626,33.869744
2015,South Kenton                       ,1778,1996,1154,1027,647,712,0.957195
2015,South Ruislip                      ,2941,1882,1181,2577,1741,1084,1.718085
2015,South Wimbledon                    ,7730,4936,3299,6838,4626,3269,4.57044
2015,South Woodford                     ,7552,5029,2752,9136,5782,3425,5.148679
2015,Southfields                        ,10392,7412,4674,9109,6180,4366,6.173897
2015,Southgate                          ,8623,6250,4070,8867,6098,4209,5.555527
2015,Southwark                          ,31508,12263,8300,30503,12471,8017,17.937654
2015,St. James's Park                   ,29357,7928,5880,26864,7499,5511,15.698186
2015,St. John's Wood                    ,12600,7993,5766,12550,7971,5868,7.879484
2015,St. Paul's                         ,29189,14853,10245,28868,14489,9368,17.371372
2015,Stamford Brook                     ,4505,2981,1912,4151,2553,1787,2.695977
2015,Stanmore                           ,6196,4181,3619,6185,3816,3592,3.973686
2015,Stepney Green                      ,9916,6310,4349,8859,5243,4050,5.846372
2015,Stockwell                          ,19564,13483,9652,14824,11349,8835,11.082161
2015,Stonebridge Park                   ,4551,2648,1193,4337,2433,1553,2.67489
2015,Stratford                          ,91067,100280,67894,82048,92440,61311,61.44263
2015,Sudbury Hill                       ,3489,2337,1486,3653,2236,1450,2.217946
2015,Sudbury Town                       ,3635,2363,1584,3383,2024,1391,2.179203
2015,Swiss Cottage                      ,12680,8608,5967,11717,7875,5580,7.71083
2015,Temple                             ,14693,6004,3611,15007,6564,3646,8.595799
2015,Theydon Bois                       ,1435,947,520,1331,861,512,0.854702
2015,Tooting Bec                        ,12971,9811,6438,11659,8411,6352,7.933544
2015,Tooting Broadway                   ,24714,19312,13026,23886,17622,12764,15.737978
2015,Tottenham Court Road               ,26553,23003,14204,23245,17945,11586,16.2498
2015,Tottenham Hale                     ,19396,12807,11478,17984,11122,9757,11.954313
2015,Totteridge & Whetstone             ,3990,2403,1520,3634,2075,1408,2.33448
2015,Tower Hill                         ,32210,28833,22060,33821,28906,19778,22.176713
2015,Tufnell Park                       ,0,0,0,0,0,0,0
2015,Turnham Green                      ,10146,7216,4838,10106,7099,4955,6.445923
2015,Turnpike Lane                      ,15937,14127,10236,16396,12961,10128,10.790301
2015,Upminster                          ,8280,5296,2348,8887,4640,2410,5.140645
2015,Upminster Bridge                   ,2109,693,245,2047,577,251,1.146772
2015,Upney                              ,4766,2640,1472,4197,2218,1316,2.684747
2015,Upton Park                         ,17808,14352,9745,16895,15139,8903,11.413623
2015,Uxbridge                           ,13705,8365,5200,13490,7708,5400,8.341531
2015,Vauxhall                           ,43911,29420,22127,40403,26740,21656,26.834959
2015,Victoria                           ,123265,97694,77548,128474,95438,77583,82.88556
2015,Walthamstow Central                ,28757,21766,14843,27799,21069,15623,18.333582
2015,Wanstead                           ,4635,3375,2189,4520,3056,2098,2.90356
2015,Warren Street                      ,35076,14034,9702,33848,12980,8516,19.917362
2015,Warwick Avenue                     ,7327,5268,3751,6647,4748,3801,4.501822
2015,Waterloo                           ,147259,103277,61006,158084,100706,62375,95.138374
2015,Watford                            ,3166,1584,1073,2982,1571,1068,1.845823
2015,Wembley Central                    ,8683,7027,4390,9230,7237,4358,5.789849
2015,Wembley Park                       ,21679,19165,14310,21632,17812,13861,14.542576
2015,West Acton                         ,2769,2086,1427,2632,1885,1351,1.736847
2015,West Brompton                      ,8318,4631,2862,8845,4787,2841,5.168452
2015,West Finchley                      ,2742,1620,994,2563,1369,978,1.613941
2015,West Ham                           ,5947,5261,3561,5426,4883,3383,3.814553
2015,West Hampstead                     ,18346,12544,8869,16896,11064,8356,11.160117
2015,West Harrow                        ,2189,1283,795,2133,1404,840,1.329655
2015,West Kensington                    ,8456,6631,4560,8047,5555,4128,5.321523
2015,West Ruislip                       ,2523,2040,1101,2394,1749,994,1.564634
2015,Westbourne Park                    ,6864,4419,2643,5407,3372,2192,3.79496
2015,Westminster                        ,37844,34976,26895,37388,33175,24578,25.614455
2015,White City                         ,12436,6965,4398,13176,6684,4328,7.704418
2015,Whitechapel                        ,19379,11758,6803,19021,11181,6660,11.702345
2015,Willesden Green                    ,14170,11212,8107,13241,9696,7801,8.960771
2015,Willesden Junction                 ,7419,5191,2908,7346,4709,2981,4.597796
2015,Wimbledon                          ,25442,17142,10629,24227,17454,10831,15.631389
2015,Wimbledon Park                     ,3293,2293,1378,2532,1572,1102,1.821025
2015,Wood Green                         ,20281,18092,12443,18982,16840,11950,13.18919
2015,Wood Lane                          ,5457,5186,1893,6077,4333,2943,3.698414
2015,Woodford                           ,9637,6998,4270,9481,6445,4174,6.034086
2015,Woodside Park                      ,4795,2799,1717,4327,2877,1906,2.816775
2016,Acton Town                         ,9994,7082,4955,9581,6878,5151,6.27
2016,Barbican                           ,21154,7092,4662,21000,7336,4794,11.97
2016,Aldgate                            ,14212,4102,3058,13745,5728,4149,8.01
2016,Aldgate East                       ,21468,15292,13287,20132,13170,10947,13.43
2016,Alperton                           ,4821,3453,2312,5188,3585,2376,3.17
2016,Amersham                           ,3899,1880,1235,4134,1801,1086,2.36
2016,Angel                              ,31595,23831,15549,30872,24712,14492,20.10
2016,Archway                            ,16473,11386,7879,14991,9580,7212,9.94
2016,Arnos Grove                        ,7274,6110,4274,6773,5470,4028,4.65
2016,Arsenal                            ,4789,4116,2890,4250,3400,2785,3.01
2016,Baker Street                       ,48437,31877,22950,46181,29931,21160,29.75
2016,Balham                             ,23274,17403,10833,22722,15852,10722,14.64
2016,Bond Street                        ,60985,50730,31059,60624,48683,29824,39.53
2016,Barking                            ,26367,18680,13014,23392,16133,11749,15.86
2016,Barkingside                        ,2766,1493,921,2655,1445,926,1.63
2016,Barons Court                       ,12371,7252,5086,11097,5924,4827,7.21
2016,Bayswater                          ,6997,7356,6097,6293,6658,5173,4.76
2016,Becontree                          ,5803,3830,2540,5542,3538,2411,3.55
2016,Belsize Park                       ,11259,6292,4816,9708,5839,4462,6.48
2016,Bethnal Green                      ,24762,22402,15849,23222,21549,15455,16.27
2016,Blackfriars                        ,27957,10164,8185,25634,9187,6808,15.45
2016,Blackhorse Road                    ,13721,10405,7292,12478,8789,6710,8.45
2016,Bank & Monument                    ,117640,37573,16651,114435,35176,13252,64.26
2016,Borough                            ,9554,5937,3833,9341,6277,3935,5.87
2016,Boston Manor                       ,3916,2478,1755,3504,2161,1706,2.32
2016,Bounds Green                       ,10750,8360,5633,9618,7199,5439,6.62
2016,Bow Road                           ,9203,6115,4432,8675,5264,4563,5.65
2016,Brent Cross                        ,4063,2828,2208,3702,2517,2045,2.49
2016,Bromley-by-Bow                     ,6325,3782,2507,6009,3414,2482,3.79
2016,Buckhurst Hill                     ,3631,2371,1226,3537,2077,1217,2.19
2016,Burnt Oak                          ,7466,4704,3206,7074,4338,3085,4.52
2016,Caledonian Road                    ,9285,6794,4776,8608,5709,4520,5.73
2016,Camden Town                        ,30847,37672,16762,31154,45299,32122,22.88
2016,Cannon Street                      ,17881,5788,2270,14523,4413,2045,8.98
2016,Canons Park                        ,4802,3281,1965,4560,3024,1917,2.93
2016,Chalfont & Latimer                 ,2543,1219,617,2647,932,460,1.49
2016,Chalk Farm                         ,8714,8754,7618,7428,6662,4637,5.61
2016,Chancery Lane                      ,32922,8631,4444,33394,8536,4353,18.19
2016,Embankment                         ,44143,35844,21722,39337,29692,17539,26.84
2016,Chesham                            ,1897,961,523,1730,828,482,1.07
2016,Chigwell                           ,1095,388,174,780,326,170,0.53
2016,Chiswick Park                      ,3480,2116,1350,4067,2049,1477,2.29
2016,Chorleywood                        ,1967,809,487,1705,802,487,1.07
2016,Clapham Common                     ,14268,13092,8753,15686,13963,9181,10.04
2016,Clapham North                      ,9445,9484,5955,11120,9502,6137,6.90
2016,Clapham South                      ,13890,10276,6888,13628,9178,7068,8.80
2016,Cockfosters                        ,2921,3023,2300,2899,2787,2200,2.04
2016,Colindale                          ,10257,7193,4673,9552,5910,4382,6.23
2016,Colliers Wood                      ,10690,8356,5675,9974,7538,5523,6.72
2016,Covent Garden                      ,22091,27328,18627,23248,37277,21349,17.19
2016,Croxley                            ,1984,796,467,1753,705,457,1.08
2016,Dagenham East                      ,5010,3464,2035,4566,2900,1741,2.98
2016,Dagenham Heathway                  ,9921,6423,4158,9428,6327,4069,6.04
2016,Debden                             ,4351,2004,1077,4132,1828,1033,2.47
2016,Dollis Hill                        ,6908,4983,3829,6042,4114,3471,4.18
2016,Ealing Broadway                    ,30028,21190,14273,28365,20352,14052,18.60
2016,Ealing Common                      ,5064,3073,2462,5141,2840,2425,3.18
2016,Earl's Court                       ,30499,24776,20476,29206,24835,18727,20.00
2016,East Acton                         ,6522,4511,3353,6466,4031,3302,4.12
2016,Eastcote                           ,5033,2852,1633,4717,2625,1615,2.94
2016,East Finchley                      ,12289,8178,5161,11615,7341,5273,7.47
2016,East Ham                           ,23332,17062,12169,22651,15639,11775,14.75
2016,East Putney                        ,10471,6914,4811,9813,6202,4603,6.37
2016,Edgware                            ,8380,5519,3938,8137,5124,3801,5.19
2016,Edgware Road (Cir)                 ,11643,6695,4787,11109,6247,4266,6.96
2016,Elephant & Castle                  ,38415,25384,18655,35392,23638,16483,23.30
2016,Elm Park                           ,5233,3051,1706,5017,2751,1707,3.10
2016,Epping                             ,5915,4436,2876,6056,3639,2579,3.77
2016,Euston                             ,64470,56493,44744,62956,54847,41200,43.10
2016,Euston Square                      ,25060,8362,6563,25428,8448,6112,14.40
2016,Fairlop                            ,2012,1415,879,1787,1200,819,1.20
2016,Farringdon                         ,31421,6357,4148,27179,5749,2962,15.87
2016,Finchley Central                   ,11499,7134,3946,11334,6309,4090,6.95
2016,Finchley Road                      ,16169,11436,8423,15049,10416,7915,10.00
2016,Finsbury Park                      ,49239,45233,27149,50881,37328,25655,32.74
2016,Fulham Broadway                    ,16294,11388,7361,15976,10670,6918,10.15
2016,Gants Hill                         ,11316,8198,6433,10671,7841,6218,7.14
2016,Gloucester Road                    ,21801,17053,13462,20710,16247,11761,13.98
2016,Golders Green                      ,13553,9376,7427,13068,8404,7008,8.51
2016,Goldhawk Road                      ,3477,2367,1425,3326,2052,1502,2.12
2016,Goodge Street                      ,14701,6880,3999,14226,6565,3559,8.46
2016,Grange Hill                        ,1212,486,309,1077,448,294,0.66
2016,Great Portland Street              ,15667,4882,3439,15162,4525,2816,8.66
2016,Greenford                          ,7651,5463,3460,7585,5098,3370,4.81
2016,Green Park                         ,60106,45131,28657,68477,52416,32991,41.24
2016,Gunnersbury                        ,10410,4247,2755,9593,3730,2487,5.78
2016,Hainault                           ,6177,4002,2532,5839,3769,2449,3.74
2016,Hammersmith (Dis)                  ,47416,30519,21578,46634,29653,20695,29.42
2016,Hampstead                          ,6908,5561,4414,6933,5769,4843,4.64
2016,Hanger Lane                        ,6809,4287,2905,6400,3763,2774,4.10
2016,Harlesden                          ,5201,2887,1880,5046,2694,1791,3.10
2016,Harrow & Wealdstone                ,8354,5185,3064,7864,4403,3068,4.96
2016,Harrow-on-the-Hill                 ,16276,11470,7826,17444,11487,8113,10.67
2016,Wood Lane                          ,5448,4742,2447,6004,4492,2659,3.68
2016,Hendon Central                     ,13794,7752,5635,12862,6648,5170,8.13
2016,High Barnet                        ,6162,3377,2187,5951,3046,2026,3.65
2016,Highbury & Islington               ,30917,25091,15872,31014,26109,16184,20.22
2016,Highgate                           ,9505,6362,4042,8887,5795,4160,5.77
2016,High Street Kensington             ,20518,15014,10755,20240,15006,10099,13.10
2016,Hillingdon                         ,3066,1930,1140,2685,1653,1075,1.77
2016,Holborn                            ,51831,32417,19490,59067,35682,20480,33.96
2016,Holland Park                       ,5080,3846,2718,4869,3657,2674,3.23
2016,Holloway Road                      ,10612,7819,5007,10561,6996,5041,6.72
2016,Hornchurch                         ,3454,2017,1150,3454,2182,1264,2.11
2016,Hounslow Central                   ,5977,4029,3037,6109,3979,2925,3.83
2016,Hounslow East                      ,5775,4586,3360,6113,4456,3295,3.87
2016,Hounslow West                      ,5468,4440,3472,5194,4194,3291,3.55
2016,Hyde Park Corner                   ,8691,7952,9350,8647,7625,9535,6.31
2016,Ickenham                           ,1912,1156,627,1935,1123,646,1.17
2016,Kennington                         ,9022,6830,4769,8145,6269,4866,5.59
2016,Kensal Green                       ,4485,3402,2423,3889,2888,2303,2.72
2016,Kensington (Olympia)               ,1645,7079,4258,1635,6588,4327,2.05
2016,Southwark                          ,30630,13134,8609,30484,13792,8338,17.86
2016,Kenton                             ,3329,2087,1420,3369,2091,1406,2.08
2016,Kew Gardens                        ,5831,5992,4913,6142,5565,4353,4.18
2016,Kilburn                            ,13380,10371,7946,12852,9500,7515,8.58
2016,Kilburn Park                       ,5235,4514,3221,5072,4143,3056,3.43
2016,Kingsbury                          ,8332,5436,3782,8008,5189,3608,5.12
2016,King's Cross St. Pancras           ,145725,121899,94241,139469,112113,87252,95.03
2016,Knightsbridge                      ,27425,32730,22135,25665,30011,18403,19.09
2016,Ladbroke Grove                     ,9029,10350,4696,8283,7283,3864,5.80
2016,Lambeth North                      ,0,0,0,0,0,0,0.00
2016,Lancaster Gate                     ,10932,8394,7053,10429,8254,6353,7.06
2016,Latimer Road                       ,4437,2288,1644,4288,2024,1676,2.63
2016,Leicester Square                   ,51298,74930,44066,47806,73228,41801,37.84
2016,Leyton                             ,21677,19172,13270,21591,16313,12816,14.33
2016,Leytonstone                        ,17792,13416,9116,17335,12471,8980,11.30
2016,Liverpool Street                   ,114113,67091,56846,112637,67532,65969,71.61
2016,Waterloo                           ,160473,95875,55203,170206,99029,56076,100.36
2016,Loughton                           ,5599,3725,1969,5616,3510,2019,3.45
2016,Maida Vale                         ,5565,4086,2836,5047,3546,2713,3.41
2016,Manor House                        ,14187,11711,8699,13377,10228,8388,9.12
2016,Mansion House                      ,11296,2948,2168,11059,2088,1540,6.14
2016,Marble Arch                        ,21527,20307,15300,19912,17638,12690,14.11
2016,Marylebone                         ,20117,13736,9991,20840,14159,9257,12.95
2016,Mile End                           ,24922,18644,13509,23761,16902,13300,15.75
2016,Mill Hill East                     ,2310,1210,759,2073,1413,863,1.34
2016,Moorgate                           ,48408,6427,4236,55430,7866,5115,27.57
2016,Moor Park                          ,1669,668,367,1513,629,351,0.91
2016,Morden                             ,16388,11368,7863,15308,10335,7536,10.06
2016,Mornington Crescent                ,7736,5535,13068,6736,3605,2235,5.04
2016,Neasden                            ,6243,4180,2878,5593,3874,2819,3.75
2016,Newbury Park                       ,8721,7329,4614,7799,6155,4688,5.43
2016,North Acton                        ,10781,6501,4563,10362,6058,4397,6.53
2016,North Ealing                       ,1581,959,602,1361,827,554,0.91
2016,Northfields                        ,6280,4449,2941,6052,4034,3028,3.91
2016,North Harrow                       ,3359,1816,1113,3212,1598,1060,1.97
2016,Northolt                           ,8334,5875,4000,7967,5202,3746,5.16
2016,North Wembley                      ,2919,2078,1424,2727,1833,1279,1.79
2016,Northwick Park                     ,7811,3843,2771,7809,3453,2662,4.65
2016,Northwood                          ,4224,2316,1390,4066,2118,1337,2.49
2016,Northwood Hills                    ,3241,1859,1147,3061,1661,1115,1.91
2016,Notting Hill Gate                  ,24568,27814,15583,23745,31214,16485,17.18
2016,Oakwood                            ,4385,3783,2503,4244,3730,2603,2.88
2016,Old Street                         ,41764,27248,17856,40790,31067,16856,25.97
2016,Osterley                           ,3666,2591,1855,3637,2291,1773,2.32
2016,Oval                               ,10460,7375,4860,9951,6511,4662,6.45
2016,Kentish Town                       ,13810,9529,6337,12750,8428,5606,8.36
2016,Paddington                         ,79481,51774,42179,76499,50877,37137,49.48
2016,Park Royal                         ,3330,1879,1189,3331,1833,1134,2.02
2016,Parsons Green                      ,11340,6892,4062,10788,6075,3975,6.75
2016,Perivale                           ,4010,2719,1693,3865,2479,1654,2.46
2016,Piccadilly Circus                  ,57625,71464,46400,55857,71399,40917,41.29
2016,Pinner                             ,5455,2877,1707,5263,2660,1668,3.20
2016,Plaistow                           ,9231,4566,4222,8657,4401,4230,5.49
2016,Preston Road                       ,5435,3539,2534,5084,3277,2426,3.31
2016,Putney Bridge                      ,8409,6709,3983,8612,5778,3831,5.42
2016,Queensbury                         ,7578,4958,3275,7415,4687,3170,4.68
2016,Queen's Park                       ,9329,6278,4839,8337,5434,4622,5.64
2016,Queensway                          ,11813,12841,10444,12450,13002,10315,8.71
2016,Ravenscourt Park                   ,5288,3131,2088,5059,2931,2069,3.18
2016,Rayners Lane                       ,7289,4310,2841,7303,4099,2785,4.46
2016,Redbridge                          ,4883,3962,2814,4442,3388,2488,3.05
2016,Regent's Park                      ,5149,2712,1961,5782,3598,2316,3.35
2016,Richmond                           ,11429,14095,7188,11791,12862,6977,8.11
2016,Rickmansworth                      ,4314,1985,1124,4121,1794,998,2.46
2016,Roding Valley                      ,617,216,115,701,178,112,0.37
2016,Royal Oak                          ,4328,2177,1717,4077,2023,1685,2.55
2016,Ruislip                            ,3151,2124,1275,3110,2045,1236,1.95
2016,Ruislip Gardens                    ,1929,1115,633,1601,949,584,1.07
2016,Ruislip Manor                      ,3359,2035,1116,3208,1826,1115,1.99
2016,Russell Square                     ,19880,13919,10732,18367,13963,9927,12.35
2016,St. James's Park                   ,26817,7916,5842,26318,7545,5809,14.93
2016,St. John's Wood                    ,12186,8455,5670,12393,8705,5875,7.79
2016,St. Paul's                         ,30318,16453,11127,30954,15510,10203,18.42
2016,Seven Sisters                      ,28604,24150,17752,27066,23175,17169,18.61
2016,Shepherd's Bush (Cen)              ,34334,34518,23165,31853,32131,21535,22.85
2016,Sloane Square                      ,27563,20340,12178,26584,19415,11237,17.15
2016,Snaresbrook                        ,4829,2882,1784,3889,2505,1749,2.69
2016,South Ealing                       ,5700,4486,3023,5522,3767,2890,3.62
2016,Southfields                        ,10518,7256,4494,9505,6065,4270,6.28
2016,Southgate                          ,8797,6349,4168,8965,6200,4332,5.65
2016,South Harrow                       ,3884,2657,1764,4040,2598,1731,2.48
2016,South Kensington                   ,49893,42615,34752,49350,43150,33636,33.60
2016,South Kenton                       ,1795,1201,689,2025,1083,756,1.17
2016,South Ruislip                      ,2978,1953,1211,2654,1811,1119,1.76
