Year,Station,Entry-Weekday,Entry-Sat,Entry-Sun,Exit-Weekday,Exit-Sat,Exit-Sun,Entry & Exit-Annual
2009,Boston Manor                       ,3126,2067,1428,3037,1915,1426,118.80
2009,Bounds Green                       ,9020,6596,4332,8378,5794,4283,346.18
2009,Bow Road                           ,8157,5043,3562,8163,4839,3915,309.53
2009,Brent Cross                        ,3358,2503,1847,3259,2366,1795,134.52
2009,Brixton                            ,35149,22749,14315,31124,23061,15013,1289.99
2009,Bromley-by-Bow                     ,3963,2506,1730,3790,2403,1484,146.85
2009,Buckhurst Hill                     ,2935,1618,811,2867,1464,773,101.63
2009,Burnt Oak                          ,5838,4389,2840,5512,4080,2785,228.32
2009,Caledonian Road                    ,8338,5668,3881,7703,5199,3908,314.56
2009,Camden Town                        ,25101,33757,16788,27302,38870,27944,1368.38
2009,Canada Water                       ,16818,11236,8328,16724,10887,8187,654.43
2009,Canary Wharf                       ,70011,18936,12433,72861,17833,13971,2174.15
2009,Canning Town                       ,12336,7606,8102,11870,7444,7630,486.40
2009,Cannon Street                      ,7998,1957,0,6865,1354,0,208.97
2009,Canons Park                        ,2780,1369,777,2815,1315,768,96.12
2009,Chalfont & Latimer                 ,2010,759,455,1864,698,425,62.96
2009,Chalk Farm                         ,8448,8816,6830,7038,6741,4464,358.58
2009,Chancery Lane                      ,25554,5716,3066,29036,6138,3054,794.47
2009,Charing Cross                      ,34079,33445,21113,34144,29300,18189,1480.74
2009,Chesham                            ,826,354,170,638,347,179,24.90
2009,Chigwell                           ,773,311,147,602,302,144,22.89
2009,Chiswick Park                      ,3142,1730,1069,3325,1765,1098,115.61
2009,Chorleywood                        ,1593,592,287,1435,569,273,48.68
2009,Clapham Common                     ,12771,11200,7150,14364,12464,7740,574.42
2009,Clapham North                      ,7582,8000,4883,8859,7931,5000,363.44
2009,Clapham South                      ,12210,8279,5338,11784,7701,5382,463.61
2009,Cockfosters                        ,2639,2094,1256,2549,2023,1253,105.61
2009,Colindale                          ,6626,4632,3210,6295,4059,3085,253.14
2009,Colliers Wood                      ,8623,6252,4133,7970,5589,4025,330.00
2009,Covent Garden                      ,23127,27867,16967,28332,39532,20087,1280.06
2009,Croxley                            ,1362,530,239,1388,525,232,43.97
2009,Dagenham East                      ,3665,2109,1314,3473,1866,1216,129.37
2009,Dagenham Heathway                  ,7153,3775,2287,7025,3770,2117,251.11
2009,Debden                             ,3512,1247,596,3220,1149,560,106.54
2009,Dollis Hill                        ,5697,4312,3378,3910,4266,3675,214.88
2009,Ealing Broadway                    ,26121,18070,11844,26708,17716,11794,1024.18
2009,Ealing Common                      ,4938,3564,2397,5093,3516,2486,198.39
2009,Earl's Court                       ,29187,27549,22300,27460,26775,20691,1297.84
2009,East Acton                         ,5566,3708,2578,5697,3309,2505,214.67
2009,East Finchley                      ,9723,6234,3848,9176,5417,3625,354.14
2009,East Ham                           ,20199,13410,10121,19829,12977,9905,782.64
2009,East Putney                        ,9563,6522,4188,8203,5635,3976,347.16
2009,Eastcote                           ,4137,2224,1152,3970,2056,1195,142.51
2009,Edgware                            ,6487,5851,3865,6439,5728,3970,280.12
2009,Edgware Road (Bak)                 ,5796,4774,2980,5861,4748,2848,240.01
2009,Edgware Road (Cir)                 ,10831,6668,4656,11194,6743,4338,412.42
2009,Elephant & Castle                  ,30952,19523,13533,27485,18655,12830,1126.20
2009,Elm Park                           ,4167,1791,1038,4077,1744,1000,137.62
2009,Embankment                         ,28653,25528,15903,30674,30019,16838,1281.90
2009,Epping                             ,4774,2993,1781,4199,2851,1716,169.92
2009,Euston                             ,47997,35126,28111,47852,35554,26102,1956.21
2009,Euston Square                      ,18505,6450,4653,19117,6182,4398,603.28
2009,Fairlop                            ,1439,722,404,1346,699,415,48.69
2009,Farringdon                         ,29092,6741,3987,28355,6890,3335,849.84
2009,Finchley Central                   ,8295,6000,3125,8137,5182,3325,314.49
2009,Finchley Road                      ,14380,12387,7850,13955,11249,7586,593.91
2009,Finsbury Park                      ,36503,34296,19561,33641,27575,18571,1494.28
2009,Fulham Broadway                    ,15048,11080,7177,15340,10992,7056,602.32
2009,Gants Hill                         ,8537,4494,4019,8491,4545,4114,316.24
2009,Gloucester Road                    ,20990,16167,12560,20932,16606,11573,870.06
2009,Golders Green                      ,11997,9641,7359,11930,9180,7308,502.22
2009,Goldhawk Road                      ,2513,1795,1025,2517,1705,1075,97.36
2009,Goodge Street                      ,14081,7816,4640,14843,8353,4514,517.75
2009,Grange Hill                        ,789,366,191,726,327,184,25.61
2009,Great Portland Street              ,12106,4317,3046,12118,3872,2547,387.88
2009,Green Park                         ,43447,19721,13068,51880,26904,16022,1651.84
2009,Greenford                          ,5655,3752,2301,5585,3619,2233,213.79
2009,Gunnersbury                        ,7050,2863,1505,6285,2526,1410,218.71
2009,Hainault                           ,4362,2129,1323,4103,2123,1433,148.91
2009,Hammersmith (Dis)                  ,44759,30282,20571,42331,28176,19449,1692.18
2009,Hammersmith (H&C)                  ,13672,10069,6375,13248,10072,6199,537.46
2009,Hampstead                          ,6730,5932,4435,7219,6443,5042,306.32
2009,Hanger Lane                        ,5299,3265,2258,4859,3004,2063,191.97
2009,Harlesden                          ,4046,2116,1160,3375,2074,1123,133.08
2009,Harrow & Wealdstone                ,6339,5142,2500,5845,4846,2431,245.25
2009,Harrow-on-the-Hill                 ,13638,8172,5015,14599,8109,5164,515.38
2009,Hatton Cross                       ,4329,2983,2188,4184,2958,2090,168.73
2009,Heathrow Terminal 4                ,2739,2179,2498,2363,2120,1797,115.37
2009,Heathrow Terminals 123             ,11253,12521,13139,11089,10762,10689,561.20
2009,Heathrow Terminal 5                ,4404,3951,4731,3973,3241,3555,197.01
2009,Hendon Central                     ,10180,6037,4128,9663,5324,3755,366.20
2009,High Barnet                        ,4529,2934,1574,4321,2835,1680,166.44
2009,High Street Kensington             ,18678,14189,9699,20035,16031,9898,787.79
2009,Highbury & Islington               ,22786,17126,8269,22430,18488,9281,894.84
2009,Highgate                           ,7810,5909,3494,7727,5789,3768,310.62
2009,Hillingdon                         ,2228,1370,694,2159,1310,730,80.32
2009,Holborn                            ,48019,24350,13608,53654,28406,14048,1767.25
2009,Holland Park                       ,5892,3477,2303,5510,3308,2228,212.02
2009,Holloway Road                      ,12238,8492,4749,12429,8436,4595,470.78
2009,Hornchurch                         ,3434,1060,504,3580,1085,555,107.71
2009,Hounslow Central                   ,6145,3955,2908,5946,3841,2758,233.28
2009,Hounslow East                      ,6508,4588,3454,6081,4037,3133,250.14
2009,Hounslow West                      ,4886,3483,2718,4667,3484,2743,194.78
2009,Hyde Park Corner                   ,8529,7972,7370,8964,8470,8031,408.87
2009,Ickenham                           ,1723,779,390,1766,754,394,58.05
2009,Kennington                         ,6382,5100,3338,6280,4945,3432,261.08
2009,Kensal Green                       ,3624,2725,1764,3196,2248,1643,136.77
2009,Kensington (Olympia)               ,1212,978,5138,1108,871,4894,94.19
2009,Kentish Town                       ,11683,7814,6052,11448,6782,5266,447.10
2009,Kenton                             ,2721,2054,981,2595,2076,1002,104.51
2009,Kew Gardens                        ,5483,4161,2644,4572,3435,2196,202.59
2009,Kilburn                            ,11891,10573,7357,11611,9595,7176,505.42
2009,Kilburn Park                       ,5417,7590,5082,5269,7117,5089,285.22
2009,King's Cross St. Pancras           ,100789,79499,59853,101649,77334,55069,4184.98
2009,Kingsbury                          ,5368,3650,2576,5138,3651,2433,206.62
2009,Knightsbridge                      ,27250,34954,21846,28437,34225,20120,1378.11
2009,Ladbroke Grove                     ,7792,9677,4011,7479,6350,3182,337.28
2009,Lambeth North                      ,5197,4641,3104,4745,4102,2665,213.45
2009,Lancaster Gate                     ,9754,7963,6169,9738,8070,5975,414.63
2009,Latimer Road                       ,3363,1530,1148,3325,1406,1116,115.33
2009,Leicester Square                   ,46887,65609,33926,49317,72355,34580,2477.86
2009,Leyton                             ,18836,15836,10372,18688,15367,10457,787.25
2009,Leytonstone                        ,15389,11034,7168,15231,10327,7101,601.06
2009,Liverpool Street                   ,97682,57439,38113,101486,58262,38185,3665.12
2009,London Bridge                      ,99536,63115,39233,98006,68449,40012,3764.80
2009,Loughton                           ,4309,2605,1353,4517,2666,1449,160.28
2009,Maida Vale                         ,5055,4162,2639,4645,3582,2523,200.53
2009,Manor House                        ,13832,11411,8185,13048,9511,7776,560.87
2009,Mansion House                      ,11840,4041,2982,12900,3966,3097,395.10
2009,Marble Arch                        ,23289,29292,18320,23033,25897,16084,1129.77
2009,Marylebone                         ,17980,14540,8814,18305,14266,9018,739.83
2009,Mile End                           ,20958,17904,11270,20280,16383,10864,861.85
2009,Mill Hill East                     ,1562,891,543,1883,1084,620,62.24
2009,Moor Park                          ,1375,422,213,1395,442,218,42.73
2009,Moorgate                           ,38066,6243,3512,41445,6084,3693,1116.17
2009,Morden                             ,11172,6983,4689,11260,7199,4953,425.91
2009,Mornington Crescent                ,6953,3985,9565,6527,3295,2131,281.09
2009,Neasden                            ,4591,3328,2161,4320,3324,2132,178.53
2009,Newbury Park                       ,7000,3981,3898,5574,3465,2227,240.31
2009,North Acton                        ,7800,4603,3315,7527,4263,3081,284.93
2009,North Ealing                       ,1628,884,544,1467,828,546,55.97
2009,North Greenwich                    ,26589,17726,13481,30533,20494,14725,1115.64
2009,North Harrow                       ,2545,1063,645,2459,992,647,83.24
2009,North Wembley                      ,2460,1695,1005,2219,1525,963,90.53
2009,Northfields                        ,6408,3954,2675,6229,3794,2820,238.85
2009,Northolt                           ,6102,4455,2848,5617,4103,2689,233.16
2009,Northwick Park                     ,6346,2308,1571,6306,2100,1589,204.64
2009,Northwood                          ,3426,1641,957,3128,1494,952,113.18
2009,Northwood Hills                    ,2373,1105,634,2111,960,620,76.67
2009,Notting Hill Gate                  ,23930,28398,14769,24413,34110,17157,1185.53
2009,Oakwood                            ,4541,3546,2052,4580,3374,2142,182.37
2009,Old Street                         ,31627,16644,11302,33281,19628,10726,1168.96
2009,Osterley                           ,3282,2280,1514,3270,2132,1484,127.27
2009,Oval                               ,9078,8155,5206,8408,6859,4744,372.01
2009,Oxford Circus                      ,107678,85839,47585,117852,101544,52699,4587.95
2009,Paddington                         ,65896,45053,37704,65000,44457,34391,2615.61
2009,Park Royal                         ,2535,1734,1027,2693,1775,1020,99.55
2009,Parsons Green                      ,9184,5440,3351,8674,5023,3217,328.25
2009,Perivale                           ,3314,2150,1289,3248,2070,1275,123.82
2009,Piccadilly Circus                  ,51857,62970,37393,55782,70763,36854,2622.88
2009,Pimlico                            ,13597,7976,5136,13783,8140,5487,505.94
2009,Pinner                             ,3788,1738,1001,3942,1755,1050,130.85
2009,Plaistow                           ,10004,6475,4835,9618,6003,4508,378.35
2009,Preston Road                       ,5015,2806,1804,4702,2590,1762,176.60
2009,Putney Bridge                      ,8248,6885,4466,9177,6685,4578,355.88
2009,Queen's Park                       ,8615,6650,4576,7776,5298,4198,331.81
2009,Queensbury                         ,5178,3051,2180,5197,3004,2117,192.90
2009,Queensway                          ,12132,11662,9103,12330,11765,9072,557.58
2009,Ravenscourt Park                   ,4071,2095,1435,4276,2067,1521,147.77
2009,Rayners Lane                       ,6415,3971,2507,6279,3866,2492,237.55
2009,Redbridge                          ,4147,2708,1879,4005,2558,1834,156.80
2009,Regent's Park                      ,4759,2737,1917,5793,3844,2496,198.31
2009,Richmond                           ,11324,8770,7206,11435,9061,8307,484.80
2009,Rickmansworth                      ,3487,1296,678,3213,1209,649,107.75
2009,Roding Valley                      ,410,161,78,317,142,75,11.97
2009,Royal Oak                          ,2848,1785,1228,2844,1692,1218,107.35
2009,Ruislip                            ,2516,1662,835,2653,1663,889,95.90
2009,Ruislip Gardens                    ,1657,1177,606,1386,1049,622,59.51
2009,Ruislip Manor                      ,2691,1377,674,2593,1343,716,91.66
2009,Russell Square                     ,20531,16648,12456,21848,18656,12757,896.90
2009,Seven Sisters                      ,19754,14486,9733,18841,13995,9574,774.92
2009,Shepherd's Bush (Cen)              ,28604,28496,17957,26781,26506,17461,1246.97
2009,Shepherd's Bush (H&C)              ,4613,4369,2366,4317,3772,2330,191.01
2009,Sloane Square                      ,22990,15647,9868,22830,16269,9884,889.97
2009,Snaresbrook                        ,4615,2166,1231,3566,2035,1216,143.69
2009,South Ealing                       ,5344,3484,2295,5372,3335,2382,204.24
2009,South Harrow                       ,3477,2610,1660,3597,2758,1784,142.30
2009,South Kensington                   ,42883,33958,25249,42782,35432,24943,1797.90
2009,South Kenton                       ,1360,880,494,1419,824,548,51.63
2009,South Ruislip                      ,2577,1880,1067,2532,1789,1035,99.52
2009,South Wimbledon                    ,6183,3980,2618,5953,3971,2747,233.18
2009,South Woodford                     ,6275,4027,2156,7172,4195,2315,246.34
2009,Southfields                        ,9335,7230,4262,7834,5887,3968,346.62
2009,Southgate                          ,7690,5091,3004,8387,5096,3141,301.28
2009,Southwark                          ,17361,5466,3061,18506,5900,3178,557.57
2009,St. James's Park                   ,23236,5853,3915,25180,6578,5051,735.80
2009,St. John's Wood                    ,10373,6323,4512,10614,6441,4805,396.67
2009,St. Paul's                         ,22848,11327,8114,24696,11441,7852,830.79
2009,Stamford Brook                     ,4080,2497,1524,3877,2211,1450,146.85
2009,Stanmore                           ,4313,3134,1972,4526,2997,1865,171.72
2009,Stepney Green                      ,7126,3853,2859,6513,3203,2570,246.91
2009,Stockwell                          ,13448,9327,6265,11205,8193,5911,490.57
2009,Stonebridge Park                   ,3624,2959,1646,3858,2930,1688,150.36
2009,Stratford                          ,36963,34983,24733,43449,35383,25885,1738.97
2009,Sudbury Hill                       ,3302,2022,1227,3246,1962,1219,121.45
2009,Sudbury Town                       ,3530,2586,1908,3245,2095,1539,134.51
2009,Swiss Cottage                      ,10667,7159,5072,10364,7016,4949,410.63
2009,Temple                             ,16462,5189,3535,17976,5121,3120,535.07
2009,Theydon Bois                       ,1099,704,386,1107,671,364,40.75
2009,Tooting Bec                        ,10619,7467,4717,9735,6488,4649,397.73
2009,Tooting Broadway                   ,20274,14165,9186,20845,13987,9599,800.99
2009,Tottenham Court Road               ,51898,43364,25453,54863,48932,26403,2220.33
2009,Tottenham Hale                     ,12593,8715,5336,12227,7877,5011,476.26
2009,Totteridge & Whetstone             ,2973,1733,1039,2867,1707,1012,106.89
2009,Tower Hill                         ,31200,27649,21563,32452,27830,22917,1399.24
2009,Tufnell Park                       ,6000,4742,3150,5556,3526,2646,230.98
2009,Turnham Green                      ,9199,6127,3696,9594,6351,3941,358.35
2009,Turnpike Lane                      ,14354,12483,8319,14764,11809,8445,614.54
2009,Upminster                          ,7276,4248,1885,7653,3921,1924,261.48
2009,Upminster Bridge                   ,1647,458,170,1518,405,161,47.23
2009,Upney                              ,3317,1572,989,3014,1442,971,109.84
2009,Upton Park                         ,16491,11653,7595,16135,11898,7322,643.87
2009,Uxbridge                           ,11044,6372,3647,11325,6099,3899,402.92
2009,Vauxhall                           ,31207,18691,12017,28343,16892,11464,1108.00
2009,Victoria                           ,118106,90206,59705,123508,85516,61954,4835.09
2009,Walthamstow Central                ,21702,15309,9853,20660,14506,9956,833.76
2009,Wanstead                           ,3568,2326,1334,3575,2171,1361,133.64
2009,Warren Street                      ,24144,9087,5383,25100,9124,5404,794.91
2009,Warwick Avenue                     ,6893,5062,3204,6313,4628,3330,264.55
2009,Waterloo                           ,119865,88490,47035,122210,85680,48524,4693.76
2009,Watford                            ,2675,1073,721,2486,1141,683,86.83
2009,Wembley Central                    ,6188,6400,4258,5992,6134,4121,280.11
2009,Wembley Park                       ,12927,14925,9366,13150,16374,9154,631.34
2009,West Acton                         ,2568,1804,1058,2488,1672,1077,97.76
2009,West Brompton                      ,5787,4470,2927,5788,4163,2800,232.69
2009,West Finchley                      ,2112,1067,596,1877,965,598,69.89
2009,West Ham                           ,5162,3297,2208,4867,3139,2050,191.04
2009,West Hampstead                     ,12720,9017,5962,10796,7209,5151,462.44
2009,West Harrow                        ,2049,911,577,2041,942,590,69.71
2009,West Kensington                    ,7726,5504,3707,6617,4580,3036,283.07
2009,West Ruislip                       ,2256,2384,1180,2167,2208,1154,98.30
2009,Westbourne Park                    ,5121,3454,2074,4097,2872,1956,179.30
2009,Westminster                        ,28872,21728,16993,30445,19857,15393,1190.72
2009,White City                         ,12967,7444,4021,13058,7746,4085,469.62
2009,Whitechapel                        ,19909,9349,7329,20660,9826,7645,714.26
2009,Willesden Green                    ,11183,9433,6848,11003,8394,6644,467.92
2009,Willesden Junction                 ,6073,4039,2212,6365,3919,2392,232.91
2009,Wimbledon                          ,18896,12125,8302,17640,11593,8510,704.43
2009,Wimbledon Park                     ,3433,2698,1688,3179,2303,1577,133.52
2009,Wood Green                         ,17417,13141,8831,16234,12103,8341,680.61
2009,Wood Lane                          ,4340,4074,2476,4961,4595,2538,200.10
2009,Woodford                           ,7979,4967,2636,6608,4356,2481,272.36
2009,Woodside Park                      ,3913,1940,1375,3735,1980,1535,137.21
2010,Acton Town                         ,8669,5912,4184,8403,5877,4224,336.58
2010,Aldgate                            ,10629,2519,2314,10825,3398,2618,333.80
2010,Aldgate East                       ,15098,9344,7532,13567,7922,6449,548.80
2010,Alperton                           ,4512,3222,2560,4624,3186,2497,183.66
2010,Amersham                           ,3455,1771,1060,3610,1945,1122,124.60
2010,Angel                              ,27684,22265,13938,27301,22555,12830,1127.84
2010,Archway                            ,13279,9217,5875,12453,7582,5477,494.82
2010,Arnos Grove                        ,6605,5202,3004,6229,4579,2766,256.58
2010,Arsenal                            ,4742,4306,2886,4084,3710,2665,193.51
2010,Baker Street                       ,43163,27008,19181,41273,25793,17554,1603.74
2010,Balham                             ,17506,12636,7474,16991,11724,7826,675.08
2010,Bank & Monument                    ,80779,16307,9868,79863,16213,9832,2334.72
2010,Barbican                           ,15976,5013,3184,15514,5135,3230,496.09
2010,Barking                            ,22389,14391,9341,21963,13030,8845,834.54
2010,Barkingside                        ,1853,837,533,1815,877,535,62.98
2010,Barons Court                       ,11264,6299,4228,10109,4796,3769,384.75
2010,Bayswater                          ,8390,7577,5898,7855,7016,5125,359.02
2010,Becontree                          ,4225,2434,1483,4015,2185,1374,149.19
2010,Belsize Park                       ,10287,6164,4637,9616,5520,4273,374.50
2010,Bermondsey                         ,11233,6496,4330,10350,5709,4283,397.51
2010,Bethnal Green                      ,24142,19338,13602,21680,17299,12865,958.48
2010,Blackfriars                        ,0,0,0,0,0,0,0.00
2010,Blackhorse Road                    ,10107,7451,4820,9073,6302,4232,380.25
2010,Bond Street                        ,59664,48574,27108,54609,44900,25382,2332.38
2010,Borough                            ,8090,5236,3561,8138,5619,3526,312.62
2010,Boston Manor                       ,2997,2065,1401,2968,1778,1369,115.00
2010,Bounds Green                       ,8603,6515,4225,7928,5612,4067,331.94
2010,Bow Road                           ,8486,5528,3662,8517,5227,3828,324.03
2010,Brent Cross                        ,3390,2485,1987,3198,2227,1843,134.20
2010,Brixton                            ,35978,25057,16409,30490,23638,16274,1330.51
2010,Bromley-by-Bow                     ,4356,2508,1736,4204,2353,1691,157.73
2010,Buckhurst Hill                     ,3061,1774,888,2950,1522,840,106.49
2010,Burnt Oak                          ,5981,4352,2891,5537,3976,2752,229.66
2010,Caledonian Road                    ,8453,5960,3997,7599,4962,3835,315.62
2010,Camden Town                        ,27975,35842,16983,28407,40883,28913,1451.90
2010,Canada Water                       ,13818,11110,7797,13733,10470,7748,570.66
2010,Canary Wharf                       ,73239,22962,15284,74199,22969,15836,2317.26
2010,Canning Town                       ,13108,9746,7542,12214,8552,7129,516.89
2010,Cannon Street                      ,8259,0,0,7343,0,0,195.99
2010,Canons Park                        ,2834,1153,743,2733,1113,733,92.66
2010,Chalfont & Latimer                 ,1971,847,481,1808,782,446,63.16
2010,Chalk Farm                         ,8349,7967,6708,6916,6176,4409,345.38
2010,Chancery Lane                      ,27308,6054,3255,29121,6050,3123,821.22
2010,Charing Cross                      ,33213,30008,19354,31994,25814,14453,1369.02
2010,Chesham                            ,914,393,182,682,355,180,26.96
2010,Chigwell                           ,859,318,156,685,292,156,25.11
2010,Chiswick Park                      ,3068,1740,1081,3327,1696,1110,114.46
2010,Chorleywood                        ,1588,584,316,1394,563,294,48.29
2010,Clapham Common                     ,13087,11101,7039,14220,12240,7365,572.13
2010,Clapham North                      ,7702,7844,4834,9183,7747,4858,365.73
2010,Clapham South                      ,12329,8286,5324,11589,7237,5226,459.05
2010,Cockfosters                        ,2627,2349,1187,2494,2154,1178,106.64
2010,Colindale                          ,6573,4489,3138,5874,3843,2831,243.28
2010,Colliers Wood                      ,9011,6817,4674,8280,5980,4193,349.01
2010,Covent Garden                      ,25033,28040,19115,28677,40940,22005,1340.12
2010,Croxley                            ,1388,506,214,1400,470,210,43.69
2010,Dagenham East                      ,3646,2301,1290,3295,1941,1046,127.78
2010,Dagenham Heathway                  ,7205,4120,2280,6779,3705,2122,250.76
2010,Debden                             ,3761,1338,704,3394,1220,632,113.91
2010,Dollis Hill                        ,5369,2933,2219,4472,2245,1879,179.93
2010,Ealing Broadway                    ,27157,17784,12145,25498,16401,11811,1014.17
2010,Ealing Common                      ,4972,3762,2553,5020,3432,2533,199.89
2010,Earl's Court                       ,31375,29278,22910,29964,29487,21674,1393.93
2010,East Acton                         ,5430,3679,2591,5418,3311,2532,209.51
2010,East Finchley                      ,10532,6493,4025,9812,5490,3801,376.44
2010,East Ham                           ,20933,15228,10378,20217,13486,10200,815.66
2010,East Putney                        ,8267,6030,3848,7250,4950,3403,306.39
2010,Eastcote                           ,4090,2070,1040,3889,1900,1035,137.45
2010,Edgware                            ,6762,5622,3945,6566,5208,3840,280.15
2010,Edgware Road (Bak)                 ,6170,4358,2899,6163,4332,2545,241.03
2010,Edgware Road (Cir)                 ,9850,5463,3710,9499,5447,3465,352.93
2010,Elephant & Castle                  ,30352,19114,13409,27922,18473,12494,1117.49
2010,Elm Park                           ,4114,1906,945,3928,1739,916,134.96
2010,Embankment                         ,31041,24433,14607,31296,26334,15938,1277.89
2010,Epping                             ,5051,3215,1823,4194,2965,1630,175.48
2010,Euston                             ,49758,37388,33009,52443,39077,30397,2121.40
2010,Euston Square                      ,17464,5097,3403,18357,5537,3633,556.37
2010,Fairlop                            ,1446,746,430,1390,721,415,49.77
2010,Farringdon                         ,32789,6263,3319,29696,6181,2725,899.19
2010,Finchley Central                   ,8663,6262,3314,8402,5331,3333,326.31
2010,Finchley Road                      ,14593,9314,6431,13816,8387,6088,540.20
2010,Finsbury Park                      ,37329,34761,19878,33682,27361,18515,1508.78
2010,Fulham Broadway                    ,14720,10994,6716,14652,9996,6489,577.49
2010,Gants Hill                         ,8534,4762,3186,8099,4551,3119,303.75
2010,Gloucester Road                    ,22729,17056,13067,21791,16513,11941,913.21
2010,Golders Green                      ,12476,9584,7409,11897,8566,7135,503.14
2010,Goldhawk Road                      ,2528,1477,804,2439,1258,772,88.85
2010,Goodge Street                      ,15702,7001,3775,15428,7023,3478,521.76
2010,Grange Hill                        ,912,387,213,779,314,199,28.10
2010,Great Portland Street              ,12510,3815,2861,11713,3272,2143,377.78
2010,Green Park                         ,45465,25507,16562,50362,31636,19878,1767.76
2010,Greenford                          ,6018,4070,2434,5780,3667,2308,224.48
2010,Gunnersbury                        ,7242,2917,1590,6499,2426,1430,224.12
2010,Hainault                           ,4588,2403,1515,4399,2259,1516,159.69
2010,Hammersmith (Dis)                  ,45245,31332,20771,43066,28868,20076,1723.36
2010,Hammersmith (H&C)                  ,14578,9692,6289,13234,8801,5216,532.96
2010,Hampstead                          ,6607,5605,4276,6792,5705,4676,289.91
2010,Hanger Lane                        ,5428,3479,2345,4954,3168,2094,197.95
2010,Harlesden                          ,3401,1984,1153,3374,1876,1102,122.50
2010,Harrow & Wealdstone                ,7162,4864,2558,6686,4411,2414,261.69
2010,Harrow-on-the-Hill                 ,13565,8470,5329,14142,8306,4975,512.94
2010,Hatton Cross                       ,4434,3176,2488,4246,2984,2339,175.26
2010,Heathrow Terminals 123             ,11259,12410,12514,10182,10384,10292,541.59
2010,Heathrow Terminal 4                ,2985,3367,3601,2761,2812,2620,146.27
2010,Heathrow Terminal 5                ,4640,4372,5265,4066,3531,3724,209.72
2010,Hendon Central                     ,10592,6375,4476,9785,5333,3920,378.15
2010,High Barnet                        ,4814,3142,1748,4450,2848,1705,174.30
2010,High Street Kensington             ,18663,13899,9214,18954,14032,8503,750.21
2010,Highbury & Islington               ,21861,17669,9066,21422,18377,9764,880.55
2010,Highgate                           ,8197,5808,3638,7594,5085,3537,308.50
2010,Hillingdon                         ,2217,1378,691,2066,1244,649,78.26
2010,Holborn                            ,51368,25368,14521,54459,28103,14435,1832.31
2010,Holland Park                       ,5573,3689,2466,5228,3463,2310,208.23
2010,Holloway Road                      ,12470,8406,4484,12440,8621,4258,471.29
2010,Hornchurch                         ,3272,1609,692,3354,1720,709,112.48
2010,Hounslow Central                   ,6375,4162,3187,6081,3982,3003,242.98
2010,Hounslow East                      ,6547,4756,3579,6611,4506,3443,263.48
2010,Hounslow West                      ,5098,3786,2931,4687,3566,2788,201.78
2010,Hyde Park Corner                   ,7911,8000,7297,8565,8294,7109,390.14
2010,Ickenham                           ,1661,793,355,1648,757,362,55.57
2010,Kennington                         ,6830,5512,3537,6422,5022,3521,273.48
2010,Kensal Green                       ,3949,2933,1866,3317,2384,1700,145.58
2010,Kensington (Olympia)               ,1239,995,5222,1108,863,4879,95.00
2010,Kentish Town                       ,12147,8310,5217,11726,7542,4595,456.72
2010,Kenton                             ,2967,2063,1183,2877,1958,1144,112.28
2010,Kew Gardens                        ,5308,4128,2774,5058,3608,2579,209.78
2010,Kilburn                            ,11578,7732,5786,11192,6934,5661,443.49
2010,Kilburn Park                       ,5611,5391,3895,5434,4964,3781,247.79
2010,King's Cross St. Pancras           ,108944,87733,70576,110248,86809,65780,4624.53
2010,Kingsbury                          ,5393,2377,1857,5099,2272,1702,181.31
2010,Knightsbridge                      ,28358,33775,22769,27776,31848,21018,1370.69
2010,Ladbroke Grove                     ,8330,8974,3353,8032,5145,2677,332.37
2010,Lambeth North                      ,5608,4764,3231,5177,4167,2896,227.15
2010,Lancaster Gate                     ,10209,7686,6065,9751,7517,5533,412.45
2010,Latimer Road                       ,3436,1551,1166,3333,1395,1111,116.52
2010,Leicester Square                   ,50897,66616,36204,50512,68382,36028,2546.09
2010,Leyton                             ,19895,15937,11015,18521,14302,10537,796.80
2010,Leytonstone                        ,15751,11330,7434,15146,10121,7182,607.33
2010,Liverpool Street                   ,103345,53742,39574,104093,53585,39385,3728.63
2010,London Bridge                      ,98519,68360,41224,95148,65880,40281,3749.95
2010,Loughton                           ,4528,2763,1444,4605,2669,1467,165.89
2010,Maida Vale                         ,5114,3704,2417,4531,3049,2277,190.89
2010,Manor House                        ,14185,11064,8092,12870,9241,7713,558.26
2010,Mansion House                      ,12725,4234,3042,12720,3829,2761,403.40
2010,Marble Arch                        ,26158,28536,18837,24517,26708,16771,1190.76
2010,Marylebone                         ,18310,9900,7535,19050,10358,7541,681.80
2010,Mile End                           ,21780,15351,10307,19931,13177,9936,820.24
2010,Mill Hill East                     ,1587,915,548,1871,1074,620,62.54
2010,Moor Park                          ,1381,511,273,1372,500,270,44.10
2010,Moorgate                           ,38115,5593,3474,40997,5871,3769,1105.57
2010,Morden                             ,11185,6995,4743,10563,6550,4573,411.97
2010,Mornington Crescent                ,7305,4249,10742,6628,3310,2016,294.70
2010,Neasden                            ,4574,2320,1564,4236,2317,1630,158.12
2010,Newbury Park                       ,6887,4255,2794,5493,3511,2449,235.12
2010,North Acton                        ,8032,4601,3346,7667,4228,3098,289.65
2010,North Ealing                       ,1511,924,529,1357,830,508,53.14
2010,North Greenwich                    ,27541,17039,11878,29543,18173,12789,1077.92
2010,North Harrow                       ,2556,1096,640,2302,987,639,81.59
2010,North Wembley                      ,2330,1608,980,2132,1401,912,86.02
