ward_code,ward_name,borough_code,borough_name,party,party_long,number_votes
E05000229,Woolwich Common,E09000011,Greenwich,LD,Conservative Party,621
E05000229,Woolwich Common,E09000011,Greenwich,RNW,Conservative Party,99
E05000230,Woolwich Riverside,E09000011,Greenwich,CON,Conservative Party,1780
E05000230,Woolwich Riverside,E09000011,Greenwich,DP,Conservative Party,50
E05000230,Woolwich Riverside,E09000011,Greenwich,GRE,Conservative Party,1102
E05000230,Woolwich Riverside,E09000011,Greenwich,LAB,Conservative Party,7999
E05000230,Woolwich Riverside,E09000011,Greenwich,LD,Conservative Party,1009
E05000250,Addison,E09000013,Hammersmith and Fulham,CON,Conservative Party,3250
E05000250,Addison,E09000013,Hammersmith and Fulham,GRE,Conservative Party,330
E05000250,Addison,E09000013,Hammersmith and Fulham,LAB,Conservative Party,5513
E05000250,Addison,E09000013,Hammersmith and Fulham,LD,Conservative Party,886
E05000250,Addison,E09000013,Hammersmith and Fulham,UKIP,Conservative Party,112
E05000251,Askew,E09000013,Hammersmith and Fulham,CON,Conservative Party,1927
E05000251,Askew,E09000013,Hammersmith and Fulham,LAB,Conservative Party,7558
E05000251,Askew,E09000013,Hammersmith and Fulham,LD,Conservative Party,1435
E05000252,Avonmore And Brook Green,E09000013,Hammersmith and Fulham,CON,Conservative Party,3798
E05000252,Avonmore And Brook Green,E09000013,Hammersmith and Fulham,LAB,Conservative Party,5297
E05000252,Avonmore And Brook Green,E09000013,Hammersmith and Fulham,LD,Conservative Party,1023
E05000253,College Park And Old Oak,E09000013,Hammersmith and Fulham,CON,Conservative Party,729
E05000253,College Park And Old Oak,E09000013,Hammersmith and Fulham,LAB,Conservative Party,2819
E05000253,College Park And Old Oak,E09000013,Hammersmith and Fulham,LD,Conservative Party,236
E05000254,Fulham Broadway,E09000013,Hammersmith and Fulham,CON,Conservative Party,3167
E05000254,Fulham Broadway,E09000013,Hammersmith and Fulham,LAB,Conservative Party,4921
E05000254,Fulham Broadway,E09000013,Hammersmith and Fulham,LD,Conservative Party,785
E05000255,Fulham Reach,E09000013,Hammersmith and Fulham,CON,Conservative Party,2806
E05000255,Fulham Reach,E09000013,Hammersmith and Fulham,GRE,Conservative Party,330
E05000255,Fulham Reach,E09000013,Hammersmith and Fulham,LAB,Conservative Party,5913
E05000255,Fulham Reach,E09000013,Hammersmith and Fulham,LD,Conservative Party,758
E05000256,Hammersmith Broadway,E09000013,Hammersmith and Fulham,CON,Conservative Party,1881
E05000256,Hammersmith Broadway,E09000013,Hammersmith and Fulham,LAB,Conservative Party,6569
E05000256,Hammersmith Broadway,E09000013,Hammersmith and Fulham,LD,Conservative Party,1120
E05000257,Munster,E09000013,Hammersmith and Fulham,CON,Conservative Party,4057
E05000257,Munster,E09000013,Hammersmith and Fulham,LAB,Conservative Party,2486
E05000257,Munster,E09000013,Hammersmith and Fulham,LD,Conservative Party,1169
E05000258,North End,E09000013,Hammersmith and Fulham,CON,Conservative Party,2063
E05000258,North End,E09000013,Hammersmith and Fulham,LAB,Conservative Party,5500
E05000258,North End,E09000013,Hammersmith and Fulham,LD,Conservative Party,919
E05000258,North End,E09000013,Hammersmith and Fulham,UKIP,Conservative Party,71
E05000259,Palace Riverside,E09000013,Hammersmith and Fulham,CON,Conservative Party,3141
E05000259,Palace Riverside,E09000013,Hammersmith and Fulham,LAB,Conservative Party,1200
E05000259,Palace Riverside,E09000013,Hammersmith and Fulham,LD,Conservative Party,712
E05000260,Parsons Green And Walham,E09000013,Hammersmith and Fulham,CON,Conservative Party,5326
E05000260,Parsons Green And Walham,E09000013,Hammersmith and Fulham,LAB,Conservative Party,1764
E05000260,Parsons Green And Walham,E09000013,Hammersmith and Fulham,LD,Conservative Party,1206
E05000261,Ravenscourt Park,E09000013,Hammersmith and Fulham,CON,Conservative Party,4037
E05000261,Ravenscourt Park,E09000013,Hammersmith and Fulham,LAB,Conservative Party,5354
E05000261,Ravenscourt Park,E09000013,Hammersmith and Fulham,LD,Conservative Party,2300
E05000262,Sands End,E09000013,Hammersmith and Fulham,CON,Conservative Party,4569
E05000262,Sands End,E09000013,Hammersmith and Fulham,LAB,Conservative Party,5361
E05000262,Sands End,E09000013,Hammersmith and Fulham,LD,Conservative Party,909
E05000263,Shepherd's Bush Green,E09000013,Hammersmith and Fulham,CON,Conservative Party,1559
E05000263,Shepherd's Bush Green,E09000013,Hammersmith and Fulham,LAB,Conservative Party,6054
E05000263,Shepherd's Bush Green,E09000013,Hammersmith and Fulham,LD,Conservative Party,899
E05000264,Town,E09000013,Hammersmith and Fulham,CON,Conservative Party,4555
E05000264,Town,E09000013,Hammersmith and Fulham,LAB,Conservative Party,3948
E05000264,Town,E09000013,Hammersmith and Fulham,LD,Conservative Party,979
E05000265,Wormholt And White City,E09000013,Hammersmith and Fulham,CON,Conservative Party,1327
E05000265,Wormholt And White City,E09000013,Hammersmith and Fulham,IND,Conservative Party,89
E05000265,Wormholt And White City,E09000013,Hammersmith and Fulham,LAB,Conservative Party,7150
E05000265,Wormholt And White City,E09000013,Hammersmith and Fulham,LD,Conservative Party,601
E05000266,Alexandra,E09000014,Haringey,CON,Conservative Party,942
E05000266,Alexandra,E09000014,Haringey,GRE,Conservative Party,1163
E05000266,Alexandra,E09000014,Haringey,LAB,Conservative Party,5192
E05000266,Alexandra,E09000014,Haringey,LD,Conservative Party,5933
E05000267,Bounds Green,E09000014,Haringey,CON,Conservative Party,897
E05000267,Bounds Green,E09000014,Haringey,GRE,Conservative Party,1091
E05000267,Bounds Green,E09000014,Haringey,LAB,Conservative Party,6603
E05000267,Bounds Green,E09000014,Haringey,LD,Conservative Party,1912
E05000268,Bruce Grove,E09000014,Haringey,CON,Conservative Party,783
E05000268,Bruce Grove,E09000014,Haringey,GRE,Conservative Party,1008
E05000268,Bruce Grove,E09000014,Haringey,LAB,Conservative Party,5968
E05000268,Bruce Grove,E09000014,Haringey,LD,Conservative Party,613
E05000269,Crouch End,E09000014,Haringey,CON,Conservative Party,878
E05000269,Crouch End,E09000014,Haringey,GRE,Conservative Party,1243
E05000269,Crouch End,E09000014,Haringey,LAB,Conservative Party,4977
E05000269,Crouch End,E09000014,Haringey,LD,Conservative Party,6221
E05000270,Fortis Green,E09000014,Haringey,CON,Conservative Party,979
E05000270,Fortis Green,E09000014,Haringey,GRE,Conservative Party,989
E05000270,Fortis Green,E09000014,Haringey,LAB,Conservative Party,4754
E05000270,Fortis Green,E09000014,Haringey,LD,Conservative Party,6006
E05000271,Harringay,E09000014,Haringey,CON,Conservative Party,460
E05000271,Harringay,E09000014,Haringey,DP,Conservative Party,111
E05000271,Harringay,E09000014,Haringey,GRE,Conservative Party,1058
E05000271,Harringay,E09000014,Haringey,LAB,Conservative Party,6140
E05000271,Harringay,E09000014,Haringey,LD,Conservative Party,3001
E05000272,Highgate,E09000014,Haringey,CON,Conservative Party,1110
E05000272,Highgate,E09000014,Haringey,GRE,Conservative Party,863
E05000272,Highgate,E09000014,Haringey,LAB,Conservative Party,3147
E05000272,Highgate,E09000014,Haringey,LD,Conservative Party,5836
E05000273,Hornsey,E09000014,Haringey,CON,Conservative Party,799
E05000273,Hornsey,E09000014,Haringey,GRE,Conservative Party,1244
E05000273,Hornsey,E09000014,Haringey,LAB,Conservative Party,7202
E05000273,Hornsey,E09000014,Haringey,LD,Conservative Party,2364
E05000274,Muswell Hill,E09000014,Haringey,CON,Conservative Party,738
E05000274,Muswell Hill,E09000014,Haringey,GRE,Conservative Party,1212
E05000274,Muswell Hill,E09000014,Haringey,LAB,Conservative Party,4943
E05000274,Muswell Hill,E09000014,Haringey,LD,Conservative Party,6030
E05000275,Noel Park,E09000014,Haringey,CON,Conservative Party,733
E05000275,Noel Park,E09000014,Haringey,GRE,Conservative Party,858
E05000275,Noel Park,E09000014,Haringey,LAB,Conservative Party,5609
E05000275,Noel Park,E09000014,Haringey,LD,Conservative Party,1362
E05000276,Northumberland Park,E09000014,Haringey,CON,Conservative Party,501
E05000276,Northumberland Park,E09000014,Haringey,ED,Conservative Party,87
E05000276,Northumberland Park,E09000014,Haringey,GRE,Conservative Party,475
E05000276,Northumberland Park,E09000014,Haringey,LAB,Conservative Party,6322
E05000276,Northumberland Park,E09000014,Haringey,LD,Conservative Party,364
E05000277,St. Ann's,E09000014,Haringey,CON,Conservative Party,597
E05000277,St. Ann's,E09000014,Haringey,GRE,Conservative Party,2429
E05000277,St. Ann's,E09000014,Haringey,IND,Conservative Party,120
E05000277,St. Ann's,E09000014,Haringey,LAB,Conservative Party,5550
E05000277,St. Ann's,E09000014,Haringey,LD,Conservative Party,548
E05000278,Seven Sisters,E09000014,Haringey,CON,Conservative Party,1270
E05000278,Seven Sisters,E09000014,Haringey,GRE,Conservative Party,958
E05000278,Seven Sisters,E09000014,Haringey,LAB,Conservative Party,6652
E05000278,Seven Sisters,E09000014,Haringey,LD,Conservative Party,425
E05000278,Seven Sisters,E09000014,Haringey,TUSC,Conservative Party,372
E05000279,Stroud Green,E09000014,Haringey,CON,Conservative Party,694
E05000279,Stroud Green,E09000014,Haringey,CPA,Conservative Party,67
E05000279,Stroud Green,E09000014,Haringey,GRE,Conservative Party,1598
E05000279,Stroud Green,E09000014,Haringey,LAB,Conservative Party,6935
E05000279,Stroud Green,E09000014,Haringey,LD,Conservative Party,2902
E05000280,Tottenham Green,E09000014,Haringey,CON,Conservative Party,721
E05000280,Tottenham Green,E09000014,Haringey,FED,Conservative Party,44
E05000280,Tottenham Green,E09000014,Haringey,GRE,Conservative Party,1082
E05000280,Tottenham Green,E09000014,Haringey,LAB,Conservative Party,7080
E05000280,Tottenham Green,E09000014,Haringey,LD,Conservative Party,639
E05000281,Tottenham Hale,E09000014,Haringey,CON,Conservative Party,856
E05000281,Tottenham Hale,E09000014,Haringey,DP,Conservative Party,84
E05000281,Tottenham Hale,E09000014,Haringey,GRE,Conservative Party,776
E05000281,Tottenham Hale,E09000014,Haringey,LAB,Conservative Party,7424
E05000281,Tottenham Hale,E09000014,Haringey,LD,Conservative Party,535
E05000282,West Green,E09000014,Haringey,CON,Conservative Party,789
E05000282,West Green,E09000014,Haringey,GRE,Conservative Party,979
E05000282,West Green,E09000014,Haringey,IND,Conservative Party,167
E05000282,West Green,E09000014,Haringey,LAB,Conservative Party,6048
E05000282,West Green,E09000014,Haringey,LD,Conservative Party,745
E05000283,White Hart Lane,E09000014,Haringey,CON,Conservative Party,825
E05000283,White Hart Lane,E09000014,Haringey,DVP,Conservative Party,31
E05000283,White Hart Lane,E09000014,Haringey,GRE,Conservative Party,531
E05000283,White Hart Lane,E09000014,Haringey,LAB,Conservative Party,6149
E05000283,White Hart Lane,E09000014,Haringey,LD,Conservative Party,321
E05000284,Woodside,E09000014,Haringey,CON,Conservative Party,763
E05000284,Woodside,E09000014,Haringey,DVP,Conservative Party,102
E05000284,Woodside,E09000014,Haringey,GRE,Conservative Party,852
E05000284,Woodside,E09000014,Haringey,LAB,Conservative Party,6285
E05000284,Woodside,E09000014,Haringey,LD,Conservative Party,1380
E05000285,Belmont,E09000015,Harrow,CON,Conservative Party,6718
E05000285,Belmont,E09000015,Harrow,GRE,Conservative Party,311
E05000285,Belmont,E09000015,Harrow,LAB,Conservative Party,2936
E05000285,Belmont,E09000015,Harrow,LD,Conservative Party,329
E05000286,Canons,E09000015,Harrow,CON,Conservative Party,7071
E05000286,Canons,E09000015,Harrow,LAB,Conservative Party,3199
E05000286,Canons,E09000015,Harrow,LD,Conservative Party,521
E05000287,Edgware,E09000015,Harrow,CON,Conservative Party,3261
E05000287,Edgware,E09000015,Harrow,LAB,Conservative Party,5328
E05000287,Edgware,E09000015,Harrow,LD,Conservative Party,514
E05000288,Greenhill,E09000015,Harrow,CON,Conservative Party,2833
E05000288,Greenhill,E09000015,Harrow,GRE,Conservative Party,932
E05000288,Greenhill,E09000015,Harrow,LAB,Conservative Party,4983
E05000288,Greenhill,E09000015,Harrow,LD,Conservative Party,265
E05000289,Harrow On The Hill,E09000015,Harrow,CON,Conservative Party,3999
E05000289,Harrow On The Hill,E09000015,Harrow,LAB,Conservative Party,5566
E05000289,Harrow On The Hill,E09000015,Harrow,LD,Conservative Party,544
E05000290,Harrow Weald,E09000015,Harrow,CON,Conservative Party,5260
E05000290,Harrow Weald,E09000015,Harrow,LAB,Conservative Party,3574
E05000290,Harrow Weald,E09000015,Harrow,LD,Conservative Party,2103
E05000291,Hatch End,E09000015,Harrow,CON,Conservative Party,6188
E05000291,Hatch End,E09000015,Harrow,LAB,Conservative Party,2588
E05000291,Hatch End,E09000015,Harrow,LD,Conservative Party,624
E05000292,Headstone North,E09000015,Harrow,CON,Conservative Party,5442
E05000292,Headstone North,E09000015,Harrow,LAB,Conservative Party,4524
E05000292,Headstone North,E09000015,Harrow,LD,Conservative Party,799
E05000293,Headstone South,E09000015,Harrow,CON,Conservative Party,2762
E05000293,Headstone South,E09000015,Harrow,LAB,Conservative Party,5948
E05000293,Headstone South,E09000015,Harrow,LD,Conservative Party,742
E05000294,Kenton East,E09000015,Harrow,CON,Conservative Party,5440
E05000294,Kenton East,E09000015,Harrow,LAB,Conservative Party,5172
E05000295,Kenton West,E09000015,Harrow,CON,Conservative Party,5648
E05000295,Kenton West,E09000015,Harrow,LAB,Conservative Party,5359
E05000295,Kenton West,E09000015,Harrow,LD,Conservative Party,232
E05000296,Marlborough,E09000015,Harrow,CON,Conservative Party,2593
E05000296,Marlborough,E09000015,Harrow,GRE,Conservative Party,517
E05000296,Marlborough,E09000015,Harrow,LAB,Conservative Party,6015
E05000297,Pinner,E09000015,Harrow,CON,Conservative Party,5563
E05000297,Pinner,E09000015,Harrow,IND,Conservative Party,807
E05000297,Pinner,E09000015,Harrow,LAB,Conservative Party,2528
E05000297,Pinner,E09000015,Harrow,LD,Conservative Party,908
E05000298,Pinner South,E09000015,Harrow,CON,Conservative Party,6199
E05000298,Pinner South,E09000015,Harrow,LAB,Conservative Party,2816
E05000298,Pinner South,E09000015,Harrow,LD,Conservative Party,1029
E05000299,Queensbury,E09000015,Harrow,CON,Conservative Party,4219
E05000299,Queensbury,E09000015,Harrow,LAB,Conservative Party,6374
E05000300,Rayners Lane,E09000015,Harrow,CON,Conservative Party,3262
E05000300,Rayners Lane,E09000015,Harrow,LAB,Conservative Party,5010
E05000300,Rayners Lane,E09000015,Harrow,LD,Conservative Party,3626
E05000301,Roxbourne,E09000015,Harrow,CON,Conservative Party,2289
E05000301,Roxbourne,E09000015,Harrow,GRE,Conservative Party,391
E05000301,Roxbourne,E09000015,Harrow,LAB,Conservative Party,6803
E05000301,Roxbourne,E09000015,Harrow,LD,Conservative Party,237
E05000302,Roxeth,E09000015,Harrow,CON,Conservative Party,2508
E05000302,Roxeth,E09000015,Harrow,LAB,Conservative Party,6327
E05000302,Roxeth,E09000015,Harrow,NLP,Conservative Party,325
E05000303,Stanmore Park,E09000015,Harrow,CON,Conservative Party,7188
E05000303,Stanmore Park,E09000015,Harrow,GRE,Conservative Party,403
E05000303,Stanmore Park,E09000015,Harrow,LAB,Conservative Party,2383
E05000304,Wealdstone,E09000015,Harrow,CON,Conservative Party,2310
E05000304,Wealdstone,E09000015,Harrow,GRE,Conservative Party,368
E05000304,Wealdstone,E09000015,Harrow,LAB,Conservative Party,5249
E05000304,Wealdstone,E09000015,Harrow,LD,Conservative Party,311
E05000305,West Harrow,E09000015,Harrow,CON,Conservative Party,4149
E05000305,West Harrow,E09000015,Harrow,LAB,Conservative Party,5466
E05000305,West Harrow,E09000015,Harrow,LD,Conservative Party,615
E05000306,Brooklands,E09000016,Havering,CON,Conservative Party,6626
E05000306,Brooklands,E09000016,Havering,GRE,Conservative Party,344
E05000306,Brooklands,E09000016,Havering,LAB,Conservative Party,4304
E05000306,Brooklands,E09000016,Havering,LD,Conservative Party,240
E05000306,Brooklands,E09000016,Havering,UKIP,Conservative Party,290
E05000307,Cranham,E09000016,Havering,CON,Conservative Party,2336
E05000307,Cranham,E09000016,Havering,GRE,Conservative Party,325
E05000307,Cranham,E09000016,Havering,LAB,Conservative Party,1177
E05000307,Cranham,E09000016,Havering,REA,Conservative Party,8251
E05000307,Cranham,E09000016,Havering,UKIP,Conservative Party,274
E05000308,Elm Park,E09000016,Havering,CON,Conservative Party,1953
E05000308,Elm Park,E09000016,Havering,GRE,Conservative Party,149
E05000308,Elm Park,E09000016,Havering,LAB,Conservative Party,2112
E05000308,Elm Park,E09000016,Havering,LD,Conservative Party,78
E05000308,Elm Park,E09000016,Havering,REA,Conservative Party,6251
E05000308,Elm Park,E09000016,Havering,UKIP,Conservative Party,281
E05000309,Emerson Park,E09000016,Havering,CON,Conservative Party,5142
E05000309,Emerson Park,E09000016,Havering,GRE,Conservative Party,187
E05000309,Emerson Park,E09000016,Havering,LAB,Conservative Party,1571
E05000309,Emerson Park,E09000016,Havering,LD,Conservative Party,89
E05000309,Emerson Park,E09000016,Havering,REA,Conservative Party,4318
E05000309,Emerson Park,E09000016,Havering,UKIP,Conservative Party,269
E05000310,Gooshays,E09000016,Havering,CON,Conservative Party,1904
E05000310,Gooshays,E09000016,Havering,GRE,Conservative Party,173
E05000310,Gooshays,E09000016,Havering,IND,Conservative Party,2710
E05000310,Gooshays,E09000016,Havering,LAB,Conservative Party,2983
E05000310,Gooshays,E09000016,Havering,LD,Conservative Party,99
E05000310,Gooshays,E09000016,Havering,NF,Conservative Party,50
E05000310,Gooshays,E09000016,Havering,REA,Conservative Party,504
E05000310,Gooshays,E09000016,Havering,UKIP,Conservative Party,1244
E05000311,Hacton,E09000016,Havering,CON,Conservative Party,2218
E05000311,Hacton,E09000016,Havering,GRE,Conservative Party,200
E05000311,Hacton,E09000016,Havering,LAB,Conservative Party,1622
E05000311,Hacton,E09000016,Havering,LD,Conservative Party,102
E05000311,Hacton,E09000016,Havering,REA,Conservative Party,7422
E05000311,Hacton,E09000016,Havering,UKIP,Conservative Party,289
E05000312,Harold Wood,E09000016,Havering,CON,Conservative Party,1517
E05000312,Harold Wood,E09000016,Havering,LAB,Conservative Party,1780
E05000312,Harold Wood,E09000016,Havering,LD,Conservative Party,182
E05000312,Harold Wood,E09000016,Havering,REA,Conservative Party,8038
E05000312,Harold Wood,E09000016,Havering,UKIP,Conservative Party,252
E05000313,Havering Park,E09000016,Havering,CON,Conservative Party,5954
E05000313,Havering Park,E09000016,Havering,GRE,Conservative Party,356
E05000313,Havering Park,E09000016,Havering,LAB,Conservative Party,2185
E05000313,Havering Park,E09000016,Havering,LD,Conservative Party,190
E05000313,Havering Park,E09000016,Havering,UKIP,Conservative Party,370
E05000314,Heaton,E09000016,Havering,CON,Conservative Party,2456
E05000314,Heaton,E09000016,Havering,IND,Conservative Party,1516
E05000314,Heaton,E09000016,Havering,LAB,Conservative Party,3222
E05000314,Heaton,E09000016,Havering,LD,Conservative Party,105
E05000314,Heaton,E09000016,Havering,UKIP,Conservative Party,1220
E05000315,Hylands,E09000016,Havering,CON,Conservative Party,7491
E05000315,Hylands,E09000016,Havering,GRE,Conservative Party,203
E05000315,Hylands,E09000016,Havering,LAB,Conservative Party,1900
E05000315,Hylands,E09000016,Havering,LD,Conservative Party,91
E05000315,Hylands,E09000016,Havering,REA,Conservative Party,3474
E05000316,Mawneys,E09000016,Havering,CON,Conservative Party,6949
E05000316,Mawneys,E09000016,Havering,LAB,Conservative Party,1721
E05000316,Mawneys,E09000016,Havering,LD,Conservative Party,145
E05000316,Mawneys,E09000016,Havering,REA,Conservative Party,1123
E05000316,Mawneys,E09000016,Havering,UKIP,Conservative Party,354
E05000317,Pettits,E09000016,Havering,CON,Conservative Party,5969
E05000317,Pettits,E09000016,Havering,LAB,Conservative Party,1728
E05000317,Pettits,E09000016,Havering,LD,Conservative Party,191
E05000317,Pettits,E09000016,Havering,REA,Conservative Party,3861
E05000318,Rainham and Wennington,E09000016,Havering,CON,Conservative Party,1246
E05000318,Rainham and Wennington,E09000016,Havering,GRE,Conservative Party,191
E05000318,Rainham and Wennington,E09000016,Havering,IND,Conservative Party,2276
E05000318,Rainham and Wennington,E09000016,Havering,LAB,Conservative Party,2501
E05000318,Rainham and Wennington,E09000016,Havering,REA,Conservative Party,3379
E05000318,Rainham and Wennington,E09000016,Havering,UKIP,Conservative Party,351
E05000319,Romford Town,E09000016,Havering,CON,Conservative Party,7181
E05000319,Romford Town,E09000016,Havering,GRE,Conservative Party,422
E05000319,Romford Town,E09000016,Havering,LAB,Conservative Party,4209
E05000319,Romford Town,E09000016,Havering,LD,Conservative Party,1012
E05000319,Romford Town,E09000016,Havering,UKIP,Conservative Party,344
E05000320,St. Andrew's,E09000016,Havering,BNP,British National Party,123
E05000320,St. Andrew's,E09000016,Havering,CON,British National Party,4555
E05000320,St. Andrew's,E09000016,Havering,GRE,British National Party,248
E05000320,St. Andrew's,E09000016,Havering,LAB,British National Party,1831
E05000320,St. Andrew's,E09000016,Havering,LD,British National Party,119
E05000320,St. Andrew's,E09000016,Havering,REA,British National Party,5044
E05000320,St. Andrew's,E09000016,Havering,UKIP,British National Party,369
E05000321,South Hornchurch,E09000016,Havering,CON,Conservative Party,1617
E05000321,South Hornchurch,E09000016,Havering,GRE,Conservative Party,165
E05000321,South Hornchurch,E09000016,Havering,IND,Conservative Party,1312
E05000321,South Hornchurch,E09000016,Havering,LAB,Conservative Party,3001
E05000321,South Hornchurch,E09000016,Havering,REA,Conservative Party,3459
E05000321,South Hornchurch,E09000016,Havering,UKIP,Conservative Party,315
E05000322,Squirrel's Heath,E09000016,Havering,CON,Conservative Party,7308
E05000322,Squirrel's Heath,E09000016,Havering,GRE,Conservative Party,519
E05000322,Squirrel's Heath,E09000016,Havering,LAB,Conservative Party,2345
E05000322,Squirrel's Heath,E09000016,Havering,LD,Conservative Party,337
E05000323,Upminster,E09000016,Havering,CON,Conservative Party,2666
E05000323,Upminster,E09000016,Havering,GRE,Conservative Party,358
E05000323,Upminster,E09000016,Havering,LAB,Conservative Party,1394
E05000323,Upminster,E09000016,Havering,LD,Conservative Party,148
E05000323,Upminster,E09000016,Havering,REA,Conservative Party,9159
E05000323,Upminster,E09000016,Havering,UKIP,Conservative Party,177
E05000324,Barnhill,E09000017,Hillingdon,CON,Conservative Party,1899
E05000324,Barnhill,E09000017,Hillingdon,GRE,Conservative Party,252
E05000324,Barnhill,E09000017,Hillingdon,LAB,Conservative Party,6354
E05000325,Botwell,E09000017,Hillingdon,CON,Conservative Party,2723
E05000325,Botwell,E09000017,Hillingdon,DP,Conservative Party,98
E05000325,Botwell,E09000017,Hillingdon,GRE,Conservative Party,242
E05000325,Botwell,E09000017,Hillingdon,LAB,Conservative Party,7138
E05000326,Brunel,E09000017,Hillingdon,CON,Conservative Party,5252
E05000326,Brunel,E09000017,Hillingdon,GRE,Conservative Party,373
E05000326,Brunel,E09000017,Hillingdon,LAB,Conservative Party,2963
E05000327,Cavendish,E09000017,Hillingdon,CON,Conservative Party,8093
E05000327,Cavendish,E09000017,Hillingdon,GRE,Conservative Party,1050
E05000327,Cavendish,E09000017,Hillingdon,LAB,Conservative Party,2178
E05000328,Charville,E09000017,Hillingdon,CON,Conservative Party,5296
E05000328,Charville,E09000017,Hillingdon,GRE,Conservative Party,371
E05000328,Charville,E09000017,Hillingdon,LAB,Conservative Party,4713
E05000329,Eastcote And East Ruislip,E09000017,Hillingdon,CON,Conservative Party,10348
E05000329,Eastcote And East Ruislip,E09000017,Hillingdon,GRE,Conservative Party,950
E05000329,Eastcote And East Ruislip,E09000017,Hillingdon,LAB,Conservative Party,1750
E05000329,Eastcote And East Ruislip,E09000017,Hillingdon,LD,Conservative Party,605
E05000330,Harefield,E09000017,Hillingdon,CON,Conservative Party,2521
E05000330,Harefield,E09000017,Hillingdon,GRE,Conservative Party,819
E05000330,Harefield,E09000017,Hillingdon,IND,Conservative Party,483
E05000330,Harefield,E09000017,Hillingdon,LAB,Conservative Party,557
E05000331,Heathrow Villages,E09000017,Hillingdon,CON,Conservative Party,3169
E05000331,Heathrow Villages,E09000017,Hillingdon,GRE,Conservative Party,261
E05000331,Heathrow Villages,E09000017,Hillingdon,LAB,Conservative Party,4374
E05000332,Hillingdon East,E09000017,Hillingdon,CON,Conservative Party,6305
E05000332,Hillingdon East,E09000017,Hillingdon,DVP,Conservative Party,153
E05000332,Hillingdon East,E09000017,Hillingdon,LAB,Conservative Party,3886
E05000333,Ickenham,E09000017,Hillingdon,CON,Conservative Party,7917
E05000333,Ickenham,E09000017,Hillingdon,GRE,Conservative Party,894
E05000333,Ickenham,E09000017,Hillingdon,LAB,Conservative Party,1582
E05000333,Ickenham,E09000017,Hillingdon,LD,Conservative Party,191
E05000334,Manor,E09000017,Hillingdon,CON,Conservative Party,7772
E05000334,Manor,E09000017,Hillingdon,GRE,Conservative Party,836
E05000334,Manor,E09000017,Hillingdon,LAB,Conservative Party,2052
E05000334,Manor,E09000017,Hillingdon,LD,Conservative Party,287
E05000335,Northwood,E09000017,Hillingdon,CON,Conservative Party,6688
E05000335,Northwood,E09000017,Hillingdon,GRE,Conservative Party,727
E05000335,Northwood,E09000017,Hillingdon,LAB,Conservative Party,1357
E05000335,Northwood,E09000017,Hillingdon,LD,Conservative Party,604
E05000336,Northwood Hills,E09000017,Hillingdon,CON,Conservative Party,6109
E05000336,Northwood Hills,E09000017,Hillingdon,GRE,Conservative Party,435
E05000336,Northwood Hills,E09000017,Hillingdon,IND,Conservative Party,618
E05000336,Northwood Hills,E09000017,Hillingdon,LAB,Conservative Party,1999
E05000336,Northwood Hills,E09000017,Hillingdon,LD,Conservative Party,418
E05000337,Pinkwell,E09000017,Hillingdon,CON,Conservative Party,2037
E05000337,Pinkwell,E09000017,Hillingdon,LAB,Conservative Party,6920
E05000338,South Ruislip,E09000017,Hillingdon,CON,Conservative Party,6077
E05000338,South Ruislip,E09000017,Hillingdon,GRE,Conservative Party,479
E05000338,South Ruislip,E09000017,Hillingdon,LAB,Conservative Party,3191
E05000338,South Ruislip,E09000017,Hillingdon,LD,Conservative Party,232
E05000339,Townfield,E09000017,Hillingdon,CON,Conservative Party,2276
E05000339,Townfield,E09000017,Hillingdon,GRE,Conservative Party,278
E05000339,Townfield,E09000017,Hillingdon,LAB,Conservative Party,6973
E05000340,Uxbridge North,E09000017,Hillingdon,CON,Conservative Party,7277
E05000340,Uxbridge North,E09000017,Hillingdon,GRE,Conservative Party,833
E05000340,Uxbridge North,E09000017,Hillingdon,LAB,Conservative Party,2729
E05000341,Uxbridge South,E09000017,Hillingdon,CON,Conservative Party,5037
E05000341,Uxbridge South,E09000017,Hillingdon,GRE,Conservative Party,781
E05000341,Uxbridge South,E09000017,Hillingdon,LAB,Conservative Party,3787
E05000342,West Drayton,E09000017,Hillingdon,BNP,British National Party,143
E05000342,West Drayton,E09000017,Hillingdon,CON,British National Party,5225
E05000342,West Drayton,E09000017,Hillingdon,DP,British National Party,212
E05000342,West Drayton,E09000017,Hillingdon,LAB,British National Party,5779
E05000343,West Ruislip,E09000017,Hillingdon,CON,Conservative Party,7432
E05000343,West Ruislip,E09000017,Hillingdon,GRE,Conservative Party,337
E05000343,West Ruislip,E09000017,Hillingdon,LAB,Conservative Party,1877
E05000343,West Ruislip,E09000017,Hillingdon,LD,Conservative Party,953
E05000344,Yeading,E09000017,Hillingdon,CON,Conservative Party,2066
E05000344,Yeading,E09000017,Hillingdon,LAB,Conservative Party,6875
E05000345,Yiewsley,E09000017,Hillingdon,CON,Conservative Party,4840
E05000345,Yiewsley,E09000017,Hillingdon,GRE,Conservative Party,669
E05000345,Yiewsley,E09000017,Hillingdon,LAB,Conservative Party,3486
E05000346,Bedfont,E09000018,Hounslow,CON,Conservative Party,3870
E05000346,Bedfont,E09000018,Hounslow,GRE,Conservative Party,465
E05000346,Bedfont,E09000018,Hounslow,LAB,Conservative Party,4928
